,run,n,spread-type,simple-spread-chance,graph-type,ba-m,organizing-capacity,organizing-strategy,repetition,data,short list,threshold,rmse,total_error,corr_coef
134,134,300,simple,0.01,barabasi-albert,3,5,high-degree-media,1,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 2. 0.
 1. 2. 0. 1. 1. 0. 1. 0. 3. 1. 3. 3. 1. 1. 2. 3. 2. 0. 0. 0. 0. 4. 2. 3.
 2. 2. 2. 1. 1. 4. 4. 1. 0. 0. 1. 1. 4. 4. 5. 0. 8. 2. 4. 1. 3. 2. 2. 3.
 3. 2. 0. 1. 1. 2. 1. 1. 4. 3. 2. 3. 2. 4. 2. 1. 3. 1. 2. 3. 1. 1. 2. 3.
 2. 2. 0. 1. 3. 0. 2. 2. 1. 0. 2. 1. 1. 2. 1. 1. 1. 0. 0. 1. 0. 1. 0. 0.
 2. 1. 2. 1. 3. 2. 1. 1. 1. 1. 1. 2. 0. 3. 3. 0. 1. 3. 1. 0. 1. 1. 1. 2.
 1. 2. 2. 1. 1. 1. 1. 1. 0. 1. 0. 1. 1. 0. 2. 1. 0. 4. 0. 4. 0. 1. 0. 0.
 0. 1. 0. 2. 1. 1. 1. 0. 2. 3. 2. 0. 0. 2. 2. 2. 0. 1. 2. 1. 1. 1. 0. 0.
 3. 0. 1. 1. 1. 0. 0. 0. 1. 1. 0. 2. 1. 0. 1. 1. 1. 1. 0. 0. 1. 1. 0. 0.
 0. 1. 1. 1. 0. 1. 2. 0. 1. 1. 0. 0. 0. 0. 0. 2. 0. 0. 1. 0. 1. 1. 0. 0.
 1. 1. 0. 0. 0. 1. 2. 1. 0. 1. 2. 1. 0. 1. 0. 1. 0. 2. 0. 0. 3. 1. 0. 0.
 1. 1. 1. 2. 0. 0. 0. 1. 0. 1. 0. 0. 0. 2. 0. 0. 0. 0. 0. 1. 1. 1. 1. 0.
 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 1. 0.]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 25.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.5, 12.5, 25.0, 0.0, 12.5, 25.0, 0.0, 12.5, 12.5, 0.0, 12.5, 0.0, 37.5, 12.5, 37.5, 37.5, 12.5, 12.5, 25.0, 37.5, 25.0, 0.0, 0.0, 0.0, 0.0, 50.0, 25.0, 37.5, 25.0, 25.0, 25.0, 12.5, 12.5, 50.0, 50.0, 12.5, 0.0, 0.0, 12.5, 12.5, 50.0, 50.0, 62.5, 0.0, 100.0, 25.0, 50.0, 12.5, 37.5, 25.0, 25.0, 37.5, 37.5, 25.0, 0.0, 12.5, 12.5, 25.0, 12.5, 12.5, 50.0, 37.5, 25.0, 37.5, 25.0, 50.0, 25.0, 12.5, 37.5, 12.5, 25.0, 37.5, 12.5, 12.5, 25.0, 37.5, 25.0, 25.0, 0.0, 12.5, 37.5, 0.0, 25.0, 25.0, 12.5, 0.0, 25.0, 12.5, 12.5, 25.0, 12.5, 12.5, 12.5, 0.0]",1,624.6688596491229,2000.5,0.0717969219289477
136,136,300,simple,0.01,barabasi-albert,3,5,high-degree-media,2,"[0. 0. 1. 0. 0. 1. 1. 1. 1. 1. 0. 1. 0. 1. 0. 1. 1. 0. 0. 1. 1. 2. 0. 0.
 0. 0. 1. 1. 2. 0. 2. 0. 1. 0. 1. 3. 1. 0. 1. 1. 0. 1. 2. 1. 1. 2. 2. 1.
 0. 4. 2. 2. 2. 0. 0. 1. 1. 1. 0. 1. 3. 0. 2. 2. 0. 2. 0. 3. 3. 2. 2. 3.
 5. 3. 1. 2. 1. 2. 1. 1. 4. 0. 3. 2. 3. 2. 1. 3. 0. 4. 4. 2. 2. 2. 2. 4.
 1. 2. 4. 1. 4. 1. 6. 4. 0. 5. 0. 1. 1. 2. 4. 2. 2. 1. 1. 1. 1. 1. 2. 1.
 0. 1. 4. 1. 2. 1. 2. 0. 3. 0. 2. 1. 0. 0. 0. 1. 0. 2. 2. 1. 2. 0. 1. 1.
 0. 1. 1. 2. 0. 1. 4. 2. 0. 0. 2. 1. 1. 2. 0. 1. 1. 1. 1. 1. 0. 0. 2. 1.
 0. 0. 1. 0. 4. 0. 0. 1. 0. 0. 1. 1. 0. 1. 3. 0. 2. 1. 2. 1. 2. 1. 0. 1.
 2. 2. 1. 0. 0. 1. 1. 0. 0. 2. 2. 0. 0. 1. 1. 1. 2. 3. 1. 1. 0. 1. 3. 3.
 2. 0. 1. 0. 0. 1. 0. 1. 0. 1. 3. 1. 0. 0. 0. 0. 1. 1. 1. 0. 0. 2. 0. 0.
 1. 0. 1. 0. 1. 2. 2. 1. 1. 1. 0. 2. 2. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 1.
 3. 0. 1. 1. 3. 2. 0. 0. 0. 1. 0. 0. 1. 1. 3. 1. 1. 0. 1. 1. 1. 0. 2. 0.
 1. 0. 0. 1. 0. 0. 0. 3. 0. 0. 1. 0.]","[0.0, 0.0, 16.666666666666664, 0.0, 0.0, 16.666666666666664, 16.666666666666664, 16.666666666666664, 16.666666666666664, 16.666666666666664, 0.0, 16.666666666666664, 0.0, 16.666666666666664, 0.0, 16.666666666666664, 16.666666666666664, 0.0, 0.0, 16.666666666666664, 16.666666666666664, 33.33333333333333, 0.0, 0.0, 0.0, 0.0, 16.666666666666664, 16.666666666666664, 33.33333333333333, 0.0, 33.33333333333333, 0.0, 16.666666666666664, 0.0, 16.666666666666664, 50.0, 16.666666666666664, 0.0, 16.666666666666664, 16.666666666666664, 0.0, 16.666666666666664, 33.33333333333333, 16.666666666666664, 16.666666666666664, 33.33333333333333, 33.33333333333333, 16.666666666666664, 0.0, 66.66666666666666, 33.33333333333333, 33.33333333333333, 33.33333333333333, 0.0, 0.0, 16.666666666666664, 16.666666666666664, 16.666666666666664, 0.0, 16.666666666666664, 50.0, 0.0, 33.33333333333333, 33.33333333333333, 0.0, 33.33333333333333, 0.0, 50.0, 50.0, 33.33333333333333, 33.33333333333333, 50.0, 83.33333333333334, 50.0, 16.666666666666664, 33.33333333333333, 16.666666666666664, 33.33333333333333, 16.666666666666664, 16.666666666666664, 66.66666666666666, 0.0, 50.0, 33.33333333333333, 50.0, 33.33333333333333, 16.666666666666664, 50.0, 0.0, 66.66666666666666, 66.66666666666666, 33.33333333333333, 33.33333333333333, 33.33333333333333, 33.33333333333333, 66.66666666666666, 16.666666666666664, 33.33333333333333, 66.66666666666666, 16.666666666666664, 66.66666666666666, 16.666666666666664, 100.0, 66.66666666666666, 0.0, 83.33333333333334, 0.0, 16.666666666666664, 16.666666666666664, 33.33333333333333, 66.66666666666666, 33.33333333333333, 33.33333333333333, 16.666666666666664]",1,905.827485380117,2538.9999999999995,0.28948665970388565
192,192,300,simple,0.01,barabasi-albert,3,5,high-degree-cit-and-media,3,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 3. 2. 2. 1. 2. 2. 2.
 1. 2. 3. 3. 0. 1. 1. 1. 0. 2. 2. 2. 0. 1. 1. 3. 2. 2. 3. 0. 2. 2. 3. 3.
 1. 2. 1. 0. 1. 3. 1. 3. 1. 2. 2. 4. 0. 1. 1. 3. 0. 1. 1. 1. 0. 1. 1. 4.
 0. 4. 1. 0. 2. 0. 2. 0. 2. 1. 2. 6. 1. 0. 4. 0. 1. 2. 1. 1. 5. 1. 1. 2.
 2. 2. 0. 3. 2. 2. 3. 0. 1. 1. 1. 1. 2. 2. 2. 4. 0. 0. 3. 2. 2. 1. 0. 3.
 1. 2. 0. 3. 0. 2. 0. 2. 3. 0. 4. 2. 1. 5. 2. 1. 1. 1. 1. 2. 1. 1. 1. 0.
 1. 0. 0. 1. 1. 0. 0. 1. 2. 3. 1. 3. 1. 0. 4. 3. 1. 2. 0. 0. 1. 0. 4. 2.
 0. 1. 3. 2. 0. 1. 3. 0. 0. 2. 1. 0. 2. 0. 0. 1. 2. 0. 2. 0. 2. 2. 0. 1.
 1. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 4. 1. 0. 2. 0. 1. 1. 0. 1. 1.
 1. 1. 0. 1. 2. 6. 2. 0. 2. 0. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3.
 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3.
 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3.
 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.666666666666664, 16.666666666666664, 16.666666666666664, 50.0, 33.33333333333333, 33.33333333333333, 16.666666666666664, 33.33333333333333, 33.33333333333333, 33.33333333333333, 16.666666666666664, 33.33333333333333, 50.0, 50.0, 0.0, 16.666666666666664, 16.666666666666664, 16.666666666666664, 0.0, 33.33333333333333, 33.33333333333333, 33.33333333333333, 0.0, 16.666666666666664, 16.666666666666664, 50.0, 33.33333333333333, 33.33333333333333, 50.0, 0.0, 33.33333333333333, 33.33333333333333, 50.0, 50.0, 16.666666666666664, 33.33333333333333, 16.666666666666664, 0.0, 16.666666666666664, 50.0, 16.666666666666664, 50.0, 16.666666666666664, 33.33333333333333, 33.33333333333333, 66.66666666666666, 0.0, 16.666666666666664, 16.666666666666664, 50.0, 0.0, 16.666666666666664, 16.666666666666664, 16.666666666666664, 0.0, 16.666666666666664, 16.666666666666664, 66.66666666666666, 0.0, 66.66666666666666, 16.666666666666664, 0.0, 33.33333333333333, 0.0, 33.33333333333333, 0.0, 33.33333333333333, 16.666666666666664, 33.33333333333333, 100.0, 16.666666666666664, 0.0, 66.66666666666666, 0.0, 16.666666666666664, 33.33333333333333, 16.666666666666664, 16.666666666666664, 83.33333333333334, 16.666666666666664, 16.666666666666664, 33.33333333333333, 33.33333333333333, 33.33333333333333, 0.0, 50.0, 33.33333333333333, 33.33333333333333, 50.0, 0.0, 16.666666666666664, 16.666666666666664, 16.666666666666664, 16.666666666666664, 33.33333333333333, 33.33333333333333, 33.33333333333333, 66.66666666666666, 0.0, 0.0]",1,914.5994152046782,2557.0000000000014,0.048020476809235775
229,229,300,simple,0.01,barabasi-albert,3,10,high-degree-media,0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 2. 1. 4. 2. 1. 0. 2. 1. 0.
 1. 1. 1. 0. 1. 1. 3. 0. 0. 1. 3. 0. 2. 3. 3. 1. 0. 3. 3. 2. 2. 3. 0. 2.
 3. 3. 1. 1. 1. 1. 2. 2. 2. 2. 0. 4. 1. 2. 2. 1. 2. 0. 1. 1. 1. 0. 4. 1.
 4. 1. 2. 3. 7. 2. 0. 1. 1. 3. 1. 1. 4. 1. 1. 3. 1. 2. 1. 0. 1. 2. 1. 3.
 2. 1. 0. 1. 2. 1. 1. 0. 2. 1. 3. 3. 1. 2. 0. 0. 0. 1. 0. 0. 1. 0. 1. 2.
 1. 2. 8. 2. 2. 3. 0. 0. 0. 1. 1. 3. 1. 2. 3. 0. 1. 1. 2. 0. 2. 4. 0. 2.
 1. 0. 2. 1. 1. 2. 1. 1. 0. 0. 2. 1. 0. 2. 1. 1. 2. 0. 0. 1. 2. 0. 0. 3.
 1. 4. 1. 0. 4. 1. 1. 1. 1. 1. 0. 3. 2. 3. 2. 0. 2. 2. 0. 2. 2. 1. 2. 1.
 1. 2. 0. 0. 0. 0. 2. 0. 3. 0. 1. 0. 1. 1. 1. 1. 1. 0. 0. 1. 1. 4. 0. 1.
 1. 0. 2. 0. 0. 0. 2. 1. 0. 1. 1. 0. 2. 0. 0. 1. 2. 0. 0. 1. 0. 1. 2. 1.
 2. 1. 0. 0. 0. 1. 2. 2. 0. 0. 3. 0. 2. 0. 1. 2. 0. 0. 0. 1. 0. 1. 0. 0.
 0. 2. 0. 1. 1. 0. 0. 0. 0. 0. 3. 0. 0. 0. 0. 2. 1. 0. 0. 1. 0. 0. 0. 2.
 1. 1. 0. 2. 2. 0. 1. 1. 0. 1. 2. 0.]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.285714285714285, 0.0, 0.0, 14.285714285714285, 0.0, 28.57142857142857, 14.285714285714285, 57.14285714285714, 28.57142857142857, 14.285714285714285, 0.0, 28.57142857142857, 14.285714285714285, 0.0, 14.285714285714285, 14.285714285714285, 14.285714285714285, 0.0, 14.285714285714285, 14.285714285714285, 42.857142857142854, 0.0, 0.0, 14.285714285714285, 42.857142857142854, 0.0, 28.57142857142857, 42.857142857142854, 42.857142857142854, 14.285714285714285, 0.0, 42.857142857142854, 42.857142857142854, 28.57142857142857, 28.57142857142857, 42.857142857142854, 0.0, 28.57142857142857, 42.857142857142854, 42.857142857142854, 14.285714285714285, 14.285714285714285, 14.285714285714285, 14.285714285714285, 28.57142857142857, 28.57142857142857, 28.57142857142857, 28.57142857142857, 0.0, 57.14285714285714, 14.285714285714285, 28.57142857142857, 28.57142857142857, 14.285714285714285, 28.57142857142857, 0.0, 14.285714285714285, 14.285714285714285, 14.285714285714285, 0.0, 57.14285714285714, 14.285714285714285, 57.14285714285714, 14.285714285714285, 28.57142857142857, 42.857142857142854, 100.0, 28.57142857142857, 0.0, 14.285714285714285, 14.285714285714285, 42.857142857142854, 14.285714285714285, 14.285714285714285, 57.14285714285714, 14.285714285714285, 14.285714285714285, 42.857142857142854, 14.285714285714285, 28.57142857142857, 14.285714285714285, 0.0, 14.285714285714285, 28.57142857142857, 14.285714285714285, 42.857142857142854, 28.57142857142857, 14.285714285714285, 0.0, 14.285714285714285, 28.57142857142857, 14.285714285714285, 14.285714285714285, 0.0, 28.57142857142857, 14.285714285714285, 42.857142857142854, 42.857142857142854, 14.285714285714285, 28.57142857142857, 0.0, 0.0, 0.0, 14.285714285714285]",1,724.0814536340852,2189.857142857142,-0.06172463557344639
254,254,300,simple,0.01,barabasi-albert,3,10,high-degree-citizens,0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 1. 0. 1. 1. 1. 1. 0. 1. 1. 0. 1. 2. 4. 3. 3. 3. 0. 0. 0.
 0. 7. 6. 1. 1. 3. 2. 0. 0. 1. 6. 1. 4. 1. 3. 1. 1. 2. 3. 2. 2. 4. 1. 0.
 0. 2. 0. 2. 1. 3. 2. 1. 3. 0. 3. 3. 0. 2. 2. 3. 0. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.285714285714285, 0.0, 14.285714285714285, 14.285714285714285, 14.285714285714285, 14.285714285714285, 0.0, 14.285714285714285, 14.285714285714285, 0.0, 14.285714285714285, 28.57142857142857, 57.14285714285714, 42.857142857142854, 42.857142857142854, 42.857142857142854, 0.0, 0.0, 0.0, 0.0, 100.0, 85.71428571428571, 14.285714285714285, 14.285714285714285, 42.857142857142854, 28.57142857142857, 0.0, 0.0, 14.285714285714285, 85.71428571428571, 14.285714285714285, 57.14285714285714, 14.285714285714285, 42.857142857142854, 14.285714285714285, 14.285714285714285, 28.57142857142857, 42.857142857142854, 28.57142857142857, 28.57142857142857, 57.14285714285714, 14.285714285714285, 0.0, 0.0, 28.57142857142857, 0.0, 28.57142857142857, 14.285714285714285, 42.857142857142854, 28.57142857142857, 14.285714285714285, 42.857142857142854, 0.0, 42.857142857142854, 42.857142857142854, 0.0, 28.57142857142857, 28.57142857142857, 42.857142857142854, 0.0, 28.57142857142857, 28.57142857142857, 28.57142857142857, 28.57142857142857, 28.57142857142857, 28.57142857142857, 28.57142857142857, 28.57142857142857, 28.57142857142857, 28.57142857142857, 28.57142857142857, 28.57142857142857, 28.57142857142857, 28.57142857142857, 28.57142857142857, 28.57142857142857, 28.57142857142857, 28.57142857142857, 28.57142857142857, 28.57142857142857, 28.57142857142857, 28.57142857142857, 28.57142857142857, 28.57142857142857, 28.57142857142857]",1,699.018796992481,1987.2857142857167,0.13747799435347385
261,261,300,simple,0.01,barabasi-albert,3,10,high-degree-citizens,2,"[0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 3. 1. 0. 0. 1. 0. 1. 1. 4. 2. 0.
 2. 0. 2. 0. 1. 2. 0. 1. 0. 4. 2. 3. 3. 3. 0. 3. 5. 0. 0. 1. 4. 1. 3. 2.
 1. 2. 4. 4. 2. 2. 1. 1. 2. 1. 3. 0. 0. 2. 3. 6. 3. 3. 2. 2. 1. 2. 2. 4.
 0. 2. 5. 1. 1. 1. 3. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4.
 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4.
 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4.
 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4.
 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4.
 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4.
 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4.
 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4.
 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4.
 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4.]","[0.0, 0.0, 0.0, 0.0, 16.666666666666664, 0.0, 16.666666666666664, 0.0, 16.666666666666664, 0.0, 16.666666666666664, 0.0, 0.0, 50.0, 16.666666666666664, 0.0, 0.0, 16.666666666666664, 0.0, 16.666666666666664, 16.666666666666664, 66.66666666666666, 33.33333333333333, 0.0, 33.33333333333333, 0.0, 33.33333333333333, 0.0, 16.666666666666664, 33.33333333333333, 0.0, 16.666666666666664, 0.0, 66.66666666666666, 33.33333333333333, 50.0, 50.0, 50.0, 0.0, 50.0, 83.33333333333334, 0.0, 0.0, 16.666666666666664, 66.66666666666666, 16.666666666666664, 50.0, 33.33333333333333, 16.666666666666664, 33.33333333333333, 66.66666666666666, 66.66666666666666, 33.33333333333333, 33.33333333333333, 16.666666666666664, 16.666666666666664, 33.33333333333333, 16.666666666666664, 50.0, 0.0, 0.0, 33.33333333333333, 50.0, 100.0, 50.0, 50.0, 33.33333333333333, 33.33333333333333, 16.666666666666664, 33.33333333333333, 33.33333333333333, 66.66666666666666, 0.0, 33.33333333333333, 83.33333333333334, 16.666666666666664, 16.666666666666664, 16.666666666666664, 50.0, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666]",1,1889.2582846003893,4034.333333333328,0.3140225773168806
262,262,300,simple,0.01,barabasi-albert,3,10,high-degree-citizens,2,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 1. 2. 1. 0. 0. 2. 0. 0. 1.
 0. 0. 0. 0. 2. 3. 1. 1. 0. 2. 1. 0. 0. 0. 1. 0. 1. 0. 0. 1. 1. 1. 1. 0.
 1. 4. 3. 0. 4. 2. 3. 0. 0. 2. 0. 2. 2. 2. 1. 1. 1. 1. 3. 1. 1. 1. 1. 0.
 0. 0. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3.
 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3.
 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3.
 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3.
 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3.
 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3.
 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3.
 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3.
 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3.
 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 25.0, 0.0, 25.0, 0.0, 25.0, 50.0, 25.0, 0.0, 0.0, 50.0, 0.0, 0.0, 25.0, 0.0, 0.0, 0.0, 0.0, 50.0, 75.0, 25.0, 25.0, 0.0, 50.0, 25.0, 0.0, 0.0, 0.0, 25.0, 0.0, 25.0, 0.0, 0.0, 25.0, 25.0, 25.0, 25.0, 0.0, 25.0, 100.0, 75.0, 0.0, 100.0, 50.0, 75.0, 0.0, 0.0, 50.0, 0.0, 50.0, 50.0, 50.0, 25.0, 25.0, 25.0, 25.0, 75.0, 25.0, 25.0, 25.0, 25.0, 0.0, 0.0, 0.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0]",1,2244.7894736842104,4140.0,0.3279156120645048
265,265,300,simple,0.01,barabasi-albert,3,10,high-degree-citizens,3,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 2. 1. 0. 2. 1. 0. 0. 1. 2. 0. 0.
 0. 1. 0. 0. 4. 1. 1. 2. 1. 3. 2. 3. 0. 0. 0. 1. 0. 1. 1. 1. 0. 1. 2. 0.
 3. 3. 1. 0. 2. 1. 0. 1. 1. 3. 0. 2. 0. 1. 2. 1. 1. 0. 1. 5. 0. 0. 0. 3.
 1. 3. 2. 3. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4.
 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4.
 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4.
 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4.
 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4.
 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4.
 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4.
 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4.
 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4.
 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4. 4.]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 20.0, 20.0, 20.0, 40.0, 20.0, 0.0, 40.0, 20.0, 0.0, 0.0, 20.0, 40.0, 0.0, 0.0, 0.0, 20.0, 0.0, 0.0, 80.0, 20.0, 20.0, 40.0, 20.0, 60.0, 40.0, 60.0, 0.0, 0.0, 0.0, 20.0, 0.0, 20.0, 20.0, 20.0, 0.0, 20.0, 40.0, 0.0, 60.0, 60.0, 20.0, 0.0, 40.0, 20.0, 0.0, 20.0, 20.0, 60.0, 0.0, 40.0, 0.0, 20.0, 40.0, 20.0, 20.0, 0.0, 20.0, 100.0, 0.0, 0.0, 0.0, 60.0, 20.0, 60.0, 40.0, 60.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0]",1,2293.254385964912,4181.0,0.3613612688234344
