,Unnamed: 0,run,n,spread-type,simple-spread-chance,graph-type,ba-m,organizing-capacity,organizing-strategy,repetition,data,dtw,rsme,total_error,corr_coef,label
244,244,244,300,simple,0.01,barabasi-albert,3,10,high-degree-media,3,"[0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 3. 0. 2. 1. 1. 0. 0. 2. 0. 1. 3.
 0. 1. 2. 2. 1. 0. 1. 3. 1. 2. 2. 2. 0. 1. 1. 1. 0. 3. 2. 2. 3. 2. 3. 2.
 1. 3. 1. 1. 1. 2. 1. 0. 2. 0. 4. 2. 2. 5. 3. 1. 2. 0. 2. 1. 3. 2. 1. 1.
 1. 1. 0. 0. 3. 2. 2. 1. 2. 0. 2. 2. 0. 0. 0. 1. 1. 1. 1. 2. 1. 1. 3. 3.
 0. 2. 3. 1. 0. 1. 0. 1. 3. 2. 1. 0. 0. 0. 0. 0. 0. 2. 0. 2. 1. 0. 0. 0.
 2. 0. 1. 0. 0. 0. 1. 0. 1. 2. 1. 1. 1. 1. 2. 3. 1. 2. 1. 2. 2. 0. 2. 2.
 3. 1. 0. 0. 0. 2. 1. 1. 1. 1. 0. 0. 0. 1. 2. 2. 5. 0. 1. 2. 0. 0. 0. 2.
 0. 0. 1. 1. 2. 0. 0. 0. 0. 2. 2. 1. 0. 0. 0. 0. 0. 3. 2. 0. 1. 0. 0. 1.
 0. 0. 0. 1. 2. 0. 3. 1. 2. 0. 1. 1. 0. 0. 1. 1. 0. 1. 1. 3. 0. 1. 0. 0.
 0. 1. 1. 0. 2. 0. 0. 0. 0. 0. 0. 1. 2. 2. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1.
 0. 1. 1. 2. 2. 0. 0. 1. 1. 1. 2. 0. 1. 0. 2. 0. 0. 0. 0. 0. 1. 0. 0. 0.
 2. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 2. 0. 1. 0. 1. 0. 1. 0. 1. 1.
 0. 1. 0. 2. 0. 2. 0. 1. 0. 2. 0. 0.]",18281.809318217165,148.40350877192984,10.0,,
245,245,245,300,simple,0.01,barabasi-albert,3,10,high-degree-media,4,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 2. 1. 0. 0. 0. 0.
 0. 0. 0. 1. 1. 2. 0. 0. 0. 0. 0. 3. 1. 0. 1. 4. 1. 1. 1. 0. 0. 0. 2. 0.
 0. 1. 1. 1. 0. 2. 1. 0. 1. 0. 0. 0. 1. 2. 0. 0. 2. 2. 0. 1. 1. 0. 2. 0.
 0. 1. 0. 1. 1. 1. 1. 0. 0. 1. 1. 1. 2. 0. 2. 1. 0. 0. 1. 3. 0. 2. 0. 1.
 1. 0. 3. 2. 0. 2. 0. 1. 0. 3. 4. 1. 0. 0. 1. 3. 0. 2. 0. 1. 1. 0. 1. 2.
 2. 0. 1. 1. 0. 1. 1. 1. 1. 1. 0. 2. 1. 0. 0. 0. 0. 0. 0. 3. 1. 0. 1. 4.
 0. 0. 1. 2. 1. 3. 0. 0. 3. 1. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0. 0. 1. 0. 1. 1. 0. 2. 0. 0. 0. 0. 1. 1. 0. 0. 1. 1. 0. 2. 1. 1. 1.
 0. 2. 1. 0. 2. 2. 3. 1. 0. 0. 0. 1. 1. 0. 3. 0. 1. 1. 1. 1. 3. 0. 1. 2.
 0. 2. 1. 0. 0. 1. 0. 2. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 3. 0. 1.
 0. 0. 0. 3. 0. 1. 2. 0. 0. 1. 1. 1.]",17868.72916753876,152.21052631578948,10.0,,
246,246,246,300,simple,0.01,barabasi-albert,3,10,high-degree-media,4,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2.
 0. 1. 1. 0. 0. 2. 3. 0. 2. 2. 1. 0. 2. 0. 1. 2. 1. 2. 1. 3. 0. 3. 0. 1.
 3. 2. 1. 2. 1. 2. 1. 0. 1. 2. 0. 0. 3. 0. 1. 1. 3. 0. 1. 2. 0. 1. 0. 0.
 2. 2. 2. 1. 1. 1. 2. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 2. 0. 0. 0. 0.
 2. 0. 2. 2. 0. 0. 1. 0. 0. 1. 0. 1. 2. 1. 1. 0. 0. 0. 0. 1. 0. 0. 2. 2.
 1. 2. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 1. 0. 3. 0. 1. 0. 1. 2. 0. 0. 0. 0.
 0. 1. 0. 1. 0. 2. 1. 1. 2. 2. 0. 1. 1. 0. 1. 1. 0. 3. 0. 1. 1. 0. 1. 0.
 1. 1. 2. 0. 1. 1. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 2. 1. 0. 2. 0. 0. 0.
 1. 2. 1. 1. 0. 0. 1. 1. 0. 0. 1. 0.]",17904.55175378789,156.26315789473685,10.0,,
247,247,247,300,simple,0.01,barabasi-albert,3,10,high-degree-media,4,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 3.
 1. 1. 1. 1. 4. 0. 3. 0. 1. 1. 1. 3. 0. 1. 1. 2. 0. 2. 0. 2. 0. 0. 0. 1.
 2. 0. 1. 4. 1. 0. 2. 1. 0. 0. 1. 2. 0. 1. 2. 0. 1. 1. 0. 0. 2. 0. 1. 0.
 0. 0. 1. 0. 1. 0. 0. 2. 1. 0. 2. 1. 0. 0. 0. 0. 1. 0. 1. 2. 0. 0. 0. 1.
 2. 0. 0. 1. 2. 2. 1. 0. 0. 0. 2. 1. 0. 1. 1. 1. 4. 0. 0. 0. 1. 0. 1. 0.
 0. 0. 1. 1. 1. 0. 1. 1. 0. 1. 0. 1. 1. 0. 1. 2. 1. 0. 1. 1. 1. 2. 1. 0.
 0. 0. 1. 1. 1. 1. 0. 1. 1. 1. 1. 0. 3. 0. 3. 1. 3. 1. 0. 1. 1. 1. 0. 1.
 1. 0. 0. 2. 0. 1. 1. 1. 0. 2. 0. 2. 2. 2. 1. 1. 3. 0. 2. 1. 0. 0. 0. 0.
 1. 0. 2. 1. 3. 1. 1. 0. 0. 1. 2. 2. 2. 1. 1. 1. 0. 0. 0. 0. 3. 1. 1. 0.
 1. 2. 0. 2. 0. 1. 0. 1. 2. 3. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 2. 0. 0. 2.
 0. 1. 0. 1. 1. 0. 1. 1. 0. 1. 1. 0. 1. 1. 3. 2. 0. 0. 0. 1. 0. 0. 0. 1.
 1. 0. 1. 1. 0. 1. 1. 0. 1. 0. 0. 0.]",18041.043260845505,153.359649122807,10.0,,
248,248,248,300,simple,0.01,barabasi-albert,3,10,high-degree-media,4,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 1. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 2. 3. 1. 0. 0. 2. 0.
 1. 1. 0. 1. 3. 1. 0. 1. 1. 0. 3. 2. 2. 1. 2. 2. 2. 0. 1. 1. 2. 1. 0. 0.
 2. 1. 0. 1. 3. 1. 3. 3. 0. 1. 0. 0. 1. 5. 2. 2. 1. 1. 0. 1. 1. 1. 0. 0.
 2. 1. 0. 1. 1. 4. 2. 1. 3. 1. 2. 0. 0. 4. 1. 2. 1. 3. 0. 1. 3. 1. 0. 2.
 3. 0. 1. 2. 2. 0. 2. 1. 3. 0. 2. 1. 1. 0. 1. 2. 3. 1. 1. 3. 1. 0. 0. 2.
 2. 3. 0. 2. 1. 0. 0. 2. 1. 0. 1. 3. 1. 0. 1. 0. 0. 1. 3. 1. 0. 2. 0. 0.
 2. 0. 1. 0. 6. 4. 0. 0. 0. 0. 2. 0. 0. 2. 1. 1. 3. 1. 2. 3. 0. 2. 0. 3.
 2. 2. 3. 2. 0. 1. 0. 3. 1. 0. 1. 0. 1. 2. 4. 2. 2. 1. 0. 0. 1. 1. 0. 0.
 1. 0. 2. 2. 0. 1. 2. 0. 1. 1. 1. 1. 2. 3. 1. 1. 1. 0. 0. 1. 1. 0. 1. 0.
 4. 1. 1. 1. 2. 0. 1. 0. 2. 1. 2. 1. 1. 1. 0. 1. 2. 0. 1. 0. 1. 1. 2. 0.
 2. 1. 1. 1. 0. 2. 1. 0. 0. 0. 1. 1.]",18010.052968306907,149.06140350877192,10.0,,
249,249,249,300,simple,0.01,barabasi-albert,3,10,high-degree-media,4,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
 0. 1. 0. 0. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 2. 0. 1. 1. 0.
 0. 0. 1. 1. 0. 2. 1. 3. 2. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 2. 0. 1. 0. 1. 1. 2. 0. 1. 1. 0. 1. 0. 1. 1. 1. 2. 2. 0. 0. 0. 0. 0. 0.
 0. 0. 1. 2. 2. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 2. 1. 1. 1. 0. 3.
 1. 0. 0. 0. 1. 1. 0. 0. 0. 0. 1. 1.]",17869.452780928368,156.17543859649123,10.0,,
250,250,250,300,simple,0.01,barabasi-albert,3,10,high-degree-citizens,0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 1. 1. 2.
 0. 0. 1. 1. 1. 0. 2. 1. 0. 3. 2. 0. 2. 1. 3. 1. 0. 0. 0. 2. 3. 2. 3. 0.
 1. 1. 2. 0. 1. 1. 0. 1. 1. 1. 2. 1. 4. 1. 1. 3. 1. 1. 2. 1. 0. 1. 3. 0.
 2. 3. 2. 1. 0. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]",18248.92335080119,143.2280701754386,11.0,,
251,251,251,300,simple,0.01,barabasi-albert,3,10,high-degree-citizens,0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 4. 0.
 0. 0. 4. 0. 1. 2. 0. 0. 0. 2. 0. 2. 0. 2. 1. 0. 0. 0. 2. 2. 2. 1. 1. 0.
 1. 1. 1. 0. 2. 3. 1. 2. 3. 1. 1. 2. 1. 1. 0. 1. 0. 2. 3. 0. 0. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]",18057.340780176597,144.85087719298247,11.0,,
252,252,252,300,simple,0.01,barabasi-albert,3,10,high-degree-citizens,0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 1. 2. 2. 0. 1. 2. 1. 3. 0. 3. 0. 1. 1. 2.
 2. 1. 0. 0. 3. 0. 1. 0. 1. 1. 1. 3. 1. 0. 0. 4. 0. 2. 2. 1. 5. 1. 2. 2.
 0. 1. 3. 4. 3. 3. 0. 0. 2. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]",18116.773254086565,149.83333333333334,11.0,,
253,253,253,300,simple,0.01,barabasi-albert,3,10,high-degree-citizens,0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0.
 1. 1. 1. 1. 0. 1. 2. 0. 0. 0. 0. 0. 1. 1. 3. 2. 1. 0. 0. 0. 2. 1. 0. 0.
 1. 2. 3. 5. 0. 2. 3. 0. 0. 1. 0. 1. 0. 0. 1. 1. 1. 0. 3. 0. 3. 1. 2. 3.
 1. 0. 4. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",18168.6775531034,156.9561403508772,11.0,,
254,254,254,300,simple,0.01,barabasi-albert,3,10,high-degree-citizens,0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 1. 0. 1. 1. 1. 1. 0. 1. 1. 0. 1. 2. 4. 3. 3. 3. 0. 0. 0.
 0. 7. 6. 1. 1. 3. 2. 0. 0. 1. 6. 1. 4. 1. 3. 1. 1. 2. 3. 2. 2. 4. 1. 0.
 0. 2. 0. 2. 1. 3. 2. 1. 3. 0. 3. 3. 0. 2. 2. 3. 0. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]",18296.569791199352,144.6315789473684,11.0,,
255,255,255,300,simple,0.01,barabasi-albert,3,10,high-degree-citizens,1,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 2. 0. 0. 2. 1. 1.
 2. 1. 1. 0. 0. 1. 0. 1. 0. 1. 1. 1. 1. 1. 2. 2. 0. 0. 0. 1. 2. 1. 2. 1.
 1. 0. 1. 2. 1. 1. 1. 0. 2. 0. 1. 0. 0. 1. 1. 0. 1. 0. 0. 1. 1. 2. 2. 1.
 1. 1. 2. 1. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]",18172.584866590296,142.80701754385964,11.0,,
256,256,256,300,simple,0.01,barabasi-albert,3,10,high-degree-citizens,1,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 1. 0. 0. 1. 2.
 1. 0. 1. 1. 2. 1. 1. 1. 0. 2. 1. 1. 0. 1. 0. 1. 1. 0. 0. 2. 1. 1. 0. 1.
 0. 2. 3. 4. 1. 3. 0. 2. 1. 1. 0. 4. 1. 1. 4. 0. 1. 2. 1. 2. 2. 0. 1. 0.
 0. 1. 2. 2. 2. 0. 1. 4. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]",17958.995378699306,147.51754385964912,11.0,,
257,257,257,300,simple,0.01,barabasi-albert,3,10,high-degree-citizens,1,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 2. 0. 0. 2. 2. 1. 0. 0. 2. 2. 1. 1. 2. 1.
 1. 1. 1. 1. 3. 2. 0. 1. 3. 1. 3. 1. 0. 2. 2. 1. 0. 1. 2. 0. 1. 1. 1. 2.
 4. 1. 1. 0. 1. 0. 1. 2. 0. 0. 0. 3. 2. 3. 1. 1. 3. 3. 4. 1. 0. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]",18106.110844879742,141.4561403508772,11.0,,
