CITIZENS 50
44,5
31,5
46,2
23,6
30,3
29,1
22,1
3,2
27,0
48,0
0,4
1,4
15,0
35,6
26,5
9,5
13,6
12,3
37,2
14,0
34,5
10,4
28,6
49,1
20,0
19,3
5,4
21,4
47,2
45,1
25,5
41,0
17,1
42,0
4,3
38,0
40,1
7,3
6,4
2,1
8,4
32,1
36,3
39,5
33,6
24,6
43,6
18,3
16,1
11,3
CITIZEN_SOCIAL_LINKS 141
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,10
0,11
0,16
0,20
0,26
0,33
0,41
0,43
0,46
0,48
1,4
1,7
1,12
1,17
1,19
1,23
1,28
1,29
1,31
1,36
1,39
1,40
1,45
2,4
2,5
2,6
2,8
2,9
2,10
2,11
2,14
2,16
2,19
2,24
2,27
2,28
2,34
2,37
2,40
2,41
2,43
2,49
3,43
4,5
4,6
4,8
4,10
4,15
4,17
4,18
4,19
4,24
4,25
4,27
4,29
4,31
4,42
4,47
5,12
5,15
5,21
5,22
5,26
5,28
5,30
5,41
6,7
6,9
6,14
6,18
6,25
6,34
6,47
7,9
8,12
8,13
8,14
8,15
8,20
8,48
10,11
10,13
10,18
10,33
10,44
10,49
11,13
11,23
11,45
12,21
12,22
12,26
13,22
13,23
13,31
13,35
13,36
13,37
13,42
14,24
14,30
14,38
14,44
15,16
15,20
15,36
16,17
16,27
16,34
16,39
16,42
17,21
17,25
17,35
21,46
24,38
24,49
25,29
25,32
25,39
25,45
26,33
26,46
27,30
27,32
27,40
28,32
28,35
30,37
30,38
37,44
46,47
47,48
MEDIA 15
63,6
61,5
57,4
59,4
60,1
54,4
64,0
51,5
53,0
62,0
52,0
50,5
56,2
58,5
55,3
MEDIA_SUB_LINKS 420
0,50
1,50
4,50
5,50
6,50
7,50
8,50
9,50
10,50
11,50
12,50
13,50
18,50
19,50
21,50
23,50
24,50
25,50
26,50
28,50
30,50
31,50
33,50
34,50
35,50
36,50
39,50
43,50
44,50
0,51
1,51
4,51
5,51
6,51
7,51
8,51
9,51
10,51
11,51
12,51
13,51
18,51
19,51
21,51
23,51
24,51
25,51
26,51
28,51
30,51
31,51
33,51
34,51
35,51
36,51
39,51
43,51
44,51
2,52
3,52
14,52
15,52
16,52
17,52
20,52
22,52
27,52
29,52
32,52
37,52
38,52
40,52
41,52
42,52
45,52
46,52
47,52
48,52
49,52
2,53
3,53
14,53
15,53
16,53
17,53
20,53
22,53
27,53
29,53
32,53
37,53
38,53
40,53
41,53
42,53
45,53
46,53
47,53
48,53
49,53
0,54
1,54
3,54
4,54
5,54
6,54
7,54
8,54
9,54
10,54
11,54
12,54
13,54
18,54
19,54
21,54
23,54
24,54
25,54
26,54
28,54
30,54
31,54
33,54
34,54
35,54
36,54
37,54
39,54
43,54
44,54
46,54
47,54
0,55
1,55
2,55
3,55
4,55
5,55
6,55
7,55
8,55
9,55
10,55
11,55
12,55
16,55
17,55
18,55
19,55
21,55
22,55
25,55
26,55
29,55
30,55
31,55
32,55
34,55
36,55
37,55
39,55
40,55
44,55
45,55
46,55
47,55
49,55
0,56
1,56
2,56
3,56
4,56
5,56
6,56
7,56
8,56
10,56
11,56
12,56
14,56
15,56
16,56
17,56
18,56
19,56
20,56
21,56
22,56
27,56
29,56
30,56
32,56
36,56
37,56
38,56
40,56
41,56
42,56
45,56
46,56
47,56
48,56
49,56
0,57
1,57
3,57
4,57
5,57
6,57
7,57
8,57
9,57
10,57
11,57
12,57
13,57
18,57
19,57
21,57
23,57
24,57
25,57
26,57
28,57
30,57
31,57
33,57
34,57
35,57
36,57
37,57
39,57
43,57
44,57
46,57
47,57
0,58
1,58
4,58
5,58
6,58
7,58
8,58
9,58
10,58
11,58
12,58
13,58
18,58
19,58
21,58
23,58
24,58
25,58
26,58
28,58
30,58
31,58
33,58
34,58
35,58
36,58
39,58
43,58
44,58
0,59
1,59
3,59
4,59
5,59
6,59
7,59
8,59
9,59
10,59
11,59
12,59
13,59
18,59
19,59
21,59
23,59
24,59
25,59
26,59
28,59
30,59
31,59
33,59
34,59
35,59
36,59
37,59
39,59
43,59
44,59
46,59
47,59
2,60
3,60
4,60
7,60
11,60
12,60
14,60
15,60
16,60
17,60
18,60
19,60
20,60
22,60
27,60
29,60
30,60
32,60
36,60
37,60
38,60
40,60
41,60
42,60
45,60
46,60
47,60
48,60
49,60
0,61
1,61
4,61
5,61
6,61
7,61
8,61
9,61
10,61
11,61
12,61
13,61
18,61
19,61
21,61
23,61
24,61
25,61
26,61
28,61
30,61
31,61
33,61
34,61
35,61
36,61
39,61
43,61
44,61
2,62
3,62
14,62
15,62
16,62
17,62
20,62
22,62
27,62
29,62
32,62
37,62
38,62
40,62
41,62
42,62
45,62
46,62
47,62
48,62
49,62
0,63
1,63
5,63
6,63
8,63
9,63
10,63
13,63
21,63
23,63
24,63
25,63
26,63
28,63
31,63
33,63
34,63
35,63
39,63
43,63
44,63
2,64
3,64
14,64
15,64
16,64
17,64
20,64
22,64
27,64
29,64
32,64
37,64
38,64
40,64
41,64
42,64
45,64
46,64
47,64
48,64
49,64
