date,count,total_count,ratio
4/14/2016 0:00,4,11502,0.000347766
4/15/2016 0:00,7,9956,0.000703094
4/16/2016 0:00,1,4415,0.000226501
4/17/2016 0:00,0,4604,0
4/18/2016 0:00,23,9526,0.002414445
4/19/2016 0:00,39,10514,0.00370934
4/20/2016 0:00,108,10827,0.009975062
4/21/2016 0:00,29,11090,0.002614968
4/22/2016 0:00,10,9203,0.001086602
4/23/2016 0:00,3,4301,0.000697512
4/24/2016 0:00,5,4521,0.00110595
4/25/2016 0:00,6,9574,0.000626697
4/26/2016 0:00,16,11218,0.001426279
4/27/2016 0:00,14,11439,0.001223883
4/28/2016 0:00,7,11450,0.000611354
4/29/2016 0:00,2,10276,0.000194628
4/30/2016 0:00,1,4700,0.000212766
5/1/2016 0:00,3,4631,0.000647808
5/2/2016 0:00,7,9398,0.000744839
5/3/2016 0:00,25,10778,0.00231954
5/4/2016 0:00,67,10875,0.00616092
5/5/2016 0:00,13,10966,0.001185482
5/6/2016 0:00,9,9837,0.000914913
5/7/2016 0:00,1,4103,0.000243724
5/8/2016 0:00,2,4434,0.00045106
5/9/2016 0:00,11,10269,0.001071185
5/10/2016 0:00,7,11043,0.000633886
5/11/2016 0:00,10,10913,0.000916338
5/12/2016 0:00,10,10711,0.00093362
5/13/2016 0:00,4,9862,0.000405597
5/14/2016 0:00,1,4197,0.000238265
5/15/2016 0:00,3,4821,0.000622278
5/16/2016 0:00,6,9809,0.000611683
5/17/2016 0:00,7,10446,0.000670113
5/18/2016 0:00,4,10704,0.000373692
5/19/2016 0:00,8,10489,0.000762704
5/20/2016 0:00,4,9519,0.000420212
5/21/2016 0:00,4,4388,0.000911577
5/22/2016 0:00,1,4424,0.00022604
5/23/2016 0:00,1,9691,0.000103189
5/24/2016 0:00,5,10586,0.000472322
5/25/2016 0:00,5,10586,0.000472322
5/26/2016 0:00,10,10707,0.000933968
5/27/2016 0:00,6,8993,0.000667186
5/28/2016 0:00,9,4035,0.002230483
5/29/2016 0:00,1,4268,0.000234302
5/30/2016 0:00,2,5296,0.000377644
5/31/2016 0:00,6,10367,0.00057876
6/1/2016 0:00,4,10667,0.000374988
6/2/2016 0:00,9,11187,0.000804505
6/3/2016 0:00,2,9510,0.000210305
6/4/2016 0:00,4,4322,0.000925497
6/5/2016 0:00,0,4589,0
6/6/2016 0:00,4,9727,0.000411226
6/7/2016 0:00,4,10859,0.000368358
6/8/2016 0:00,8,10771,0.000742735
6/9/2016 0:00,1,10565,9.47E-05
6/10/2016 0:00,3,9303,0.000322477
6/11/2016 0:00,0,4201,0
6/12/2016 0:00,0,5524,0
6/13/2016 0:00,1,10389,9.63E-05
6/14/2016 0:00,6,10595,0.000566305
6/15/2016 0:00,3,10790,0.000278035
6/16/2016 0:00,7,10778,0.000649471
6/17/2016 0:00,10,9578,0.001044059
6/18/2016 0:00,2,4197,0.000476531
6/19/2016 0:00,4,4594,0.000870701
6/20/2016 0:00,3,9969,0.000300933
6/21/2016 0:00,7,10808,0.000647668
6/22/2016 0:00,21,10815,0.001941748
6/23/2016 0:00,8,10891,0.000734551
6/24/2016 0:00,5,10178,0.000491256
6/25/2016 0:00,6,4322,0.001388246
6/26/2016 0:00,1,4650,0.000215054
