,n,spread-type,simple-spread-chance,ba-m,cit-media-influence,cit-cit-influence,repetition,data,run_id,num_media
12,300,simple,0.75,10,0.01,0.75,0,"[  0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   1.  48. 130.  70.  31.  12.   4.   2.   0.   0.   0.   1.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.
   0.   1.   0.   0.   0.   0.   1.   0.   1.   0.   0.   0.   0.   0.
   1.   0.   1.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.]",110,30
13,300,simple,0.75,10,0.01,0.75,0,"[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",111,30
14,300,simple,0.75,10,0.01,0.75,0,"[  0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   1.  20.  79. 112.  49.  15.   6.   2.   4.
   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   1.   0.   1.   0.
   0.   0.   0.   0.   0.   0.   0.   1.   1.   3.   0.   0.   1.   1.
   0.   0.   0.   0.   0.   0.   0.   1.   2.   0.   0.   1.   3.   2.
   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.]",112,30
15,300,simple,0.75,10,0.01,0.75,0,"[  0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.  47. 111.
  73.  40.  19.   4.   1.   3.   1.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.
   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   1.   0.   0.
   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.]",113,30
16,300,simple,0.75,10,0.01,0.75,0,"[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",114,30
17,300,simple,0.75,10,0.01,0.75,0,"[  0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   1.  19.  76. 121.
  42.  16.   6.   7.   1.   1.   1.   0.   0.   1.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   1.   1.   2.   7.   1.   1.   1.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   1.   0.   0.
   0.   0.   0.   0.   1.   0.   0.   1.   0.   0.   0.   1.   0.   0.
   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.]",115,30
18,300,simple,0.75,10,0.01,0.75,0,"[  0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   1.  46. 107.  84.  28.  11.   5.   7.   3.   3.   0.   0.
   1.   2.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.
   0.   0.   0.   1.   2.   1.   2.   0.   1.   0.   0.   0.   0.   0.
   0.   0.   1.   0.   2.   0.   0.   0.   0.   0.   0.   0.   0.   2.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   1.   0.   0.   0.   2.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.
   0.   0.]",116,30
19,300,simple,0.75,10,0.01,0.75,0,"[  0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.  41. 122.  68.
  33.  19.   8.   7.   0.   1.   0.   0.   0.   0.   0.   0.   0.   1.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.
   0.   1.]",117,30
20,300,simple,0.75,10,0.01,0.75,0,"[  0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.  47.
 112.  69.  42.  13.   6.   6.   2.   1.   0.   0.   0.   0.   0.   1.
   1.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   1.   0.
   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   0.   0.   0.   0.
   0.   0.   0.   1.   0.   0.   0.   1.   0.   0.   0.   1.   1.   0.
   0.   0.]",118,30
21,300,simple,0.75,10,0.01,0.75,0,"[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",119,30
22,300,simple,0.75,10,0.01,0.75,0,"[  0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   2.  80. 108.  67.  18.
  10.  11.   2.   3.   0.   0.   0.   0.   1.   0.   0.   0.   1.   0.
   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   1.   1.   0.
   1.   0.]",11,30
23,300,simple,0.75,10,0.01,0.75,0,"[  0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.
  21.  81. 104.  44.  19.  10.   5.   1.   1.   2.   0.   0.   1.   0.
   0.   1.   0.   1.   1.   0.   0.   0.   0.   0.   0.   1.   1.   1.
   1.   3.   1.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   2.   2.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.]",120,30
24,300,simple,0.75,10,0.01,0.75,0,"[  0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   1.  45. 104.  72.  39.  15.   7.   4.
   2.   1.   0.   0.   0.   1.   0.   1.   0.   1.   0.   0.   1.   1.
   1.   0.   0.   0.   1.   0.   1.   0.   0.   0.   0.   0.   0.   1.
   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   1.   0.   1.   1.   0.   0.   2.   2.   1.   2.   0.
   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.]",121,30
25,300,simple,0.75,10,0.01,0.75,0,"[  0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   1.  16.  59. 102.  62.  33.  10.   5.   2.   1.   0.   0.
   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   1.   0.   1.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   1.
   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   1.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.]",122,30
26,300,simple,0.75,10,0.01,0.75,0,"[  0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   1.  19.  68. 105.  52.  24.  10.   7.   2.   1.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.
   1.   1.   1.   6.   1.   0.   0.   0.   0.   0.   1.   0.   0.   2.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.
   0.   0.   1.   0.   1.   0.   1.   0.   0.   0.   0.   0.   0.   2.
   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.
   0.   1.   0.   0.   0.   1.   0.   1.   0.   0.   0.   0.   0.   0.
   0.   0.]",123,30
27,300,simple,0.75,10,0.01,0.75,0,"[  0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   1.  41. 117.  76.  41.  10.   6.   0.   1.   1.
   0.   1.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   1.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   1.   0.   0.   0.   1.   1.   0.   0.   0.   0.   0.   0.   0.   1.
   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   1.   1.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   1.   1.   1.   0.   0.   0.   0.   0.   0.   0.   0.   1.
   1.   2.]",124,30
28,300,simple,0.75,10,0.01,0.75,0,"[  0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   1.  42. 116.  80.  32.  16.   7.   2.   2.   1.   0.
   0.   0.   0.   1.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.
   0.   1.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   0.   0.
   1.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.
   0.   0.]",125,30
29,300,simple,0.75,10,0.01,0.75,0,"[  0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   1.  45. 130.  66.  26.  21.   5.   3.   2.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.
   1.   0.   0.   1.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.
   1.   0.]",126,30
30,300,simple,0.75,10,0.01,0.75,0,"[  0.   0.   1.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   1.  45. 114.  79.  36.  20.   4.   1.   1.   1.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   1.   0.   0.
   0.   0.   1.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   2.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.
   0.   0.]",127,30
31,300,simple,0.75,10,0.01,0.75,0,"[  0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   1.  50. 130.  69.  28.  14.   8.   0.
   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   0.   0.   1.   2.
   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.]",128,30
32,300,simple,0.75,10,0.01,0.75,0,"[ 0.  0.  1.  0.  0.  1. 42. 89. 94. 44. 11.  6.  2.  1.  0.  0.  2.  0.
  0.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.
  2.  2.  2.  2.  0.  1.  0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.  0.
  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  2.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  1.]",129,30
33,300,simple,0.75,10,0.01,0.75,0,"[  0.   1.  44. 115.  73.  40.  18.   5.   4.   0.   0.   0.   0.   0.
   2.   1.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   1.   0.
   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   2.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.
   0.   0.   1.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.]",12,30
34,300,simple,0.75,10,0.01,0.75,0,"[  0.   1.   0.   1.  45. 120.  73.  37.  13.   8.   2.   2.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.
   0.   1.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   1.   1.   0.   0.   0.   0.   0.   0.   1.   0.   0.   1.   0.   0.
   1.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   2.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   1.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.]",130,30
35,300,simple,0.75,10,0.01,0.75,0,"[  0.   1.  48. 126.  76.  27.  16.   4.   2.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.
   0.   0.   0.   0.   1.   0.   0.   0.   2.   0.   0.   0.   0.   1.
   0.   1.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.
   1.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   1.   0.]",131,30
