,n,spread-type,simple-spread-chance,ba-m,cit-media-influence,cit-cit-influence,repetition,data,run_id,num_media
0,300,simple,0.75,10,0.01,0.5,0,"[ 0. 14. 79. 73. 46. 29. 17. 10.  5.  5.  2.  3.  4.  2.  0.  0.  0.  0.
  0.  0.  0.  1.  1.  1.  1.  3.  0.  0.  1.  1.  0.  0.  1.  2.  0.  1.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  1.  0.  0.  1.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  0.  0.  0.  0.  0.  0.]",1000,30
1,300,simple,0.75,10,0.01,0.5,0,"[ 0. 16. 44. 58. 53. 29. 23. 13. 14.  6. 13.  8.  5.  2.  2.  1.  1.  0.
  2.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  1.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  2.  4.  0.
  1.  0.  0.  0.  1.  0.]",100,30
2,300,simple,0.75,10,0.01,0.5,0,"[ 0.  3.  3.  2.  6.  4.  2. 41. 56. 68. 42. 27. 13. 12.  7.  4.  2.  1.
  1.  1.  2.  1.  3.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  1.  0.  1.
  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  0.  0.  0.
  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",101,30
3,300,simple,0.75,10,0.01,0.5,0,"[ 0.  2.  1.  2. 30. 75. 65. 39. 32. 19.  7.  5.  5.  4.  0.  2.  3.  1.
  0.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  2.  0.  0.  0.  0.  1.  1.  1.  0.  1.  0.  0.  0.  0.  1.  2.  1.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  1.  0.  1.  1.  0.  0.
  1.  0.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  1.  0.  0.  1.]",102,30
4,300,simple,0.75,10,0.01,0.5,0,"[ 0.  0.  0.  1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  7. 14. 37. 92. 53. 33. 18. 13. 10.  4.  2.  2.  0.  2.  2.  2.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  2.  3.  1.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  1.
  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",103,30
5,300,simple,0.75,10,0.01,0.5,0,"[ 0. 10. 10. 21. 14. 19. 23. 19.  8. 10.  6. 22. 37. 35. 20. 15. 10.  5.
  4.  5.  1.  1.  0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  2.  0.  0.  0.  0.  0.  1.  0.  1.  0.  1.  1.  1.
  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  1.  0.  0.  0.  1.  0.  0.
  0.  0.  0.  1.  0.  0.  0.  2.  3.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  2.  1.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",104,30
6,300,simple,0.75,10,0.01,0.5,0,"[ 0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  1.  8. 14. 25. 29. 50. 50. 43. 29. 19.  7.  6.  3.  7.
  2.  1.  0.  0.  0.  0.  2.  2.  0.  0.  0.  0.  0.  1.  0.  0.  1.  1.
  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",105,30
7,300,simple,0.75,10,0.01,0.5,0,"[ 0.  4.  7.  6.  8.  6.  7.  8.  6. 11.  4.  2.  9. 11.  0.  5.  3.  2.
  2.  2.  2.  0.  0.  0.  1.  0.  1.  3. 10. 26. 23. 14. 17. 17. 24. 19.
 18.  4.  3.  2.  1.  2.  1.  2.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  2.  1.  1.  3.  0.  0.  0.
  0.  0.  1.  0.  0.  0.]",106,30
8,300,simple,0.75,10,0.01,0.5,0,"[ 0.  8. 16. 21. 27. 37. 42. 44. 35. 23. 12. 10.  5.  6.  2.  2.  3.  1.
  0.  1.  0.  0.  0.  1.  1.  0.  0.  0.  0.  1.  0.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  1.  2.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  1.  0.  1.  0.
  0.  0.  0.  2.  0.  0.]",107,30
9,300,simple,0.75,10,0.01,0.5,0,"[ 0.  4.  6. 11. 19. 36. 32. 35. 21. 19. 28. 17. 21. 14. 15.  6.  5.  4.
  1.  1.  2.  1.  1.  1.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
  2.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.  0.  1.  0.  0.
  0.  0.  0.  1.  1.  1.  0.  0.  0.  2.  0.  0.  1.  0.  0.  0.  0.  0.
  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  1.
  0.  0.  1.  0.  0.  0.]",108,30
