,ba-m,simple-spread-chance,citizen-citizen-influence,citizen-media-influence,organizing-capacity,flint-organizing-strategy,threshold
1372,3,0.5,0.5,0.25,5,high-degree-cit-and-media,30
1373,3,0.5,0.5,0.25,5,high-degree-citizens,30
1374,3,0.5,0.5,0.25,5,high-degree-media,30
1375,3,0.5,0.5,0.25,5,neighbors-of-neighbors,30
1376,3,0.5,0.5,0.5,1,high-degree-cit-and-media,30
1377,3,0.5,0.5,0.5,1,high-degree-citizens,30
1378,3,0.5,0.5,0.5,1,high-degree-media,30
1379,3,0.5,0.5,0.5,1,neighbors-of-neighbors,30
1380,3,0.5,0.5,0.5,5,high-degree-cit-and-media,30
1381,3,0.5,0.5,0.5,5,high-degree-citizens,30
1382,3,0.5,0.5,0.5,5,high-degree-media,30
1383,3,0.5,0.5,0.5,5,neighbors-of-neighbors,30
1384,3,0.5,0.5,0.75,1,high-degree-cit-and-media,30
1385,3,0.5,0.5,0.75,1,high-degree-citizens,30
1386,3,0.5,0.5,0.75,1,high-degree-media,30
1387,3,0.5,0.5,0.75,1,neighbors-of-neighbors,30
1388,3,0.5,0.5,0.75,5,high-degree-cit-and-media,30
1389,3,0.5,0.5,0.75,5,high-degree-citizens,30
1390,3,0.5,0.5,0.75,5,high-degree-media,30
1391,3,0.5,0.5,0.75,5,neighbors-of-neighbors,30
1392,3,0.5,0.75,0.01,1,high-degree-cit-and-media,30
1393,3,0.5,0.75,0.01,1,high-degree-citizens,30
1394,3,0.5,0.75,0.01,1,high-degree-media,29
1395,3,0.5,0.75,0.01,1,neighbors-of-neighbors,30
1396,3,0.5,0.75,0.01,5,high-degree-cit-and-media,30
1397,3,0.5,0.75,0.01,5,high-degree-citizens,30
1398,3,0.5,0.75,0.01,5,high-degree-media,30
1399,3,0.5,0.75,0.01,5,neighbors-of-neighbors,30
1400,3,0.5,0.75,0.05,1,high-degree-cit-and-media,30
1401,3,0.5,0.75,0.05,1,high-degree-citizens,30
1402,3,0.5,0.75,0.05,1,high-degree-media,30
1403,3,0.5,0.75,0.05,1,neighbors-of-neighbors,30
1404,3,0.5,0.75,0.05,5,high-degree-cit-and-media,30
1405,3,0.5,0.75,0.05,5,high-degree-citizens,30
1406,3,0.5,0.75,0.05,5,high-degree-media,30
1407,3,0.5,0.75,0.05,5,neighbors-of-neighbors,30
1408,3,0.5,0.75,0.1,1,high-degree-cit-and-media,30
1409,3,0.5,0.75,0.1,1,high-degree-citizens,30
1410,3,0.5,0.75,0.1,1,high-degree-media,30
1411,3,0.5,0.75,0.1,1,neighbors-of-neighbors,30
1412,3,0.5,0.75,0.1,5,high-degree-cit-and-media,30
1413,3,0.5,0.75,0.1,5,high-degree-citizens,30
1414,3,0.5,0.75,0.1,5,high-degree-media,30
1415,3,0.5,0.75,0.1,5,neighbors-of-neighbors,30
1416,3,0.5,0.75,0.25,1,high-degree-cit-and-media,30
1417,3,0.5,0.75,0.25,1,high-degree-citizens,30
1418,3,0.5,0.75,0.25,1,high-degree-media,30
1419,3,0.5,0.75,0.25,1,neighbors-of-neighbors,30
1420,3,0.5,0.75,0.25,5,high-degree-cit-and-media,30
1421,3,0.5,0.75,0.25,5,high-degree-citizens,30
1422,3,0.5,0.75,0.25,5,high-degree-media,30
1423,3,0.5,0.75,0.25,5,neighbors-of-neighbors,30
1424,3,0.5,0.75,0.5,1,high-degree-cit-and-media,30
1425,3,0.5,0.75,0.5,1,high-degree-citizens,30
1426,3,0.5,0.75,0.5,1,high-degree-media,30
1427,3,0.5,0.75,0.5,1,neighbors-of-neighbors,30
1428,3,0.5,0.75,0.5,5,high-degree-cit-and-media,30
1429,3,0.5,0.75,0.5,5,high-degree-citizens,30
1430,3,0.5,0.75,0.5,5,high-degree-media,30
1431,3,0.5,0.75,0.5,5,neighbors-of-neighbors,30
1432,3,0.5,0.75,0.75,1,high-degree-cit-and-media,30
1433,3,0.5,0.75,0.75,1,high-degree-citizens,30
1434,3,0.5,0.75,0.75,1,high-degree-media,30
1435,3,0.5,0.75,0.75,1,neighbors-of-neighbors,30
1436,3,0.5,0.75,0.75,5,high-degree-cit-and-media,30
1437,3,0.5,0.75,0.75,5,high-degree-citizens,30
1438,3,0.5,0.75,0.75,5,high-degree-media,30
1439,3,0.5,0.75,0.75,5,neighbors-of-neighbors,30
1440,3,0.75,0.01,0.01,1,high-degree-cit-and-media,7
1441,3,0.75,0.01,0.01,1,high-degree-citizens,2
1442,3,0.75,0.01,0.01,1,high-degree-media,6
1443,3,0.75,0.01,0.01,1,neighbors-of-neighbors,9
1444,3,0.75,0.01,0.01,5,high-degree-cit-and-media,7
1445,3,0.75,0.01,0.01,5,high-degree-citizens,11
1446,3,0.75,0.01,0.01,5,high-degree-media,9
1447,3,0.75,0.01,0.01,5,neighbors-of-neighbors,9
1448,3,0.75,0.01,0.05,1,high-degree-cit-and-media,30
1449,3,0.75,0.01,0.05,1,high-degree-citizens,30
1450,3,0.75,0.01,0.05,1,high-degree-media,30
1451,3,0.75,0.01,0.05,1,neighbors-of-neighbors,30
1452,3,0.75,0.01,0.05,5,high-degree-cit-and-media,30
1453,3,0.75,0.01,0.05,5,high-degree-citizens,30
1454,3,0.75,0.01,0.05,5,high-degree-media,30
1455,3,0.75,0.01,0.05,5,neighbors-of-neighbors,30
1456,3,0.75,0.01,0.1,1,high-degree-cit-and-media,30
1457,3,0.75,0.01,0.1,1,high-degree-citizens,30
1458,3,0.75,0.01,0.1,1,high-degree-media,30
1459,3,0.75,0.01,0.1,1,neighbors-of-neighbors,30
1460,3,0.75,0.01,0.1,5,high-degree-cit-and-media,30
1461,3,0.75,0.01,0.1,5,high-degree-citizens,30
1462,3,0.75,0.01,0.1,5,high-degree-media,30
1463,3,0.75,0.01,0.1,5,neighbors-of-neighbors,30
1464,3,0.75,0.01,0.25,1,high-degree-cit-and-media,30
1465,3,0.75,0.01,0.25,1,high-degree-citizens,30
1466,3,0.75,0.01,0.25,1,high-degree-media,30
1467,3,0.75,0.01,0.25,1,neighbors-of-neighbors,30
1468,3,0.75,0.01,0.25,5,high-degree-cit-and-media,30
1469,3,0.75,0.01,0.25,5,high-degree-citizens,30
1470,3,0.75,0.01,0.25,5,high-degree-media,30
1471,3,0.75,0.01,0.25,5,neighbors-of-neighbors,30
1472,3,0.75,0.01,0.5,1,high-degree-cit-and-media,30
1473,3,0.75,0.01,0.5,1,high-degree-citizens,30
1474,3,0.75,0.01,0.5,1,high-degree-media,30
1475,3,0.75,0.01,0.5,1,neighbors-of-neighbors,30
1476,3,0.75,0.01,0.5,5,high-degree-cit-and-media,30
1477,3,0.75,0.01,0.5,5,high-degree-citizens,30
1478,3,0.75,0.01,0.5,5,high-degree-media,30
1479,3,0.75,0.01,0.5,5,neighbors-of-neighbors,30
1480,3,0.75,0.01,0.75,1,high-degree-cit-and-media,30
1481,3,0.75,0.01,0.75,1,high-degree-citizens,30
1482,3,0.75,0.01,0.75,1,high-degree-media,30
1483,3,0.75,0.01,0.75,1,neighbors-of-neighbors,30
1484,3,0.75,0.01,0.75,5,high-degree-cit-and-media,30
1485,3,0.75,0.01,0.75,5,high-degree-citizens,30
1486,3,0.75,0.01,0.75,5,high-degree-media,30
1487,3,0.75,0.01,0.75,5,neighbors-of-neighbors,30
1488,3,0.75,0.05,0.01,1,high-degree-cit-and-media,30
1489,3,0.75,0.05,0.01,1,high-degree-citizens,29
1490,3,0.75,0.05,0.01,1,high-degree-media,30
1491,3,0.75,0.05,0.01,1,neighbors-of-neighbors,30
1492,3,0.75,0.05,0.01,5,high-degree-cit-and-media,30
1493,3,0.75,0.05,0.01,5,high-degree-citizens,30
1494,3,0.75,0.05,0.01,5,high-degree-media,29
1495,3,0.75,0.05,0.01,5,neighbors-of-neighbors,30
1496,3,0.75,0.05,0.05,1,high-degree-cit-and-media,30
1497,3,0.75,0.05,0.05,1,high-degree-citizens,30
1498,3,0.75,0.05,0.05,1,high-degree-media,30
1499,3,0.75,0.05,0.05,1,neighbors-of-neighbors,30
1500,3,0.75,0.05,0.05,5,high-degree-cit-and-media,30
1501,3,0.75,0.05,0.05,5,high-degree-citizens,30
1502,3,0.75,0.05,0.05,5,high-degree-media,30
1503,3,0.75,0.05,0.05,5,neighbors-of-neighbors,30
1504,3,0.75,0.05,0.1,1,high-degree-cit-and-media,30
1505,3,0.75,0.05,0.1,1,high-degree-citizens,30
1506,3,0.75,0.05,0.1,1,high-degree-media,30
1507,3,0.75,0.05,0.1,1,neighbors-of-neighbors,30
1508,3,0.75,0.05,0.1,5,high-degree-cit-and-media,30
1509,3,0.75,0.05,0.1,5,high-degree-citizens,30
1510,3,0.75,0.05,0.1,5,high-degree-media,29
1511,3,0.75,0.05,0.1,5,neighbors-of-neighbors,30
1512,3,0.75,0.05,0.25,1,high-degree-cit-and-media,30
1513,3,0.75,0.05,0.25,1,high-degree-citizens,30
1514,3,0.75,0.05,0.25,1,high-degree-media,30
1515,3,0.75,0.05,0.25,1,neighbors-of-neighbors,30
1516,3,0.75,0.05,0.25,5,high-degree-cit-and-media,30
1517,3,0.75,0.05,0.25,5,high-degree-citizens,30
1518,3,0.75,0.05,0.25,5,high-degree-media,30
1519,3,0.75,0.05,0.25,5,neighbors-of-neighbors,30
1520,3,0.75,0.05,0.5,1,high-degree-cit-and-media,30
1521,3,0.75,0.05,0.5,1,high-degree-citizens,30
1522,3,0.75,0.05,0.5,1,high-degree-media,30
1523,3,0.75,0.05,0.5,1,neighbors-of-neighbors,30
1524,3,0.75,0.05,0.5,5,high-degree-cit-and-media,30
1525,3,0.75,0.05,0.5,5,high-degree-citizens,29
1526,3,0.75,0.05,0.5,5,high-degree-media,30
1527,3,0.75,0.05,0.5,5,neighbors-of-neighbors,30
1528,3,0.75,0.05,0.75,1,high-degree-cit-and-media,30
1529,3,0.75,0.05,0.75,1,high-degree-citizens,30
1530,3,0.75,0.05,0.75,1,high-degree-media,30
1531,3,0.75,0.05,0.75,1,neighbors-of-neighbors,30
1532,3,0.75,0.05,0.75,5,high-degree-cit-and-media,30
1533,3,0.75,0.05,0.75,5,high-degree-citizens,30
1534,3,0.75,0.05,0.75,5,high-degree-media,30
1535,3,0.75,0.05,0.75,5,neighbors-of-neighbors,30
1536,3,0.75,0.1,0.01,1,high-degree-cit-and-media,30
1537,3,0.75,0.1,0.01,1,high-degree-citizens,30
1538,3,0.75,0.1,0.01,1,high-degree-media,30
1539,3,0.75,0.1,0.01,1,neighbors-of-neighbors,30
1540,3,0.75,0.1,0.01,5,high-degree-cit-and-media,30
1541,3,0.75,0.1,0.01,5,high-degree-citizens,30
1542,3,0.75,0.1,0.01,5,high-degree-media,28
1543,3,0.75,0.1,0.01,5,neighbors-of-neighbors,30
1544,3,0.75,0.1,0.05,1,high-degree-cit-and-media,30
1545,3,0.75,0.1,0.05,1,high-degree-citizens,30
1546,3,0.75,0.1,0.05,1,high-degree-media,30
1547,3,0.75,0.1,0.05,1,neighbors-of-neighbors,30
1548,3,0.75,0.1,0.05,5,high-degree-cit-and-media,30
1549,3,0.75,0.1,0.05,5,high-degree-citizens,30
1550,3,0.75,0.1,0.05,5,high-degree-media,30
1551,3,0.75,0.1,0.05,5,neighbors-of-neighbors,30
1552,3,0.75,0.1,0.1,1,high-degree-cit-and-media,30
1553,3,0.75,0.1,0.1,1,high-degree-citizens,30
1554,3,0.75,0.1,0.1,1,high-degree-media,30
1555,3,0.75,0.1,0.1,1,neighbors-of-neighbors,30
1556,3,0.75,0.1,0.1,5,high-degree-cit-and-media,30
1557,3,0.75,0.1,0.1,5,high-degree-citizens,30
1558,3,0.75,0.1,0.1,5,high-degree-media,30
1559,3,0.75,0.1,0.1,5,neighbors-of-neighbors,30
1560,3,0.75,0.1,0.25,1,high-degree-cit-and-media,30
1561,3,0.75,0.1,0.25,1,high-degree-citizens,30
1562,3,0.75,0.1,0.25,1,high-degree-media,30
1563,3,0.75,0.1,0.25,1,neighbors-of-neighbors,30
1564,3,0.75,0.1,0.25,5,high-degree-cit-and-media,30
1565,3,0.75,0.1,0.25,5,high-degree-citizens,30
1566,3,0.75,0.1,0.25,5,high-degree-media,30
1567,3,0.75,0.1,0.25,5,neighbors-of-neighbors,30
1568,3,0.75,0.1,0.5,1,high-degree-cit-and-media,30
1569,3,0.75,0.1,0.5,1,high-degree-citizens,30
1570,3,0.75,0.1,0.5,1,high-degree-media,30
1571,3,0.75,0.1,0.5,1,neighbors-of-neighbors,30
1572,3,0.75,0.1,0.5,5,high-degree-cit-and-media,30
1573,3,0.75,0.1,0.5,5,high-degree-citizens,30
1574,3,0.75,0.1,0.5,5,high-degree-media,30
1575,3,0.75,0.1,0.5,5,neighbors-of-neighbors,30
1576,3,0.75,0.1,0.75,1,high-degree-cit-and-media,30
1577,3,0.75,0.1,0.75,1,high-degree-citizens,30
1578,3,0.75,0.1,0.75,1,high-degree-media,30
1579,3,0.75,0.1,0.75,1,neighbors-of-neighbors,30
1580,3,0.75,0.1,0.75,5,high-degree-cit-and-media,30
1581,3,0.75,0.1,0.75,5,high-degree-citizens,30
1582,3,0.75,0.1,0.75,5,high-degree-media,30
1583,3,0.75,0.1,0.75,5,neighbors-of-neighbors,30
1584,3,0.75,0.25,0.01,1,high-degree-cit-and-media,30
1585,3,0.75,0.25,0.01,1,high-degree-citizens,30
1586,3,0.75,0.25,0.01,1,high-degree-media,29
1587,3,0.75,0.25,0.01,1,neighbors-of-neighbors,30
1588,3,0.75,0.25,0.01,5,high-degree-cit-and-media,30
1589,3,0.75,0.25,0.01,5,high-degree-citizens,30
1590,3,0.75,0.25,0.01,5,high-degree-media,30
1591,3,0.75,0.25,0.01,5,neighbors-of-neighbors,30
1592,3,0.75,0.25,0.05,1,high-degree-cit-and-media,30
1593,3,0.75,0.25,0.05,1,high-degree-citizens,30
1594,3,0.75,0.25,0.05,1,high-degree-media,30
1595,3,0.75,0.25,0.05,1,neighbors-of-neighbors,30
1596,3,0.75,0.25,0.05,5,high-degree-cit-and-media,30
1597,3,0.75,0.25,0.05,5,high-degree-citizens,30
1598,3,0.75,0.25,0.05,5,high-degree-media,30
1599,3,0.75,0.25,0.05,5,neighbors-of-neighbors,30
1600,3,0.75,0.25,0.1,1,high-degree-cit-and-media,30
1601,3,0.75,0.25,0.1,1,high-degree-citizens,30
1602,3,0.75,0.25,0.1,1,high-degree-media,30
1603,3,0.75,0.25,0.1,1,neighbors-of-neighbors,30
1604,3,0.75,0.25,0.1,5,high-degree-cit-and-media,30
1605,3,0.75,0.25,0.1,5,high-degree-citizens,30
1606,3,0.75,0.25,0.1,5,high-degree-media,30
1607,3,0.75,0.25,0.1,5,neighbors-of-neighbors,30
1608,3,0.75,0.25,0.25,1,high-degree-cit-and-media,30
1609,3,0.75,0.25,0.25,1,high-degree-citizens,30
1610,3,0.75,0.25,0.25,1,high-degree-media,30
1611,3,0.75,0.25,0.25,1,neighbors-of-neighbors,30
1612,3,0.75,0.25,0.25,5,high-degree-cit-and-media,30
1613,3,0.75,0.25,0.25,5,high-degree-citizens,30
1614,3,0.75,0.25,0.25,5,high-degree-media,30
1615,3,0.75,0.25,0.25,5,neighbors-of-neighbors,29
1616,3,0.75,0.25,0.5,1,high-degree-cit-and-media,30
1617,3,0.75,0.25,0.5,1,high-degree-citizens,29
1618,3,0.75,0.25,0.5,1,high-degree-media,30
1619,3,0.75,0.25,0.5,1,neighbors-of-neighbors,30
1620,3,0.75,0.25,0.5,5,high-degree-cit-and-media,30
1621,3,0.75,0.25,0.5,5,high-degree-citizens,30
1622,3,0.75,0.25,0.5,5,high-degree-media,30
1623,3,0.75,0.25,0.5,5,neighbors-of-neighbors,30
1624,3,0.75,0.25,0.75,1,high-degree-cit-and-media,30
1625,3,0.75,0.25,0.75,1,high-degree-citizens,30
1626,3,0.75,0.25,0.75,1,high-degree-media,30
1627,3,0.75,0.25,0.75,1,neighbors-of-neighbors,30
1628,3,0.75,0.25,0.75,5,high-degree-cit-and-media,30
1629,3,0.75,0.25,0.75,5,high-degree-citizens,30
1630,3,0.75,0.25,0.75,5,high-degree-media,30
1631,3,0.75,0.25,0.75,5,neighbors-of-neighbors,30
1632,3,0.75,0.5,0.01,1,high-degree-cit-and-media,30
1633,3,0.75,0.5,0.01,1,high-degree-citizens,30
1634,3,0.75,0.5,0.01,1,high-degree-media,30
1635,3,0.75,0.5,0.01,1,neighbors-of-neighbors,30
1636,3,0.75,0.5,0.01,5,high-degree-cit-and-media,30
1637,3,0.75,0.5,0.01,5,high-degree-citizens,30
1638,3,0.75,0.5,0.01,5,high-degree-media,30
1639,3,0.75,0.5,0.01,5,neighbors-of-neighbors,30
1640,3,0.75,0.5,0.05,1,high-degree-cit-and-media,30
1641,3,0.75,0.5,0.05,1,high-degree-citizens,30
1642,3,0.75,0.5,0.05,1,high-degree-media,30
1643,3,0.75,0.5,0.05,1,neighbors-of-neighbors,30
1644,3,0.75,0.5,0.05,5,high-degree-cit-and-media,30
1645,3,0.75,0.5,0.05,5,high-degree-citizens,30
1646,3,0.75,0.5,0.05,5,high-degree-media,30
1647,3,0.75,0.5,0.05,5,neighbors-of-neighbors,30
1648,3,0.75,0.5,0.1,1,high-degree-cit-and-media,30
1649,3,0.75,0.5,0.1,1,high-degree-citizens,30
1650,3,0.75,0.5,0.1,1,high-degree-media,30
1651,3,0.75,0.5,0.1,1,neighbors-of-neighbors,30
1652,3,0.75,0.5,0.1,5,high-degree-cit-and-media,30
1653,3,0.75,0.5,0.1,5,high-degree-citizens,30
1654,3,0.75,0.5,0.1,5,high-degree-media,30
1655,3,0.75,0.5,0.1,5,neighbors-of-neighbors,30
1656,3,0.75,0.5,0.25,1,high-degree-cit-and-media,30
1657,3,0.75,0.5,0.25,1,high-degree-citizens,30
1658,3,0.75,0.5,0.25,1,high-degree-media,30
1659,3,0.75,0.5,0.25,1,neighbors-of-neighbors,30
1660,3,0.75,0.5,0.25,5,high-degree-cit-and-media,30
1661,3,0.75,0.5,0.25,5,high-degree-citizens,30
1662,3,0.75,0.5,0.25,5,high-degree-media,30
1663,3,0.75,0.5,0.25,5,neighbors-of-neighbors,30
1664,3,0.75,0.5,0.5,1,high-degree-cit-and-media,30
1665,3,0.75,0.5,0.5,1,high-degree-citizens,30
1666,3,0.75,0.5,0.5,1,high-degree-media,30
1667,3,0.75,0.5,0.5,1,neighbors-of-neighbors,30
1668,3,0.75,0.5,0.5,5,high-degree-cit-and-media,30
1669,3,0.75,0.5,0.5,5,high-degree-citizens,30
1670,3,0.75,0.5,0.5,5,high-degree-media,30
1671,3,0.75,0.5,0.5,5,neighbors-of-neighbors,30
1672,3,0.75,0.5,0.75,1,high-degree-cit-and-media,30
1673,3,0.75,0.5,0.75,1,high-degree-citizens,30
1674,3,0.75,0.5,0.75,1,high-degree-media,30
1675,3,0.75,0.5,0.75,1,neighbors-of-neighbors,30
1676,3,0.75,0.5,0.75,5,high-degree-cit-and-media,30
1677,3,0.75,0.5,0.75,5,high-degree-citizens,30
1678,3,0.75,0.5,0.75,5,high-degree-media,30
1679,3,0.75,0.5,0.75,5,neighbors-of-neighbors,30
1680,3,0.75,0.75,0.01,1,high-degree-cit-and-media,30
1681,3,0.75,0.75,0.01,1,high-degree-citizens,30
1682,3,0.75,0.75,0.01,1,high-degree-media,30
1683,3,0.75,0.75,0.01,1,neighbors-of-neighbors,30
1684,3,0.75,0.75,0.01,5,high-degree-cit-and-media,30
1685,3,0.75,0.75,0.01,5,high-degree-citizens,30
1686,3,0.75,0.75,0.01,5,high-degree-media,30
1687,3,0.75,0.75,0.01,5,neighbors-of-neighbors,30
1688,3,0.75,0.75,0.05,1,high-degree-cit-and-media,30
1689,3,0.75,0.75,0.05,1,high-degree-citizens,30
1690,3,0.75,0.75,0.05,1,high-degree-media,30
1691,3,0.75,0.75,0.05,1,neighbors-of-neighbors,30
1692,3,0.75,0.75,0.05,5,high-degree-cit-and-media,30
1693,3,0.75,0.75,0.05,5,high-degree-citizens,30
1694,3,0.75,0.75,0.05,5,high-degree-media,30
1695,3,0.75,0.75,0.05,5,neighbors-of-neighbors,30
1696,3,0.75,0.75,0.1,1,high-degree-cit-and-media,30
1697,3,0.75,0.75,0.1,1,high-degree-citizens,30
1698,3,0.75,0.75,0.1,1,high-degree-media,30
1699,3,0.75,0.75,0.1,1,neighbors-of-neighbors,30
1700,3,0.75,0.75,0.1,5,high-degree-cit-and-media,30
1701,3,0.75,0.75,0.1,5,high-degree-citizens,30
1702,3,0.75,0.75,0.1,5,high-degree-media,30
1703,3,0.75,0.75,0.1,5,neighbors-of-neighbors,30
1704,3,0.75,0.75,0.25,1,high-degree-cit-and-media,30
1705,3,0.75,0.75,0.25,1,high-degree-citizens,30
1706,3,0.75,0.75,0.25,1,high-degree-media,30
1707,3,0.75,0.75,0.25,1,neighbors-of-neighbors,30
1708,3,0.75,0.75,0.25,5,high-degree-cit-and-media,30
1709,3,0.75,0.75,0.25,5,high-degree-citizens,30
1710,3,0.75,0.75,0.25,5,high-degree-media,30
1711,3,0.75,0.75,0.25,5,neighbors-of-neighbors,30
1712,3,0.75,0.75,0.5,1,high-degree-cit-and-media,30
1713,3,0.75,0.75,0.5,1,high-degree-citizens,30
1714,3,0.75,0.75,0.5,1,high-degree-media,30
1715,3,0.75,0.75,0.5,1,neighbors-of-neighbors,30
1716,3,0.75,0.75,0.5,5,high-degree-cit-and-media,30
1717,3,0.75,0.75,0.5,5,high-degree-citizens,30
1718,3,0.75,0.75,0.5,5,high-degree-media,30
1719,3,0.75,0.75,0.5,5,neighbors-of-neighbors,30
1720,3,0.75,0.75,0.75,1,high-degree-cit-and-media,30
1721,3,0.75,0.75,0.75,1,high-degree-citizens,30
1722,3,0.75,0.75,0.75,1,high-degree-media,30
1723,3,0.75,0.75,0.75,1,neighbors-of-neighbors,30
1724,3,0.75,0.75,0.75,5,high-degree-cit-and-media,30
1725,3,0.75,0.75,0.75,5,high-degree-citizens,30
1726,3,0.75,0.75,0.75,5,high-degree-media,30
1727,3,0.75,0.75,0.75,5,neighbors-of-neighbors,30
1728,10,0.01,0.01,0.01,1,high-degree-cit-and-media,0
1729,10,0.01,0.01,0.01,1,high-degree-citizens,0
1730,10,0.01,0.01,0.01,1,high-degree-media,0
1731,10,0.01,0.01,0.01,1,neighbors-of-neighbors,0
1732,10,0.01,0.01,0.01,5,high-degree-cit-and-media,0
1733,10,0.01,0.01,0.01,5,high-degree-citizens,0
1734,10,0.01,0.01,0.01,5,high-degree-media,0
1735,10,0.01,0.01,0.01,5,neighbors-of-neighbors,0
1736,10,0.01,0.01,0.05,1,high-degree-cit-and-media,0
1737,10,0.01,0.01,0.05,1,high-degree-citizens,0
1738,10,0.01,0.01,0.05,1,high-degree-media,0
1739,10,0.01,0.01,0.05,1,neighbors-of-neighbors,0
1740,10,0.01,0.01,0.05,5,high-degree-cit-and-media,0
1741,10,0.01,0.01,0.05,5,high-degree-citizens,0
1742,10,0.01,0.01,0.05,5,high-degree-media,0
1743,10,0.01,0.01,0.05,5,neighbors-of-neighbors,0
1744,10,0.01,0.01,0.1,1,high-degree-cit-and-media,0
1745,10,0.01,0.01,0.1,1,high-degree-citizens,0
1746,10,0.01,0.01,0.1,1,high-degree-media,0
1747,10,0.01,0.01,0.1,1,neighbors-of-neighbors,0
1748,10,0.01,0.01,0.1,5,high-degree-cit-and-media,0
1749,10,0.01,0.01,0.1,5,high-degree-citizens,0
1750,10,0.01,0.01,0.1,5,high-degree-media,0
1751,10,0.01,0.01,0.1,5,neighbors-of-neighbors,0
1752,10,0.01,0.01,0.25,1,high-degree-cit-and-media,0
1753,10,0.01,0.01,0.25,1,high-degree-citizens,0
1754,10,0.01,0.01,0.25,1,high-degree-media,0
1755,10,0.01,0.01,0.25,1,neighbors-of-neighbors,0
1756,10,0.01,0.01,0.25,5,high-degree-cit-and-media,0
1757,10,0.01,0.01,0.25,5,high-degree-citizens,0
1758,10,0.01,0.01,0.25,5,high-degree-media,0
1759,10,0.01,0.01,0.25,5,neighbors-of-neighbors,0
1760,10,0.01,0.01,0.5,1,high-degree-cit-and-media,0
1761,10,0.01,0.01,0.5,1,high-degree-citizens,0
1762,10,0.01,0.01,0.5,1,high-degree-media,0
1763,10,0.01,0.01,0.5,1,neighbors-of-neighbors,0
1764,10,0.01,0.01,0.5,5,high-degree-cit-and-media,0
1765,10,0.01,0.01,0.5,5,high-degree-citizens,0
1766,10,0.01,0.01,0.5,5,high-degree-media,0
1767,10,0.01,0.01,0.5,5,neighbors-of-neighbors,0
1768,10,0.01,0.01,0.75,1,high-degree-cit-and-media,0
1769,10,0.01,0.01,0.75,1,high-degree-citizens,0
1770,10,0.01,0.01,0.75,1,high-degree-media,0
1771,10,0.01,0.01,0.75,1,neighbors-of-neighbors,0
1772,10,0.01,0.01,0.75,5,high-degree-cit-and-media,0
1773,10,0.01,0.01,0.75,5,high-degree-citizens,0
1774,10,0.01,0.01,0.75,5,high-degree-media,0
1775,10,0.01,0.01,0.75,5,neighbors-of-neighbors,0
1776,10,0.01,0.05,0.01,1,high-degree-cit-and-media,0
1777,10,0.01,0.05,0.01,1,high-degree-citizens,0
1778,10,0.01,0.05,0.01,1,high-degree-media,0
1779,10,0.01,0.05,0.01,1,neighbors-of-neighbors,0
1780,10,0.01,0.05,0.01,5,high-degree-cit-and-media,0
1781,10,0.01,0.05,0.01,5,high-degree-citizens,0
1782,10,0.01,0.05,0.01,5,high-degree-media,0
1783,10,0.01,0.05,0.01,5,neighbors-of-neighbors,0
1784,10,0.01,0.05,0.05,1,high-degree-cit-and-media,0
1785,10,0.01,0.05,0.05,1,high-degree-citizens,0
1786,10,0.01,0.05,0.05,1,high-degree-media,0
1787,10,0.01,0.05,0.05,1,neighbors-of-neighbors,0
1788,10,0.01,0.05,0.05,5,high-degree-cit-and-media,0
1789,10,0.01,0.05,0.05,5,high-degree-citizens,0
1790,10,0.01,0.05,0.05,5,high-degree-media,0
1791,10,0.01,0.05,0.05,5,neighbors-of-neighbors,0
1792,10,0.01,0.05,0.1,1,high-degree-cit-and-media,0
1793,10,0.01,0.05,0.1,1,high-degree-citizens,0
1794,10,0.01,0.05,0.1,1,high-degree-media,0
1795,10,0.01,0.05,0.1,1,neighbors-of-neighbors,0
1796,10,0.01,0.05,0.1,5,high-degree-cit-and-media,0
1797,10,0.01,0.05,0.1,5,high-degree-citizens,0
1798,10,0.01,0.05,0.1,5,high-degree-media,0
1799,10,0.01,0.05,0.1,5,neighbors-of-neighbors,0
1800,10,0.01,0.05,0.25,1,high-degree-cit-and-media,0
1801,10,0.01,0.05,0.25,1,high-degree-citizens,0
1802,10,0.01,0.05,0.25,1,high-degree-media,0
1803,10,0.01,0.05,0.25,1,neighbors-of-neighbors,0
1804,10,0.01,0.05,0.25,5,high-degree-cit-and-media,0
1805,10,0.01,0.05,0.25,5,high-degree-citizens,0
1806,10,0.01,0.05,0.25,5,high-degree-media,0
1807,10,0.01,0.05,0.25,5,neighbors-of-neighbors,0
1808,10,0.01,0.05,0.5,1,high-degree-cit-and-media,0
1809,10,0.01,0.05,0.5,1,high-degree-citizens,0
1810,10,0.01,0.05,0.5,1,high-degree-media,0
1811,10,0.01,0.05,0.5,1,neighbors-of-neighbors,0
1812,10,0.01,0.05,0.5,5,high-degree-cit-and-media,0
1813,10,0.01,0.05,0.5,5,high-degree-citizens,0
1814,10,0.01,0.05,0.5,5,high-degree-media,0
1815,10,0.01,0.05,0.5,5,neighbors-of-neighbors,0
1816,10,0.01,0.05,0.75,1,high-degree-cit-and-media,0
1817,10,0.01,0.05,0.75,1,high-degree-citizens,0
1818,10,0.01,0.05,0.75,1,high-degree-media,0
1819,10,0.01,0.05,0.75,1,neighbors-of-neighbors,0
1820,10,0.01,0.05,0.75,5,high-degree-cit-and-media,0
