,ba-m,simple-spread-chance,citizen-citizen-influence,citizen-media-influence,organizing-capacity,flint-organizing-strategy,threshold
456,3,0.05,0.25,0.25,1,high-degree-cit-and-media,13
457,3,0.05,0.25,0.25,1,high-degree-citizens,15
458,3,0.05,0.25,0.25,1,high-degree-media,15
459,3,0.05,0.25,0.25,1,neighbors-of-neighbors,15
460,3,0.05,0.25,0.25,5,high-degree-cit-and-media,18
461,3,0.05,0.25,0.25,5,high-degree-citizens,21
462,3,0.05,0.25,0.25,5,high-degree-media,20
463,3,0.05,0.25,0.25,5,neighbors-of-neighbors,21
464,3,0.05,0.25,0.5,1,high-degree-cit-and-media,29
465,3,0.05,0.25,0.5,1,high-degree-citizens,28
466,3,0.05,0.25,0.5,1,high-degree-media,30
467,3,0.05,0.25,0.5,1,neighbors-of-neighbors,30
468,3,0.05,0.25,0.5,5,high-degree-cit-and-media,30
469,3,0.05,0.25,0.5,5,high-degree-citizens,30
470,3,0.05,0.25,0.5,5,high-degree-media,30
471,3,0.05,0.25,0.5,5,neighbors-of-neighbors,30
472,3,0.05,0.25,0.75,1,high-degree-cit-and-media,30
473,3,0.05,0.25,0.75,1,high-degree-citizens,30
474,3,0.05,0.25,0.75,1,high-degree-media,30
475,3,0.05,0.25,0.75,1,neighbors-of-neighbors,30
476,3,0.05,0.25,0.75,5,high-degree-cit-and-media,30
477,3,0.05,0.25,0.75,5,high-degree-citizens,30
478,3,0.05,0.25,0.75,5,high-degree-media,30
479,3,0.05,0.25,0.75,5,neighbors-of-neighbors,30
480,3,0.05,0.5,0.01,1,high-degree-cit-and-media,0
481,3,0.05,0.5,0.01,1,high-degree-citizens,0
482,3,0.05,0.5,0.01,1,high-degree-media,0
483,3,0.05,0.5,0.01,1,neighbors-of-neighbors,0
484,3,0.05,0.5,0.01,5,high-degree-cit-and-media,0
485,3,0.05,0.5,0.01,5,high-degree-citizens,0
486,3,0.05,0.5,0.01,5,high-degree-media,0
487,3,0.05,0.5,0.01,5,neighbors-of-neighbors,0
488,3,0.05,0.5,0.05,1,high-degree-cit-and-media,2
489,3,0.05,0.5,0.05,1,high-degree-citizens,0
490,3,0.05,0.5,0.05,1,high-degree-media,0
491,3,0.05,0.5,0.05,1,neighbors-of-neighbors,2
492,3,0.05,0.5,0.05,5,high-degree-cit-and-media,3
493,3,0.05,0.5,0.05,5,high-degree-citizens,4
494,3,0.05,0.5,0.05,5,high-degree-media,1
495,3,0.05,0.5,0.05,5,neighbors-of-neighbors,4
496,3,0.05,0.5,0.1,1,high-degree-cit-and-media,12
497,3,0.05,0.5,0.1,1,high-degree-citizens,12
498,3,0.05,0.5,0.1,1,high-degree-media,4
499,3,0.05,0.5,0.1,1,neighbors-of-neighbors,17
500,3,0.05,0.5,0.1,5,high-degree-cit-and-media,16
501,3,0.05,0.5,0.1,5,high-degree-citizens,28
502,3,0.05,0.5,0.1,5,high-degree-media,7
503,3,0.05,0.5,0.1,5,neighbors-of-neighbors,26
504,3,0.05,0.5,0.25,1,high-degree-cit-and-media,30
505,3,0.05,0.5,0.25,1,high-degree-citizens,30
506,3,0.05,0.5,0.25,1,high-degree-media,28
507,3,0.05,0.5,0.25,1,neighbors-of-neighbors,30
508,3,0.05,0.5,0.25,5,high-degree-cit-and-media,30
509,3,0.05,0.5,0.25,5,high-degree-citizens,30
510,3,0.05,0.5,0.25,5,high-degree-media,30
511,3,0.05,0.5,0.25,5,neighbors-of-neighbors,30
512,3,0.05,0.5,0.5,1,high-degree-cit-and-media,30
513,3,0.05,0.5,0.5,1,high-degree-citizens,30
514,3,0.05,0.5,0.5,1,high-degree-media,30
515,3,0.05,0.5,0.5,1,neighbors-of-neighbors,30
516,3,0.05,0.5,0.5,5,high-degree-cit-and-media,30
517,3,0.05,0.5,0.5,5,high-degree-citizens,30
518,3,0.05,0.5,0.5,5,high-degree-media,30
519,3,0.05,0.5,0.5,5,neighbors-of-neighbors,30
520,3,0.05,0.5,0.75,1,high-degree-cit-and-media,30
521,3,0.05,0.5,0.75,1,high-degree-citizens,30
522,3,0.05,0.5,0.75,1,high-degree-media,30
523,3,0.05,0.5,0.75,1,neighbors-of-neighbors,30
524,3,0.05,0.5,0.75,5,high-degree-cit-and-media,30
525,3,0.05,0.5,0.75,5,high-degree-citizens,30
526,3,0.05,0.5,0.75,5,high-degree-media,30
527,3,0.05,0.5,0.75,5,neighbors-of-neighbors,30
528,3,0.05,0.75,0.01,1,high-degree-cit-and-media,0
529,3,0.05,0.75,0.01,1,high-degree-citizens,1
530,3,0.05,0.75,0.01,1,high-degree-media,0
531,3,0.05,0.75,0.01,1,neighbors-of-neighbors,2
532,3,0.05,0.75,0.01,5,high-degree-cit-and-media,0
533,3,0.05,0.75,0.01,5,high-degree-citizens,0
534,3,0.05,0.75,0.01,5,high-degree-media,0
535,3,0.05,0.75,0.01,5,neighbors-of-neighbors,1
536,3,0.05,0.75,0.05,1,high-degree-cit-and-media,12
537,3,0.05,0.75,0.05,1,high-degree-citizens,26
538,3,0.05,0.75,0.05,1,high-degree-media,12
539,3,0.05,0.75,0.05,1,neighbors-of-neighbors,15
540,3,0.05,0.75,0.05,5,high-degree-cit-and-media,23
541,3,0.05,0.75,0.05,5,high-degree-citizens,26
542,3,0.05,0.75,0.05,5,high-degree-media,13
543,3,0.05,0.75,0.05,5,neighbors-of-neighbors,30
544,3,0.05,0.75,0.1,1,high-degree-cit-and-media,27
545,3,0.05,0.75,0.1,1,high-degree-citizens,29
546,3,0.05,0.75,0.1,1,high-degree-media,25
547,3,0.05,0.75,0.1,1,neighbors-of-neighbors,30
548,3,0.05,0.75,0.1,5,high-degree-cit-and-media,30
549,3,0.05,0.75,0.1,5,high-degree-citizens,30
550,3,0.05,0.75,0.1,5,high-degree-media,25
551,3,0.05,0.75,0.1,5,neighbors-of-neighbors,30
552,3,0.05,0.75,0.25,1,high-degree-cit-and-media,30
553,3,0.05,0.75,0.25,1,high-degree-citizens,30
554,3,0.05,0.75,0.25,1,high-degree-media,30
555,3,0.05,0.75,0.25,1,neighbors-of-neighbors,30
556,3,0.05,0.75,0.25,5,high-degree-cit-and-media,30
557,3,0.05,0.75,0.25,5,high-degree-citizens,30
558,3,0.05,0.75,0.25,5,high-degree-media,30
559,3,0.05,0.75,0.25,5,neighbors-of-neighbors,30
560,3,0.05,0.75,0.5,1,high-degree-cit-and-media,30
561,3,0.05,0.75,0.5,1,high-degree-citizens,30
562,3,0.05,0.75,0.5,1,high-degree-media,30
563,3,0.05,0.75,0.5,1,neighbors-of-neighbors,30
564,3,0.05,0.75,0.5,5,high-degree-cit-and-media,30
565,3,0.05,0.75,0.5,5,high-degree-citizens,30
566,3,0.05,0.75,0.5,5,high-degree-media,30
567,3,0.05,0.75,0.5,5,neighbors-of-neighbors,30
568,3,0.05,0.75,0.75,1,high-degree-cit-and-media,30
569,3,0.05,0.75,0.75,1,high-degree-citizens,30
570,3,0.05,0.75,0.75,1,high-degree-media,30
571,3,0.05,0.75,0.75,1,neighbors-of-neighbors,30
572,3,0.05,0.75,0.75,5,high-degree-cit-and-media,30
573,3,0.05,0.75,0.75,5,high-degree-citizens,30
574,3,0.05,0.75,0.75,5,high-degree-media,30
575,3,0.05,0.75,0.75,5,neighbors-of-neighbors,30
576,3,0.1,0.01,0.01,1,high-degree-cit-and-media,0
577,3,0.1,0.01,0.01,1,high-degree-citizens,0
578,3,0.1,0.01,0.01,1,high-degree-media,0
579,3,0.1,0.01,0.01,1,neighbors-of-neighbors,0
580,3,0.1,0.01,0.01,5,high-degree-cit-and-media,0
581,3,0.1,0.01,0.01,5,high-degree-citizens,0
582,3,0.1,0.01,0.01,5,high-degree-media,0
583,3,0.1,0.01,0.01,5,neighbors-of-neighbors,0
584,3,0.1,0.01,0.05,1,high-degree-cit-and-media,0
585,3,0.1,0.01,0.05,1,high-degree-citizens,0
586,3,0.1,0.01,0.05,1,high-degree-media,0
587,3,0.1,0.01,0.05,1,neighbors-of-neighbors,0
588,3,0.1,0.01,0.05,5,high-degree-cit-and-media,0
589,3,0.1,0.01,0.05,5,high-degree-citizens,0
590,3,0.1,0.01,0.05,5,high-degree-media,0
591,3,0.1,0.01,0.05,5,neighbors-of-neighbors,0
592,3,0.1,0.01,0.1,1,high-degree-cit-and-media,0
593,3,0.1,0.01,0.1,1,high-degree-citizens,0
594,3,0.1,0.01,0.1,1,high-degree-media,0
595,3,0.1,0.01,0.1,1,neighbors-of-neighbors,0
596,3,0.1,0.01,0.1,5,high-degree-cit-and-media,0
597,3,0.1,0.01,0.1,5,high-degree-citizens,0
598,3,0.1,0.01,0.1,5,high-degree-media,0
599,3,0.1,0.01,0.1,5,neighbors-of-neighbors,0
600,3,0.1,0.01,0.25,1,high-degree-cit-and-media,1
601,3,0.1,0.01,0.25,1,high-degree-citizens,0
602,3,0.1,0.01,0.25,1,high-degree-media,4
603,3,0.1,0.01,0.25,1,neighbors-of-neighbors,1
604,3,0.1,0.01,0.25,5,high-degree-cit-and-media,9
605,3,0.1,0.01,0.25,5,high-degree-citizens,1
606,3,0.1,0.01,0.25,5,high-degree-media,29
607,3,0.1,0.01,0.25,5,neighbors-of-neighbors,0
608,3,0.1,0.01,0.5,1,high-degree-cit-and-media,4
609,3,0.1,0.01,0.5,1,high-degree-citizens,5
610,3,0.1,0.01,0.5,1,high-degree-media,26
611,3,0.1,0.01,0.5,1,neighbors-of-neighbors,9
612,3,0.1,0.01,0.5,5,high-degree-cit-and-media,29
613,3,0.1,0.01,0.5,5,high-degree-citizens,8
614,3,0.1,0.01,0.5,5,high-degree-media,30
615,3,0.1,0.01,0.5,5,neighbors-of-neighbors,3
616,3,0.1,0.01,0.75,1,high-degree-cit-and-media,19
617,3,0.1,0.01,0.75,1,high-degree-citizens,12
618,3,0.1,0.01,0.75,1,high-degree-media,30
619,3,0.1,0.01,0.75,1,neighbors-of-neighbors,17
620,3,0.1,0.01,0.75,5,high-degree-cit-and-media,30
621,3,0.1,0.01,0.75,5,high-degree-citizens,6
622,3,0.1,0.01,0.75,5,high-degree-media,30
623,3,0.1,0.01,0.75,5,neighbors-of-neighbors,10
624,3,0.1,0.05,0.01,1,high-degree-cit-and-media,0
625,3,0.1,0.05,0.01,1,high-degree-citizens,0
626,3,0.1,0.05,0.01,1,high-degree-media,0
627,3,0.1,0.05,0.01,1,neighbors-of-neighbors,0
628,3,0.1,0.05,0.01,5,high-degree-cit-and-media,0
629,3,0.1,0.05,0.01,5,high-degree-citizens,0
630,3,0.1,0.05,0.01,5,high-degree-media,0
631,3,0.1,0.05,0.01,5,neighbors-of-neighbors,0
632,3,0.1,0.05,0.05,1,high-degree-cit-and-media,0
633,3,0.1,0.05,0.05,1,high-degree-citizens,0
634,3,0.1,0.05,0.05,1,high-degree-media,0
635,3,0.1,0.05,0.05,1,neighbors-of-neighbors,0
636,3,0.1,0.05,0.05,5,high-degree-cit-and-media,0
637,3,0.1,0.05,0.05,5,high-degree-citizens,0
638,3,0.1,0.05,0.05,5,high-degree-media,0
639,3,0.1,0.05,0.05,5,neighbors-of-neighbors,0
640,3,0.1,0.05,0.1,1,high-degree-cit-and-media,2
641,3,0.1,0.05,0.1,1,high-degree-citizens,2
642,3,0.1,0.05,0.1,1,high-degree-media,1
643,3,0.1,0.05,0.1,1,neighbors-of-neighbors,3
644,3,0.1,0.05,0.1,5,high-degree-cit-and-media,2
645,3,0.1,0.05,0.1,5,high-degree-citizens,1
646,3,0.1,0.05,0.1,5,high-degree-media,4
647,3,0.1,0.05,0.1,5,neighbors-of-neighbors,2
648,3,0.1,0.05,0.25,1,high-degree-cit-and-media,28
649,3,0.1,0.05,0.25,1,high-degree-citizens,27
650,3,0.1,0.05,0.25,1,high-degree-media,26
651,3,0.1,0.05,0.25,1,neighbors-of-neighbors,22
652,3,0.1,0.05,0.25,5,high-degree-cit-and-media,29
653,3,0.1,0.05,0.25,5,high-degree-citizens,23
654,3,0.1,0.05,0.25,5,high-degree-media,30
655,3,0.1,0.05,0.25,5,neighbors-of-neighbors,30
656,3,0.1,0.05,0.5,1,high-degree-cit-and-media,30
657,3,0.1,0.05,0.5,1,high-degree-citizens,30
658,3,0.1,0.05,0.5,1,high-degree-media,30
659,3,0.1,0.05,0.5,1,neighbors-of-neighbors,28
660,3,0.1,0.05,0.5,5,high-degree-cit-and-media,30
661,3,0.1,0.05,0.5,5,high-degree-citizens,30
662,3,0.1,0.05,0.5,5,high-degree-media,30
663,3,0.1,0.05,0.5,5,neighbors-of-neighbors,30
664,3,0.1,0.05,0.75,1,high-degree-cit-and-media,30
665,3,0.1,0.05,0.75,1,high-degree-citizens,28
666,3,0.1,0.05,0.75,1,high-degree-media,30
667,3,0.1,0.05,0.75,1,neighbors-of-neighbors,29
668,3,0.1,0.05,0.75,5,high-degree-cit-and-media,30
669,3,0.1,0.05,0.75,5,high-degree-citizens,30
670,3,0.1,0.05,0.75,5,high-degree-media,30
671,3,0.1,0.05,0.75,5,neighbors-of-neighbors,29
672,3,0.1,0.1,0.01,1,high-degree-cit-and-media,0
673,3,0.1,0.1,0.01,1,high-degree-citizens,0
674,3,0.1,0.1,0.01,1,high-degree-media,0
675,3,0.1,0.1,0.01,1,neighbors-of-neighbors,0
676,3,0.1,0.1,0.01,5,high-degree-cit-and-media,0
677,3,0.1,0.1,0.01,5,high-degree-citizens,0
678,3,0.1,0.1,0.01,5,high-degree-media,0
679,3,0.1,0.1,0.01,5,neighbors-of-neighbors,0
680,3,0.1,0.1,0.05,1,high-degree-cit-and-media,0
681,3,0.1,0.1,0.05,1,high-degree-citizens,0
682,3,0.1,0.1,0.05,1,high-degree-media,1
683,3,0.1,0.1,0.05,1,neighbors-of-neighbors,0
684,3,0.1,0.1,0.05,5,high-degree-cit-and-media,1
685,3,0.1,0.1,0.05,5,high-degree-citizens,0
686,3,0.1,0.1,0.05,5,high-degree-media,0
687,3,0.1,0.1,0.05,5,neighbors-of-neighbors,2
688,3,0.1,0.1,0.1,1,high-degree-cit-and-media,12
689,3,0.1,0.1,0.1,1,high-degree-citizens,8
690,3,0.1,0.1,0.1,1,high-degree-media,12
691,3,0.1,0.1,0.1,1,neighbors-of-neighbors,15
692,3,0.1,0.1,0.1,5,high-degree-cit-and-media,7
693,3,0.1,0.1,0.1,5,high-degree-citizens,14
694,3,0.1,0.1,0.1,5,high-degree-media,13
695,3,0.1,0.1,0.1,5,neighbors-of-neighbors,13
696,3,0.1,0.1,0.25,1,high-degree-cit-and-media,29
697,3,0.1,0.1,0.25,1,high-degree-citizens,30
698,3,0.1,0.1,0.25,1,high-degree-media,29
699,3,0.1,0.1,0.25,1,neighbors-of-neighbors,30
700,3,0.1,0.1,0.25,5,high-degree-cit-and-media,30
701,3,0.1,0.1,0.25,5,high-degree-citizens,30
702,3,0.1,0.1,0.25,5,high-degree-media,30
703,3,0.1,0.1,0.25,5,neighbors-of-neighbors,30
704,3,0.1,0.1,0.5,1,high-degree-cit-and-media,30
705,3,0.1,0.1,0.5,1,high-degree-citizens,30
706,3,0.1,0.1,0.5,1,high-degree-media,30
707,3,0.1,0.1,0.5,1,neighbors-of-neighbors,30
708,3,0.1,0.1,0.5,5,high-degree-cit-and-media,30
709,3,0.1,0.1,0.5,5,high-degree-citizens,30
710,3,0.1,0.1,0.5,5,high-degree-media,30
711,3,0.1,0.1,0.5,5,neighbors-of-neighbors,30
712,3,0.1,0.1,0.75,1,high-degree-cit-and-media,30
713,3,0.1,0.1,0.75,1,high-degree-citizens,30
714,3,0.1,0.1,0.75,1,high-degree-media,30
715,3,0.1,0.1,0.75,1,neighbors-of-neighbors,30
716,3,0.1,0.1,0.75,5,high-degree-cit-and-media,30
717,3,0.1,0.1,0.75,5,high-degree-citizens,30
718,3,0.1,0.1,0.75,5,high-degree-media,30
719,3,0.1,0.1,0.75,5,neighbors-of-neighbors,30
720,3,0.1,0.25,0.01,1,high-degree-cit-and-media,0
721,3,0.1,0.25,0.01,1,high-degree-citizens,0
722,3,0.1,0.25,0.01,1,high-degree-media,0
723,3,0.1,0.25,0.01,1,neighbors-of-neighbors,0
724,3,0.1,0.25,0.01,5,high-degree-cit-and-media,0
725,3,0.1,0.25,0.01,5,high-degree-citizens,0
726,3,0.1,0.25,0.01,5,high-degree-media,0
727,3,0.1,0.25,0.01,5,neighbors-of-neighbors,3
728,3,0.1,0.25,0.05,1,high-degree-cit-and-media,13
729,3,0.1,0.25,0.05,1,high-degree-citizens,25
730,3,0.1,0.25,0.05,1,high-degree-media,15
731,3,0.1,0.25,0.05,1,neighbors-of-neighbors,14
732,3,0.1,0.25,0.05,5,high-degree-cit-and-media,20
733,3,0.1,0.25,0.05,5,high-degree-citizens,27
734,3,0.1,0.25,0.05,5,high-degree-media,15
735,3,0.1,0.25,0.05,5,neighbors-of-neighbors,26
736,3,0.1,0.25,0.1,1,high-degree-cit-and-media,29
737,3,0.1,0.25,0.1,1,high-degree-citizens,29
738,3,0.1,0.25,0.1,1,high-degree-media,30
739,3,0.1,0.25,0.1,1,neighbors-of-neighbors,28
740,3,0.1,0.25,0.1,5,high-degree-cit-and-media,29
741,3,0.1,0.25,0.1,5,high-degree-citizens,30
742,3,0.1,0.25,0.1,5,high-degree-media,29
743,3,0.1,0.25,0.1,5,neighbors-of-neighbors,30
744,3,0.1,0.25,0.25,1,high-degree-cit-and-media,30
745,3,0.1,0.25,0.25,1,high-degree-citizens,30
746,3,0.1,0.25,0.25,1,high-degree-media,30
747,3,0.1,0.25,0.25,1,neighbors-of-neighbors,30
748,3,0.1,0.25,0.25,5,high-degree-cit-and-media,30
749,3,0.1,0.25,0.25,5,high-degree-citizens,30
750,3,0.1,0.25,0.25,5,high-degree-media,30
751,3,0.1,0.25,0.25,5,neighbors-of-neighbors,30
752,3,0.1,0.25,0.5,1,high-degree-cit-and-media,30
753,3,0.1,0.25,0.5,1,high-degree-citizens,30
754,3,0.1,0.25,0.5,1,high-degree-media,30
755,3,0.1,0.25,0.5,1,neighbors-of-neighbors,30
756,3,0.1,0.25,0.5,5,high-degree-cit-and-media,30
757,3,0.1,0.25,0.5,5,high-degree-citizens,30
758,3,0.1,0.25,0.5,5,high-degree-media,30
759,3,0.1,0.25,0.5,5,neighbors-of-neighbors,30
760,3,0.1,0.25,0.75,1,high-degree-cit-and-media,30
761,3,0.1,0.25,0.75,1,high-degree-citizens,30
762,3,0.1,0.25,0.75,1,high-degree-media,30
763,3,0.1,0.25,0.75,1,neighbors-of-neighbors,30
764,3,0.1,0.25,0.75,5,high-degree-cit-and-media,30
765,3,0.1,0.25,0.75,5,high-degree-citizens,30
766,3,0.1,0.25,0.75,5,high-degree-media,30
767,3,0.1,0.25,0.75,5,neighbors-of-neighbors,30
768,3,0.1,0.5,0.01,1,high-degree-cit-and-media,11
769,3,0.1,0.5,0.01,1,high-degree-citizens,17
770,3,0.1,0.5,0.01,1,high-degree-media,6
771,3,0.1,0.5,0.01,1,neighbors-of-neighbors,12
772,3,0.1,0.5,0.01,5,high-degree-cit-and-media,14
773,3,0.1,0.5,0.01,5,high-degree-citizens,20
774,3,0.1,0.5,0.01,5,high-degree-media,9
775,3,0.1,0.5,0.01,5,neighbors-of-neighbors,26
776,3,0.1,0.5,0.05,1,high-degree-cit-and-media,29
777,3,0.1,0.5,0.05,1,high-degree-citizens,30
778,3,0.1,0.5,0.05,1,high-degree-media,29
779,3,0.1,0.5,0.05,1,neighbors-of-neighbors,29
780,3,0.1,0.5,0.05,5,high-degree-cit-and-media,30
781,3,0.1,0.5,0.05,5,high-degree-citizens,30
782,3,0.1,0.5,0.05,5,high-degree-media,28
783,3,0.1,0.5,0.05,5,neighbors-of-neighbors,30
784,3,0.1,0.5,0.1,1,high-degree-cit-and-media,29
785,3,0.1,0.5,0.1,1,high-degree-citizens,30
786,3,0.1,0.5,0.1,1,high-degree-media,30
787,3,0.1,0.5,0.1,1,neighbors-of-neighbors,30
788,3,0.1,0.5,0.1,5,high-degree-cit-and-media,30
789,3,0.1,0.5,0.1,5,high-degree-citizens,30
790,3,0.1,0.5,0.1,5,high-degree-media,30
791,3,0.1,0.5,0.1,5,neighbors-of-neighbors,30
792,3,0.1,0.5,0.25,1,high-degree-cit-and-media,30
793,3,0.1,0.5,0.25,1,high-degree-citizens,30
794,3,0.1,0.5,0.25,1,high-degree-media,30
795,3,0.1,0.5,0.25,1,neighbors-of-neighbors,30
796,3,0.1,0.5,0.25,5,high-degree-cit-and-media,30
797,3,0.1,0.5,0.25,5,high-degree-citizens,30
798,3,0.1,0.5,0.25,5,high-degree-media,30
799,3,0.1,0.5,0.25,5,neighbors-of-neighbors,30
800,3,0.1,0.5,0.5,1,high-degree-cit-and-media,30
801,3,0.1,0.5,0.5,1,high-degree-citizens,30
802,3,0.1,0.5,0.5,1,high-degree-media,30
803,3,0.1,0.5,0.5,1,neighbors-of-neighbors,30
804,3,0.1,0.5,0.5,5,high-degree-cit-and-media,30
805,3,0.1,0.5,0.5,5,high-degree-citizens,30
806,3,0.1,0.5,0.5,5,high-degree-media,30
807,3,0.1,0.5,0.5,5,neighbors-of-neighbors,30
808,3,0.1,0.5,0.75,1,high-degree-cit-and-media,30
809,3,0.1,0.5,0.75,1,high-degree-citizens,30
810,3,0.1,0.5,0.75,1,high-degree-media,30
811,3,0.1,0.5,0.75,1,neighbors-of-neighbors,30
812,3,0.1,0.5,0.75,5,high-degree-cit-and-media,30
813,3,0.1,0.5,0.75,5,high-degree-citizens,30
814,3,0.1,0.5,0.75,5,high-degree-media,30
815,3,0.1,0.5,0.75,5,neighbors-of-neighbors,30
816,3,0.1,0.75,0.01,1,high-degree-cit-and-media,8
817,3,0.1,0.75,0.01,1,high-degree-citizens,18
818,3,0.1,0.75,0.01,1,high-degree-media,12
819,3,0.1,0.75,0.01,1,neighbors-of-neighbors,21
820,3,0.1,0.75,0.01,5,high-degree-cit-and-media,14
821,3,0.1,0.75,0.01,5,high-degree-citizens,25
822,3,0.1,0.75,0.01,5,high-degree-media,14
823,3,0.1,0.75,0.01,5,neighbors-of-neighbors,28
824,3,0.1,0.75,0.05,1,high-degree-cit-and-media,29
825,3,0.1,0.75,0.05,1,high-degree-citizens,30
826,3,0.1,0.75,0.05,1,high-degree-media,30
827,3,0.1,0.75,0.05,1,neighbors-of-neighbors,30
828,3,0.1,0.75,0.05,5,high-degree-cit-and-media,30
829,3,0.1,0.75,0.05,5,high-degree-citizens,30
830,3,0.1,0.75,0.05,5,high-degree-media,28
831,3,0.1,0.75,0.05,5,neighbors-of-neighbors,30
832,3,0.1,0.75,0.1,1,high-degree-cit-and-media,30
833,3,0.1,0.75,0.1,1,high-degree-citizens,30
834,3,0.1,0.75,0.1,1,high-degree-media,30
835,3,0.1,0.75,0.1,1,neighbors-of-neighbors,30
836,3,0.1,0.75,0.1,5,high-degree-cit-and-media,30
837,3,0.1,0.75,0.1,5,high-degree-citizens,30
838,3,0.1,0.75,0.1,5,high-degree-media,30
839,3,0.1,0.75,0.1,5,neighbors-of-neighbors,30
840,3,0.1,0.75,0.25,1,high-degree-cit-and-media,30
841,3,0.1,0.75,0.25,1,high-degree-citizens,30
842,3,0.1,0.75,0.25,1,high-degree-media,30
843,3,0.1,0.75,0.25,1,neighbors-of-neighbors,30
844,3,0.1,0.75,0.25,5,high-degree-cit-and-media,30
845,3,0.1,0.75,0.25,5,high-degree-citizens,30
846,3,0.1,0.75,0.25,5,high-degree-media,30
847,3,0.1,0.75,0.25,5,neighbors-of-neighbors,30
848,3,0.1,0.75,0.5,1,high-degree-cit-and-media,30
849,3,0.1,0.75,0.5,1,high-degree-citizens,30
850,3,0.1,0.75,0.5,1,high-degree-media,30
851,3,0.1,0.75,0.5,1,neighbors-of-neighbors,30
852,3,0.1,0.75,0.5,5,high-degree-cit-and-media,30
853,3,0.1,0.75,0.5,5,high-degree-citizens,30
854,3,0.1,0.75,0.5,5,high-degree-media,30
855,3,0.1,0.75,0.5,5,neighbors-of-neighbors,30
856,3,0.1,0.75,0.75,1,high-degree-cit-and-media,30
857,3,0.1,0.75,0.75,1,high-degree-citizens,30
858,3,0.1,0.75,0.75,1,high-degree-media,30
859,3,0.1,0.75,0.75,1,neighbors-of-neighbors,30
860,3,0.1,0.75,0.75,5,high-degree-cit-and-media,30
861,3,0.1,0.75,0.75,5,high-degree-citizens,30
862,3,0.1,0.75,0.75,5,high-degree-media,30
863,3,0.1,0.75,0.75,5,neighbors-of-neighbors,30
864,3,0.25,0.01,0.01,1,high-degree-cit-and-media,0
865,3,0.25,0.01,0.01,1,high-degree-citizens,0
866,3,0.25,0.01,0.01,1,high-degree-media,0
867,3,0.25,0.01,0.01,1,neighbors-of-neighbors,0
868,3,0.25,0.01,0.01,5,high-degree-cit-and-media,0
869,3,0.25,0.01,0.01,5,high-degree-citizens,0
870,3,0.25,0.01,0.01,5,high-degree-media,0
871,3,0.25,0.01,0.01,5,neighbors-of-neighbors,0
872,3,0.25,0.01,0.05,1,high-degree-cit-and-media,3
873,3,0.25,0.01,0.05,1,high-degree-citizens,1
874,3,0.25,0.01,0.05,1,high-degree-media,5
875,3,0.25,0.01,0.05,1,neighbors-of-neighbors,4
876,3,0.25,0.01,0.05,5,high-degree-cit-and-media,3
877,3,0.25,0.01,0.05,5,high-degree-citizens,4
878,3,0.25,0.01,0.05,5,high-degree-media,3
879,3,0.25,0.01,0.05,5,neighbors-of-neighbors,1
880,3,0.25,0.01,0.1,1,high-degree-cit-and-media,13
881,3,0.25,0.01,0.1,1,high-degree-citizens,19
882,3,0.25,0.01,0.1,1,high-degree-media,20
883,3,0.25,0.01,0.1,1,neighbors-of-neighbors,16
884,3,0.25,0.01,0.1,5,high-degree-cit-and-media,24
885,3,0.25,0.01,0.1,5,high-degree-citizens,17
886,3,0.25,0.01,0.1,5,high-degree-media,27
887,3,0.25,0.01,0.1,5,neighbors-of-neighbors,16
888,3,0.25,0.01,0.25,1,high-degree-cit-and-media,27
889,3,0.25,0.01,0.25,1,high-degree-citizens,24
890,3,0.25,0.01,0.25,1,high-degree-media,28
891,3,0.25,0.01,0.25,1,neighbors-of-neighbors,27
892,3,0.25,0.01,0.25,5,high-degree-cit-and-media,30
893,3,0.25,0.01,0.25,5,high-degree-citizens,29
894,3,0.25,0.01,0.25,5,high-degree-media,30
895,3,0.25,0.01,0.25,5,neighbors-of-neighbors,30
896,3,0.25,0.01,0.5,1,high-degree-cit-and-media,30
897,3,0.25,0.01,0.5,1,high-degree-citizens,30
898,3,0.25,0.01,0.5,1,high-degree-media,30
899,3,0.25,0.01,0.5,1,neighbors-of-neighbors,30
900,3,0.25,0.01,0.5,5,high-degree-cit-and-media,30
901,3,0.25,0.01,0.5,5,high-degree-citizens,29
902,3,0.25,0.01,0.5,5,high-degree-media,30
903,3,0.25,0.01,0.5,5,neighbors-of-neighbors,30
904,3,0.25,0.01,0.75,1,high-degree-cit-and-media,30
905,3,0.25,0.01,0.75,1,high-degree-citizens,29
906,3,0.25,0.01,0.75,1,high-degree-media,30
907,3,0.25,0.01,0.75,1,neighbors-of-neighbors,30
908,3,0.25,0.01,0.75,5,high-degree-cit-and-media,30
909,3,0.25,0.01,0.75,5,high-degree-citizens,30
910,3,0.25,0.01,0.75,5,high-degree-media,30
911,3,0.25,0.01,0.75,5,neighbors-of-neighbors,30
912,3,0.25,0.05,0.01,1,high-degree-cit-and-media,0
913,3,0.25,0.05,0.01,1,high-degree-citizens,0
914,3,0.25,0.05,0.01,1,high-degree-media,0
915,3,0.25,0.05,0.01,1,neighbors-of-neighbors,0
916,3,0.25,0.05,0.01,5,high-degree-cit-and-media,0
917,3,0.25,0.05,0.01,5,high-degree-citizens,0
918,3,0.25,0.05,0.01,5,high-degree-media,0
919,3,0.25,0.05,0.01,5,neighbors-of-neighbors,0
