,n,spread-type,simple-spread-chance,ba-m,cit-media-influence,cit-cit-influence,repetition,data,run_id,num_media
0,300,simple,0.75,10,0.01,0.25,0,"[ 0.  5.  5.  6.  4.  7. 11. 40. 38. 41. 39. 22. 12. 16.  9.  8. 10.  6.
  2.  2.  3.  2.  4.  2.  1.  1.  0.  0.  2.  1.  3.  1.  2.  0.  0.  0.
  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.  0.  0.  1.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  1.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  3.  1.]",1000,30
1,300,simple,0.75,10,0.01,0.25,0,"[ 0.  3.  5.  7.  6.  5. 14.  9.  9.  2.  1.  7. 45. 26. 33. 22. 20. 20.
 13. 10.  6.  9.  6.  6.  0.  3.  4.  1.  1.  2.  3.  0.  1.  2.  2.  0.
  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.
  0.  0.  0.  0.  0.  1.  2.  0.  0.  1.  0.  2.  0.  0.  0.  0.  1.  0.
  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.
  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  2.  2.  0.  0.]",100,30
2,300,simple,0.75,10,0.01,0.25,0,"[ 0.  1.  1.  0.  1.  0.  1.  3. 17. 23. 37. 35. 35. 38. 22. 14. 20.  9.
 11.  5.  3.  4.  4.  1.  2.  0.  3.  1.  2.  2.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  1.  1.  1.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  1.  1.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",101,30
3,300,simple,0.75,10,0.01,0.25,0,"[ 0.  2.  3.  2.  3.  2.  1.  2.  1.  5.  6. 12. 20. 24. 29. 14. 19. 31.
 20. 23. 11. 13. 10.  9.  8.  4.  6.  2.  0.  5.  0.  3.  3.  2.  2.  0.
  0.  0.  1.  1.  2.  2.  0.  0.  1.  0.  2.  1.  0.  1.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.  0.
  0.  1.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",102,30
4,300,simple,0.75,10,0.01,0.25,0,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1. 18. 24. 27. 32. 32. 36. 23. 17. 11. 21.  4.
 11. 11.  5.  5.  2.  3.  1.  0.  1.  3.  0.  3.  1.  2.  1.  2.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  1.  1.  1.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  0.  2.  1.  2.  0.]",103,30
5,300,simple,0.75,10,0.01,0.25,0,"[ 0.  8. 13. 16. 22. 18. 28. 33. 21. 27. 20. 16. 17. 12.  5.  4.  6.  4.
  6.  5.  2.  4.  1.  3.  0.  0.  1.  0.  1.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
  0.  0.  0.  0.  1.  2.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",104,30
6,300,simple,0.75,10,0.01,0.25,0,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1. 23. 29. 40. 31. 30. 26.
 22. 13. 18. 21. 14.  4.]",105,30
7,300,simple,0.75,10,0.01,0.25,0,"[ 0.  0.  2.  1.  0.  1.  0.  0.  0.  0.  0.  0.  1.  1.  0.  2.  0.  1.
  0.  1.  0.  0.  1.  2.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  1. 48.]",106,30
8,300,simple,0.75,10,0.01,0.25,0,"[ 0.  5.  5.  9. 21. 33. 38. 38. 31. 25. 18. 16.  8. 10.  6.  8.  5.  5.
  2.  2.  2.  1.  3.  3.  0.  0.  1.  0.  1.  0.  0.  1.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.  1.  2.  0.  1.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  2.  0.  0.  0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.]",107,30
9,300,simple,0.75,10,0.01,0.25,0,"[ 0.  3.  2.  2.  1.  2.  0.  1. 57. 29. 37. 23. 25. 29. 12. 18. 10.  9.
  9.  6.  3.  2.  4.  0.  2.  0.  3.  0.  4.  0.  0.  0.  0.  0.  2.  2.
  1.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  3.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",108,30
