,n,spread-type,simple-spread-chance,ba-m,cit-media-influence,cit-cit-influence,repetition,data,run_id,num_media
0,300,simple,0.5,10,0.1,0.25,0,"[ 0.  2.  1.  2. 16. 34. 22. 39. 36. 35. 19. 16. 14. 14.  7.  5.  2.  7.
  8.  3.  5.  6.  3.  7.  3.  5.  1.  1.  0.  0.  2.  1.  2.  2.  1.  0.
  0.  2.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.]",1000,30
1,300,simple,0.5,10,0.1,0.25,0,"[ 0.  0.  1.  0.  0.  1.  1.  0.  1.  0.  2. 15. 24. 32. 29. 29. 30. 11.
 20. 17. 18. 14.  9.  6.  9.  7.  9.  5.  8.  4.  2.  2.  2.  3.  1.  0.
  1.  1.  2.  0.  1.  1.  1.  3.  0.  0.  1.  1.  0.  0.  0.  1.  1.  1.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",100,30
2,300,simple,0.5,10,0.1,0.25,0,"[ 0.  0.  1.  1.  2.  2. 32. 31. 29. 28. 28. 16. 32. 12. 16. 12.  7. 11.
  1. 11.  9.  7.  7.  2.  3.  4.  2.  1.  0.  1.  1.  0.  3.  1.  0.  1.
  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",101,30
3,300,simple,0.5,10,0.1,0.25,0,"[ 0.  0.  1.  1.  3. 33. 24. 24. 28. 28. 17. 14. 14. 17. 14. 19. 10.  6.
  7.  7.  6.  2.  8.  2.  3.  4.  6.  4.  5.  3.  3.  1.  2.  1.  0.  1.
  0.  2.  2.  0.  1.  0.  0.  1.  1.  1.  0.  0.  0.  1.  1.  0.  1.  0.
  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",102,30
4,300,simple,0.5,10,0.1,0.25,0,"[ 0.  1.  1.  2.  2. 16. 21. 14. 26. 26. 35. 24. 26. 19. 19. 11.  8.  6.
 11.  6.  1.  6.  2.  4.  6.  4.  3.  3.  1.  2.  1.  5.  0.  0.  1.  1.
  1.  2.  1.  1.  0.  0.  0.  1.  1.  0.  2.  0.  1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",103,30
5,300,simple,0.5,10,0.1,0.25,0,"[ 0.  2. 10.  9. 22. 34. 29. 35. 23. 16. 25. 12. 19. 13.  6.  9.  9.  5.
  8.  5.  6.  2.  1.  1.  2.  2.  1.  3.  1.  1.  1.  2.  2.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.  0.  0.  0.  1.  0.  0.
  1.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",104,30
6,300,simple,0.5,10,0.1,0.25,0,"[ 0.  3.  4.  7. 28. 38. 31. 39. 21. 25. 13. 14. 10. 10. 10. 10.  8.  5.
  3.  5.  6.  3.  1.  6.  2.  2.  2.  1.  2.  0.  0.  0.  1.  0.  0.  0.
  1.  1.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",105,30
7,300,simple,0.5,10,0.1,0.25,0,"[ 0.  0.  0.  1.  0.  0.  1.  2.  5. 20. 26. 18. 40. 22. 26. 25. 16. 17.
 17.  9.  6.  9. 11. 10.  6.  2.  5.  1.  6.  7.  6.  2.  4.  3.  2.  2.
  1.  0.  0.  0.  1.  0.  0.  0.  1.  0.  1.  0.  2.  0.  0.  0.  1.  0.
  0.  0.  0.  1.  0.  0.  1.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",106,30
8,300,simple,0.5,10,0.1,0.25,0,"[ 0.  0.  1.  0.  0.  2.  6. 10. 27. 29. 32. 25. 33. 20. 20.  9.  8. 10.
 10. 16.  6.  8.  4.  3.  7.  6.  1.  2.  2.  2.  1.  3.  4.  2.  4.  0.
  1.  1.  3.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",107,30
9,300,simple,0.5,10,0.1,0.25,0,"[ 0.  2. 19. 21. 37. 27. 33. 27. 15. 21. 15. 10. 10. 11. 12.  8.  6.  7.
  5.  5.  2.  7.  4.  1.  2.  1.  5.  4.  3.  3.  0.  2.  0.  1.  0.  0.
  1.  0.  0.  1.  1.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  0.  0.  0.  0.  0.]",108,30
