CITIZENS 50
0,2
12,4
28,0
39,4
29,0
37,3
5,3
36,4
19,5
33,5
27,0
24,0
49,2
25,1
17,3
11,4
20,6
48,3
7,5
26,4
35,1
9,0
45,4
42,4
14,3
43,3
2,2
30,1
44,4
13,5
16,2
38,0
10,6
18,5
32,3
31,5
3,5
4,4
40,6
41,0
21,5
34,4
22,6
46,5
6,4
8,4
1,1
47,4
15,4
23,1
CITIZEN_SOCIAL_LINKS 141
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,10
0,12
0,14
0,16
0,17
0,19
0,24
0,27
0,30
0,31
0,33
0,35
0,36
1,4
1,5
1,6
1,11
1,15
1,36
1,47
2,4
2,9
2,11
2,15
2,23
2,35
2,40
2,45
3,5
3,7
3,11
3,13
3,26
3,29
3,35
3,41
3,43
4,6
4,8
4,9
4,21
4,23
4,31
4,40
5,7
5,8
5,13
5,22
5,29
5,32
5,37
5,41
6,9
6,10
6,14
6,18
6,21
6,22
6,39
7,10
7,17
7,20
7,26
7,38
7,46
8,25
8,34
8,36
8,49
9,12
9,13
9,14
9,16
9,18
9,19
9,24
9,26
9,28
9,33
10,12
10,15
10,17
10,20
10,25
10,34
11,18
11,29
11,44
13,19
13,40
14,16
14,47
14,49
15,20
15,28
15,39
16,21
16,32
16,34
16,38
16,46
16,47
17,22
17,23
17,30
19,24
19,25
19,42
19,44
19,49
20,27
20,28
20,32
20,33
20,41
20,42
23,30
24,37
24,45
26,27
26,46
28,39
29,31
30,42
31,45
36,37
36,38
36,43
36,48
37,43
40,48
42,44
44,48
MEDIA 15
61,4
59,4
55,5
60,0
53,1
51,6
58,3
57,5
62,1
50,6
63,0
54,5
52,1
56,0
64,2
MEDIA_SUB_LINKS 292
3,50
7,50
10,50
13,50
18,50
19,50
20,50
21,50
22,50
31,50
33,50
40,50
46,50
3,51
7,51
10,51
13,51
18,51
19,51
20,51
21,51
22,51
31,51
33,51
40,51
46,51
0,52
1,52
2,52
9,52
16,52
23,52
24,52
25,52
27,52
28,52
29,52
30,52
35,52
38,52
41,52
49,52
0,53
1,53
2,53
9,53
16,53
23,53
24,53
25,53
27,53
28,53
29,53
30,53
35,53
38,53
41,53
49,53
3,54
4,54
6,54
7,54
8,54
10,54
11,54
12,54
13,54
15,54
18,54
19,54
20,54
21,54
22,54
26,54
31,54
33,54
34,54
36,54
39,54
40,54
42,54
44,54
45,54
46,54
47,54
3,55
4,55
6,55
7,55
8,55
10,55
11,55
12,55
13,55
15,55
18,55
19,55
20,55
21,55
22,55
26,55
31,55
33,55
34,55
36,55
39,55
40,55
42,55
44,55
45,55
46,55
47,55
1,56
9,56
23,56
24,56
25,56
27,56
28,56
29,56
30,56
35,56
38,56
41,56
3,57
4,57
6,57
7,57
8,57
10,57
11,57
12,57
13,57
15,57
18,57
19,57
20,57
21,57
22,57
26,57
31,57
33,57
34,57
36,57
39,57
40,57
42,57
44,57
45,57
46,57
47,57
0,58
2,58
4,58
5,58
6,58
8,58
11,58
12,58
14,58
15,58
16,58
17,58
26,58
32,58
34,58
36,58
37,58
39,58
42,58
43,58
44,58
45,58
47,58
48,58
49,58
3,59
4,59
5,59
6,59
7,59
8,59
11,59
12,59
13,59
14,59
15,59
17,59
18,59
19,59
21,59
26,59
31,59
32,59
33,59
34,59
36,59
37,59
39,59
42,59
43,59
44,59
45,59
46,59
47,59
48,59
1,60
9,60
23,60
24,60
25,60
27,60
28,60
29,60
30,60
35,60
38,60
41,60
3,61
4,61
5,61
6,61
7,61
8,61
11,61
12,61
13,61
14,61
15,61
17,61
18,61
19,61
21,61
26,61
31,61
32,61
33,61
34,61
36,61
37,61
39,61
42,61
43,61
44,61
45,61
46,61
47,61
48,61
0,62
1,62
2,62
9,62
16,62
23,62
24,62
25,62
27,62
28,62
29,62
30,62
35,62
38,62
41,62
49,62
1,63
9,63
23,63
24,63
25,63
27,63
28,63
29,63
30,63
35,63
38,63
41,63
0,64
1,64
2,64
5,64
14,64
16,64
17,64
23,64
25,64
30,64
32,64
35,64
37,64
43,64
48,64
49,64
