,run,n,spread-type,simple-spread-chance,graph-type,ba-m,citizen-media-influence,citizen-citizen-influence,flint-community-size,repetition,data,dtw
1861,1861,300,simple,0.05,barabasi-albert,3,0.01,0.1,0.005,2,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0.
 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 2. 0.
 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 1. 1. 1. 1. 3. 1. 2. 1. 0. 3. 1. 1.
 0. 1. 0. 1. 1. 2. 1. 0. 0. 0. 0. 1. 1. 0. 1. 3. 2. 0. 0. 1. 0. 0. 1. 0.
 2. 0. 0. 1. 0. 1. 0. 0. 2. 1. 0. 0. 0. 1. 0. 0. 0. 2. 1. 1. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0. 0. 1. 1. 1. 2. 0. 0. 0. 0.
 1. 0. 0. 0. 0. 3. 1. 0. 1. 0. 0. 0. 0. 0. 2. 0. 0. 2. 1. 1. 0. 1. 0. 0.
 1. 2. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 2. 2. 3. 2. 1. 4. 0. 0. 3. 1. 4. 0.
 1. 0. 2. 2. 3. 2. 1. 0. 2. 0. 1. 0. 1. 1. 0. 2. 0. 2. 1. 1. 1. 1. 2. 1.
 2. 2. 0. 1. 2. 0. 2. 1. 1. 1. 1. 1. 0. 0. 1. 0. 0. 2. 0. 0. 0. 0. 1. 0.
 1. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 0. 1. 2. 0. 0. 1. 1. 0. 0. 0. 0. 1. 0.
 2. 0. 0. 0. 2. 0. 0. 1. 0. 3. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1.
 1. 1. 0. 1. 1. 0. 0. 1. 0. 2. 0. 0.]",17931.355070519847
1862,1862,300,simple,0.05,barabasi-albert,3,0.01,0.1,0.005,3,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0.
 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 2. 2. 2. 1. 2. 0. 0. 3. 1. 2. 1.
 1. 0. 0. 0. 1. 3. 1. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 0.
 1. 0. 0. 0. 0. 0. 0. 0. 1. 2. 2. 1. 0. 1. 2. 1. 1. 1. 0. 1. 1. 0. 2. 1.
 0. 0. 0. 0. 1. 1. 1. 0. 0. 1. 3. 2. 2. 1. 0. 1. 4. 1. 0. 1. 0. 1. 0. 1.
 0. 0. 0. 0. 0. 1. 1. 0. 1. 1. 1. 0. 0. 1. 1. 3. 0. 0. 0. 1. 0. 0. 1. 0.
 1. 1. 0. 0. 0. 0. 1. 1. 1. 0. 1. 1. 0. 1. 0. 0. 1. 1. 0. 2. 2. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 1. 0. 2. 0. 0. 2. 0. 0. 1. 0. 0.
 0. 0. 1. 1. 1. 1. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1. 2. 0. 1. 0. 2. 1. 0. 2.
 3. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0.]",17880.893381735546
1863,1863,300,simple,0.05,barabasi-albert,3,0.01,0.1,0.005,3,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1.
 0. 0. 1. 2. 0. 0. 1. 0. 1. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 2. 1. 0.
 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 1. 2. 0. 1. 0. 1. 0. 0. 1. 0.
 1. 0. 3. 1. 1. 0. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 0. 0. 0. 2. 0. 1. 2. 0. 0. 0. 1. 0. 2. 0. 0. 0. 1. 0. 0. 0. 2. 0.
 0. 0. 1. 0. 0. 0. 1. 1. 0. 1. 0. 1. 0. 1. 1. 1. 0. 0. 2. 0. 0. 0. 0. 1.
 2. 0. 0. 1. 1. 0. 1. 2. 1. 1. 0. 0. 1. 0. 2. 1. 0. 1. 2. 1. 0. 1. 0. 1.
 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 2. 0. 0. 2. 0. 2. 0. 1. 0.
 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",17872.97943655018
1864,1864,300,simple,0.05,barabasi-albert,3,0.01,0.1,0.005,3,"[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0.
 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0.
 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1.
 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 1. 1. 1. 0. 0.
 0. 0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1.
 0. 1. 0. 2. 0. 1. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 4. 1. 3. 0.
 1. 1. 0. 1. 1. 0. 3. 0. 0. 0. 1. 1. 3. 1. 2. 3. 4. 5. 2. 2. 1. 2. 3. 5.
 4. 0. 2. 1. 2. 2. 1. 0. 1. 0. 2. 1. 1. 1. 1. 0. 0. 1. 3. 1. 0. 2. 1. 1.
 0. 2. 1. 0. 0. 1. 1. 0. 0. 0. 1. 1. 0. 0. 2. 0. 2. 0. 2. 0. 2. 1. 0. 0.
 0. 0. 1. 0. 2. 1. 2. 0. 2. 1. 1. 1. 0. 2. 1. 1. 1. 0. 0. 1. 0. 0. 1. 1.
 4. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 2. 0. 1. 1. 1. 1. 1. 0. 1.
 0. 0. 1. 0. 0. 0. 0. 2. 1. 0. 0. 0.]",17902.72572498094
1865,1865,300,simple,0.05,barabasi-albert,3,0.01,0.1,0.005,3,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  3.
  5.  3.  4.  6. 10.  7.  7.  4. 18.  5.  7.  6.  9.  8.  8. 11.  5.  7.
 10.  5.  7.  4.  7.  5.  3.  7.  5. 10.  9.  7.  6.  5.  4.  4.  8.  7.
  4.  6.  7.  4.  2.  7.  4.  4.  2.  1.  3.  4.  4.  8.  2.  5.  4.  4.
  2.  2.  3.  3.  2.  1.  8.  2.  2.  4.  2.  2.  2.  2.  3.  1.  0.  2.
  0.  0.  1.  1.  0.  0.  0.  4.  0.  1.  2.  5.  6.  3.  0.  1.  1.  3.
  1.  2.  1.  1.  1.  0.  1.  2.  1.  0.  0.  0.  0.  0.  1.  0.  0.  3.
  1.  0.  0.  1.  2.  1.  1.  0.  0.  1.  2.  1.  0.  1.  1.  0.  0.  0.
  0.  1.  1.  0.  1.  2.  1.  0.  1.  3.  0.  1.  0.  0.  0.  0.  0.  2.
  0.  1.  0.  0.  0.  0.  0.  1.  0.  2.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",18162.519778905324
1866,1866,300,simple,0.05,barabasi-albert,3,0.01,0.1,0.005,3,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 2. 1. 0. 2. 0. 0.
 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 2. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1.
 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 0. 0. 1. 1. 0. 1. 1. 0.
 0. 2. 0. 0. 3. 0. 0. 1. 2. 1. 1. 1. 1. 2. 1. 1. 0. 2. 0. 2. 1. 0. 1. 3.
 1. 1. 2. 0. 0. 1. 0. 1. 3. 0. 0. 2. 1. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 2. 1. 0. 0. 3. 0. 1. 2. 1. 1. 1. 2. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0.
 1. 1. 0. 1. 2. 0. 1. 0. 2. 1. 1. 0. 1. 1. 1. 1. 0. 1. 0. 0. 0. 0. 1. 2.
 0. 0. 1. 1. 0. 1. 1. 1. 2. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 1. 1.
 1. 1. 0. 2. 1. 0. 1. 3. 0. 0. 1. 1. 1. 1. 1. 0. 0. 1. 0. 1. 0. 1. 0. 0.
 1. 0. 0. 0. 1. 2. 0. 0. 1. 0. 3. 0. 1. 1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0.
 2. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0.]",17885.649915228492
1867,1867,300,simple,0.05,barabasi-albert,3,0.01,0.1,0.005,4,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 1. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 0. 3. 2. 1. 1. 0. 2. 3. 2.
 2. 0. 0. 0. 1. 2. 0. 0. 1. 0. 1. 3.]",17885.631460721615
1868,1868,300,simple,0.05,barabasi-albert,3,0.01,0.1,0.005,4,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  1.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  1.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  1.  0.  1.  0.  0.
  0.  1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
  1.  0.  1.  1.  2.  3.  6.  8.  9.  5.  8.  8.  6.  9.  6. 10.  5. 11.
  6.  9.  6.  8.  6.  4.  7. 12.  8.  5.  9. 13.  9.  5. 10.  3.  4.  5.
  5.  5.  2.  0.  5.  6.  3.  5.  4.  3.  4.  4.  5.  1.  3.  5.  3.  5.
  3.  1.  1.  2.  1.  4.  3.  4.  5.  3.  2.  2.]",17994.638478427572
1869,1869,300,simple,0.05,barabasi-albert,3,0.01,0.1,0.005,4,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  2.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.  1.  0.  0.  0.  0.
  1.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  1.  0.  0.  0.  1.  2.  0.
  2.  1.  2.  3.  2.  5.  4.  3.  6.  7.  5.  4.  5.  6.  9.  4.  9.  9.
  7.  5.  2.  3.  3. 10.  7.  3. 10.  4.  6.  8.  1.  6.  6.  5.  3.  5.
  5.  5.  3.  4.  6.  5.  7.  1.  6.  5.  7.  7.  3.  9.  2.  1.  1.  3.
  6.  4.  2.  3.  3.  8.  4.  4.  0.  1.  5.  5.  2.  3.  2.  1.  3.  0.
  1.  3.  2.  3.  4.  2.  0.  3.  2.  2.  1.  1.  1.  1.  1.  0.  3.  2.
  4.  1.  2.  0.  1.  5.  1.  0.  0.  2.  2.  0.  0.  1.  1.  1.  1.  1.
  0.  0.  2.  2.  0.  1.  0.  0.  0.  0.  0.  1.  1.  1.  2.  0.  0.  1.
  0.  0.  0.  0.  0.  1.  0.  3.  0.  0.  0.  1.  0.  0.  1.  0.  0.  0.
  0.  1.  2.  0.  1.  0.  0.  0.  0.  0.  2.  0.  0.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  2.  0.  0.  0.  0.  1.  0.  0.]",18142.9166510598
1870,1870,300,simple,0.05,barabasi-albert,3,0.01,0.1,0.005,4,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 1. 1. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 0.
 0. 0. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.]",17875.00650652746
1871,1871,300,simple,0.05,barabasi-albert,3,0.01,0.1,0.005,4,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1.
 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 1. 2. 0. 0. 1. 1. 0. 0. 0. 3.
 2. 1. 1. 1. 3. 3. 2. 0. 3. 1. 4. 3. 0. 0. 0. 0. 1. 2. 1. 0. 1. 0. 0. 3.
 1. 0. 1. 3. 2. 2. 0. 1. 1. 1. 0. 2. 0. 0. 1. 0. 1. 1. 1. 1. 1. 0. 0. 1.
 0. 1. 0. 0. 1. 1. 1. 2. 0. 0. 0. 0. 2. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 1. 1. 1. 0. 2. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 2. 1. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0.
 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 2. 0. 4. 1. 0. 0. 1. 0. 0. 0. 0. 3. 2. 3.
 0. 1. 1. 0. 0. 0. 0. 3. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0.
 0. 0. 0. 0. 0. 1. 0. 1. 1. 2. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0.
 0. 0. 1. 0. 2. 1. 0. 0. 0. 0. 2. 0.]",17810.453835057564
1872,1872,300,simple,0.05,barabasi-albert,3,0.01,0.25,0.005,0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 1. 1. 1. 0. 1. 0. 2. 0. 0. 1. 1. 1.
 1. 0. 0. 0. 1. 2. 2. 2. 0. 1. 0. 2. 0. 0. 1. 0. 0. 0. 2. 1. 1. 1. 2. 1.
 1. 1. 3. 1. 2. 2. 3. 1. 1. 0. 1. 2. 1. 6. 0. 1. 1. 2. 2. 1. 1. 0. 1. 1.
 1. 2. 0. 1. 3. 0. 1. 2. 0. 0. 5. 1. 1. 1. 1. 1. 0. 1. 3. 2. 1. 1. 2. 1.
 1. 1. 1. 3. 1. 0. 3. 1. 1. 1. 1. 0. 0. 2. 1. 2. 1. 3. 0. 0. 2. 0. 2. 1.
 1. 0. 2. 5. 4. 1. 0. 0. 1. 2. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0.
 2. 2. 1. 0. 2. 1. 2. 0. 1. 1. 2. 2. 1. 2. 1. 2. 1. 1. 0. 4. 2. 3. 2. 1.
 2. 1. 0. 1. 1. 2. 1. 3. 1. 0. 2. 1. 0. 0. 1. 0. 1. 0. 1. 1. 4. 1. 0. 3.
 0. 0. 2. 2. 1. 1. 0. 0. 1. 1. 1. 2. 0. 0. 0. 0. 0. 2. 1. 2. 0. 1. 0. 1.
 1. 1. 2. 2. 0. 1. 2. 0. 2. 0. 0. 2. 0. 2. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0.
 1. 0. 1. 1. 0. 0. 2. 0. 0. 1. 1. 0.]",17876.891311105308
1873,1873,300,simple,0.05,barabasi-albert,3,0.01,0.25,0.005,0,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  2.  1.  0.  0.  1.  0.  0.  0.  0.  0.
  1.  0.  1.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  2.  0.  0.  1.  1.
  1.  0.  0.  1.  0.  0.  1.  1.  1.  0.  0.  0.  1.  1.  0.  0.  0.  0.
  0.  0.  1.  3.  0.  2.  0.  0.  2.  1.  0.  1.  1.  1.  2.  0.  0.  2.
  0.  1.  0.  0.  1.  1.  0.  1.  0.  1.  1.  1.  0.  1.  0.  1.  3.  1.
  0.  1.  4.  2.  1.  3.  5.  4.  3.  7.  1.  4.  9.  8. 10.  4.  6.  4.
  3.  6.  6.  7.  7.  8.  8. 11.  6.  5.  4. 10.  7.  4.  1.  4.  5.  5.
  6.  8.  3.  6.  3.  4.  7.  3.  6.  1.  3.  2.  4.  1.  5.  5.  7.  0.
  4.  8.  3.  4.  2.  2.  2.  2.  6.  2.  2.  4.  2.  1.  2.  2.  0.  1.
  1.  2.  3.  5.  0.  1.  2.  1.  2.  3.  1.  0.  0.  2.  1.  2.  1.  0.
  2.  1.  2.  1.  0.  0.  1.  0.  1.  3.  0.  0.  0.  0.  0.  1.  0.  0.
  3.  1.  1.  0.  2.  1.  2.  2.  1.  1.  0.  0.  0.  0.  1.  1.  1.  0.
  0.  0.  2.  1.  2.  1.  0.  1.  0.  1.  0.  0.  1.  1.  1.  0.  1.  0.
  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  1.
  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  1.  1.  0.  0.  0.  0.  0.
  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",18363.43668651253
1874,1874,300,simple,0.05,barabasi-albert,3,0.01,0.25,0.005,0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1.
 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0.
 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1.
 1. 1. 0. 0. 2. 1. 0. 0. 2. 0. 1. 2. 0. 1. 2. 2. 2. 1. 2. 0. 3. 1. 0. 0.
 1. 2. 3. 3. 0. 2. 1. 0. 1. 1. 2. 0. 2. 0. 0. 1. 3. 0. 0. 3. 0. 0. 1. 2.
 3. 1. 0. 0. 0. 1. 2. 2. 0. 2. 3. 0. 1. 3. 0. 1. 0. 2. 0. 0. 2. 2. 3. 3.
 1. 1. 0. 3. 2. 1. 3. 1. 3. 3. 0. 2. 4. 2. 2. 2. 1. 0. 1. 1. 0. 1. 2. 2.
 1. 1. 0. 0. 0. 1. 4. 0. 1. 1. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1. 2. 2. 0. 1.
 3. 0. 1. 2. 0. 4. 2. 0. 1. 4. 2. 0. 5. 1. 4. 1. 2. 1. 0. 0. 2. 0. 2. 2.
 0. 2. 3. 2. 3. 1. 1. 0. 1. 1. 4. 1. 0. 0. 0. 0. 1. 2. 0. 0. 2. 1. 1. 0.
 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 1.]",17914.96456910904
