,run,n,spread-type,simple-spread-chance,graph-type,ba-m,citizen-media-influence,citizen-citizen-influence,flint-community-size,repetition,data,dtw
1847,1847,300,simple,0.05,barabasi-albert,3,0.01,0.1,0.005,0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 1. 0. 0. 0.
 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 2. 0. 1. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 1. 0.
 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 3. 2. 0. 0. 0. 0. 1. 0. 1.
 1. 1. 0. 0. 3. 1. 2. 1. 2. 0. 1. 1. 0. 0. 0. 1. 0. 0. 2. 0. 0. 0. 0. 0.
 0. 1. 0. 1. 0. 0. 0. 0. 1. 1. 1. 2. 0. 0. 0. 0. 0. 1. 1. 1. 0. 1. 0. 0.
 1. 0. 1. 0. 0. 1. 1. 1. 0. 0. 1. 1. 1. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 0. 2. 0. 0. 1. 2. 0. 0. 0. 0.]",17888.25454908028
1848,1848,300,simple,0.05,barabasi-albert,3,0.01,0.1,0.005,0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",17882.70349851613
1849,1849,300,simple,0.05,barabasi-albert,3,0.01,0.1,0.005,0,"[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 0.
 0. 0. 0. 2. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 1. 0. 0. 0. 0. 1. 2. 1. 4. 3. 3. 1. 1. 1. 1. 1. 2. 0. 0. 2. 0. 1. 0.
 2. 0. 0. 2. 0. 2. 0. 0. 2. 1. 0. 0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 2. 0. 2.
 0. 1. 0. 0. 0. 0. 1. 1. 2. 3. 2. 2. 3. 2. 0. 2. 2. 2. 4. 1. 3. 0. 2. 2.
 0. 1. 2. 2. 1. 0. 1. 1. 2. 1. 3. 7. 2. 2. 1. 3. 1. 3. 4. 4. 2. 0. 0. 1.
 2. 0. 2. 0. 1. 2. 2. 2. 0. 0. 1. 0. 3. 1. 0. 0. 0. 0. 0. 0. 3. 1. 1. 0.
 1. 0. 0. 1. 0. 0. 1. 3. 0. 0. 0. 0. 1. 1. 2. 0. 1. 2. 0. 0. 1. 1. 2. 0.
 2. 0. 2. 4. 1. 0. 0. 0. 1. 0. 0. 0. 3. 0. 0. 3. 1. 1. 1. 1. 0. 1. 1. 2.
 0. 1. 0. 3. 2. 2. 2. 2. 0. 0. 0. 1. 0. 0. 1. 0. 3. 0. 0. 0. 1. 3. 1. 1.
 0. 1. 0. 0. 0. 0. 1. 0. 1. 1. 1. 0. 0. 0. 0. 0. 1. 2. 2. 0. 1. 0. 0. 1.
 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0.]",17920.074177874292
1850,1850,300,simple,0.05,barabasi-albert,3,0.01,0.1,0.005,0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0.
 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 1. 1. 0. 1. 1. 0. 3. 0. 0. 1. 0. 1. 1. 1. 0. 1. 0. 2. 0. 1. 0. 0.
 0. 0. 1. 2. 0. 2. 0. 1. 0. 0. 0. 0. 1. 1. 1. 0. 2. 3. 1. 0. 0. 0. 0. 1.
 1. 1. 1. 1. 1. 0. 1. 0. 1. 1. 0. 2. 0. 0. 0. 0. 0. 0. 2. 0. 1. 1. 0. 0.
 2. 0. 2. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 2. 0. 0. 1. 0. 0. 0. 3. 1.
 1. 1. 2. 1. 1. 0. 1. 0. 0. 1. 0. 1. 0. 0. 0. 0. 3. 0. 0. 1. 0. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 1. 0. 1. 1. 2. 0. 0. 0. 0. 1. 0. 1. 2.
 1. 2. 2. 1. 0. 1. 2. 1. 0. 0. 0. 1. 0. 0. 1. 1. 1. 0. 1. 2. 1. 1. 1. 1.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 3. 0. 0. 1. 0.
 0. 0. 0. 1. 0. 1. 0. 0. 1. 1. 0. 0. 1. 1. 3. 1. 0. 2. 2. 0. 1. 1. 0. 0.
 2. 0. 1. 0. 0. 4. 1. 1. 0. 0. 2. 1.]",17855.99662530897
1851,1851,300,simple,0.05,barabasi-albert,3,0.01,0.1,0.005,0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",17880.536831849466
1852,1852,300,simple,0.05,barabasi-albert,3,0.01,0.1,0.005,1,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0.
 2. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.
 1. 1. 1. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 2. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0.
 0. 0. 0. 1. 2. 2. 0. 0. 0. 0. 1. 0. 0. 1. 2. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 3. 2. 0. 0. 0. 0. 4. 2. 0. 1. 2. 1. 0. 0. 0. 0. 0. 0. 0. 2. 1. 0. 0. 0.
 0. 1. 0. 3. 2. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 4. 0. 0. 2. 0. 0. 2. 1. 1.
 0. 1. 3. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 1. 2. 0. 0. 1. 2. 0. 1. 0. 0. 0.
 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 1. 0. 0. 1. 2. 2. 1. 0.
 0. 1. 0. 1. 0. 0. 0. 0. 1. 1. 1. 2. 2. 0. 0. 1. 1. 2. 0. 0. 0. 3. 0. 1.
 0. 1. 2. 0. 1. 2. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0.
 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 2. 0. 1. 0. 0. 2. 0. 2. 1.
 1. 0. 0. 0. 1. 1. 0. 0. 1. 1. 1. 2.]",17881.17804625309
1853,1853,300,simple,0.05,barabasi-albert,3,0.01,0.1,0.005,1,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0. 3.
 2. 0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 2. 0. 0. 2. 0.
 1. 0. 0. 1. 0. 0. 1. 0. 2. 0. 1. 0. 0. 5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 1. 0. 0. 0. 2. 1. 0. 1. 0. 0. 0. 0. 0. 2. 0. 2. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 1. 0. 1. 0. 0. 2. 1. 0. 0. 0. 1. 1. 0. 0. 2. 1. 1. 3. 0. 0. 0.
 1. 0. 1. 3. 0. 1. 0. 1. 1. 1. 3. 0. 1. 0. 3. 0. 2. 1. 1. 0. 1. 0. 1. 1.
 0. 0. 2. 1. 0. 0. 0. 1. 1. 0. 2. 2. 1. 0. 2. 0. 0. 0. 0. 2. 0. 1. 0. 0.
 1. 0. 2. 1. 0. 0. 0. 0. 2. 0. 0. 0.]",17888.331461433445
1854,1854,300,simple,0.05,barabasi-albert,3,0.01,0.1,0.005,1,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",17880.880150142646
1855,1855,300,simple,0.05,barabasi-albert,3,0.01,0.1,0.005,1,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0.
 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 3. 2. 0. 1. 1. 2. 0. 1. 1. 0. 0. 1. 0.
 0. 1. 3. 1. 1. 1. 0. 2. 0. 2. 0. 1. 2. 0. 0. 1. 1. 2. 0. 1. 0. 2. 2. 1.
 2. 0. 2. 0. 1. 0. 1. 0. 2. 0. 2. 1. 3. 1. 2. 0. 0. 0. 3. 2. 1. 1. 0. 0.
 0. 3. 0. 0. 1. 0. 0. 0. 0. 3. 1. 1. 0. 1. 0. 0. 3. 1. 1. 1. 0. 0. 1. 1.
 1. 1. 0. 0. 0. 4. 0. 0. 2. 1. 1. 0. 1. 2. 1. 0. 0. 1. 1. 0. 0. 0. 1. 2.
 0. 0. 1. 1. 1. 0. 0. 1. 0. 2. 3. 1. 0. 0. 0. 0. 1. 0. 0. 0. 2. 1. 1. 0.
 0. 0. 1. 2. 0. 0. 0. 0. 1. 0. 0. 3. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 1.
 0. 0. 1. 0. 1. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 2. 0. 1.
 0. 1. 1. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 2. 1. 1. 0. 1. 1. 0.
 1. 0. 0. 0. 0. 1. 0. 0. 2. 2. 0. 2.]",17845.654965192505
1856,1856,300,simple,0.05,barabasi-albert,3,0.01,0.1,0.005,1,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  2.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  2.
  0.  3.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.
  0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.
  0.  1.  0.  1.  6. 10.  7. 10.  8.  7.  7. 11.  6.  3.  8.  7.  8.  4.
 12.  8. 13.  7. 11.  4.  7.  9.  6.  9.  6.  8.  9.  5.  5.  4.  8.  5.
  5.  4.  2.  8. 12.  2.  2.  2.  4.  4.  4.  1.  4.  3.  1.  1.  1.  3.
  3.  5.  6.  1.  6.  0.  6.  3.  1.  1.  2.  0.  0.  1.  0.  3.  2.  0.
  1.  3.  1.  1.  2.  1.  2.  3.  1.  1.  2.  0.  0.  0.  1.  0.  1.  3.
  1.  0.  2.  0.  2.  3.  0.  1.  1.  2.  0.  1.  1.  0.  0.  1.  0.  0.
  2.  0.  1.  1.  1.  0.  0.  1.  2.  1.  1.  0.  1.  0.  1.  0.  0.  0.
  0.  2.  0.  0.  1.  0.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  1.  0.  1.  0.  2.  1.  0.  0.  0.  2.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.]",18333.408041420284
1857,1857,300,simple,0.05,barabasi-albert,3,0.01,0.1,0.005,2,"[ 0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  1.
  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.
  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  0.  3.  0.  0.  1.  0.  4.  4.  7. 14.  8. 15.  5. 10.  2.  5.  6.
  4.  3.  5.  8.  8.  7.  5.  7.  6.  8.  2.  6.  7.  4.  1. 10.  5.  7.
 10.  1.  3.  5.  6.  3.  3.  6.  2.  4.  3.  5.  1.  5.  7.  3.  3.  6.
  6.  3.  4.  2.  2.  5.  1.  2.  2.  4.  3.  3.  0.  3.  3.  1.  2.  2.
  2.  4.  4.  1.  2.  3.  2.  3.  1.  0.  1.  4.  1.  1.  4.  2.  2.  1.
  2.  2.  0.  1.  2.  0.  3.  0.  0.  2.  3.  1.  1.  1.  0.  0.  0.  1.
  1.  2.  1.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  1.  2.  2.  1.  0.
  1.  1.  2.  0.  0.  3.  1.  3.  0.  0.  2.  1.  0.  0.  0.  1.  1.  0.
  2.  0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.]",18104.68779408256
1858,1858,300,simple,0.05,barabasi-albert,3,0.01,0.1,0.005,2,"[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 2. 1. 1. 0. 2. 1. 2. 0.
 1. 0. 0. 1. 0. 0. 2. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 1. 0. 2. 1. 0. 0. 1.
 0. 1. 1. 1. 1. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 2. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 1. 0. 1. 0. 2. 1. 0. 1. 0. 1. 3. 2. 0. 1. 0. 0. 0. 0. 0. 3. 0. 1.
 2. 0. 0. 1. 0. 4. 1. 1. 1. 0. 1. 0. 1. 1. 2. 0. 1. 0. 2. 1. 1. 0. 1. 1.
 1. 1. 3. 0. 1. 0. 0. 0. 1. 0. 1. 1. 1. 1. 0. 2. 0. 1. 0. 0. 1. 1. 0. 1.
 0. 2. 0. 1. 0. 0. 1. 1. 1. 0. 1. 1. 0. 0. 1. 0. 1. 0. 3. 0. 0. 1. 1. 2.
 0. 0. 0. 0. 1. 1. 0. 0. 2. 0. 1. 2. 1. 3. 2. 0. 0. 0. 1. 0. 2. 2. 1. 1.
 0. 1. 1. 3. 0. 0. 2. 2. 1. 1. 1. 0. 2. 0. 0. 1. 0. 1. 0. 0. 1. 1. 0. 1.
 0. 2. 0. 1. 3. 1. 1. 1. 2. 0. 1. 0. 2. 0. 2. 0. 0. 2. 0. 0. 1. 1. 1. 1.
 0. 0. 0. 0. 0. 2. 0. 1. 0. 1. 0. 1. 1. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 1.
 0. 1. 1. 0. 1. 1. 1. 0. 1. 0. 1. 1.]",17957.009989642705
1859,1859,300,simple,0.05,barabasi-albert,3,0.01,0.1,0.005,2,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1.
 2. 3. 3. 1. 2. 2. 1. 1. 2. 0. 0. 1. 0. 0. 0. 1. 1. 2. 0. 0. 2. 0. 1. 1.
 2. 0. 2. 0. 0. 0. 1. 0. 2. 0. 4. 1. 1. 2. 0. 0. 1. 5. 2. 2. 3. 1. 0. 1.
 1. 3. 5. 1. 4. 2. 4. 6. 1. 0. 2. 2. 1. 1. 3. 1. 1. 2. 0. 1. 3. 0. 1. 2.
 1. 2. 1. 1. 2. 4. 0. 2. 2. 3. 1. 3. 2. 0. 2. 0. 1. 0. 0. 2. 1. 1. 4. 2.
 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 1. 0.]",17894.702377545178
1860,1860,300,simple,0.05,barabasi-albert,3,0.01,0.1,0.005,2,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0.
 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 2. 0. 1. 0. 1. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 2. 0. 0. 0. 0. 0. 0. 1. 1. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 1. 1. 0. 0. 0. 0. 2. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 2. 0. 0. 0. 0. 0. 1. 0. 2. 0.
 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 2. 0. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0.
 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 2. 1.
 1. 0. 0. 1. 0. 0. 2. 0. 0. 1. 0. 1. 1. 3. 1. 1. 0. 1. 1. 0. 0. 0. 0. 0.
 0. 0. 0. 2. 0. 1. 0. 0. 1. 0. 0. 2. 0. 0. 1. 0. 0. 2. 0. 3. 0. 1. 0. 2.
 0. 0. 0. 1. 0. 2. 0. 3. 1. 3. 1. 0. 0. 1. 0. 0. 0. 0. 2. 1. 1. 0. 1. 0.
 0. 1. 1. 0. 1. 1. 1. 1. 0. 1. 0. 0.]",17855.548615365326
