,run,n,spread-type,simple-spread-chance,graph-type,ba-m,organizing-capacity,organizing-strategy,repetition,data,dtw,rsme,total_error,corr_coef
146,146,300,simple,0.01,barabasi-albert,3,5,high-degree-media,4,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 3. 0. 0. 0. 1. 0. 1. 1. 0. 1.
 1. 0. 0. 0. 0. 0. 0. 1. 2. 0. 1. 0. 1. 3. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0.
 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 1. 1. 1. 0. 1. 1. 0. 0. 0. 0. 2. 0. 1. 2.
 0. 0. 1. 0. 0. 1. 1. 2. 0. 0. 1. 2. 1. 0. 0. 0. 1. 0. 2. 1. 0. 1. 0. 1.
 0. 2. 0. 2. 1. 0. 2. 0. 1. 1. 2. 0. 3. 2. 2. 2. 1. 0. 0. 1. 0. 1. 1. 1.
 2. 3. 2. 1. 3. 2. 1. 2. 0. 2. 0. 2. 0. 0. 1. 3. 1. 2. 0. 1. 1. 0. 0. 2.
 3. 1. 2. 0. 0. 0. 2. 1. 0. 1. 1. 0. 0. 2. 0. 0. 0. 2. 1. 0. 0. 1. 0. 1.
 2. 1. 0. 2. 1. 1. 1. 0. 0. 0. 1. 0.]",17871.611973811523,154.43859649122808,0.4716857955624205,
147,147,300,simple,0.01,barabasi-albert,3,5,high-degree-media,4,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 1. 0. 1. 1. 1. 0. 0. 1. 0. 1. 0. 2. 0. 0. 0. 0. 1. 0. 1. 0. 0.
 1. 0. 1. 0. 1. 0. 2. 1. 0. 0. 0. 2. 1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 0.
 0. 1. 0. 0. 0. 0. 1. 2. 0. 0. 0. 0. 0. 0. 0. 0. 1. 2. 1. 0. 1. 0. 0. 0.
 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 3. 1. 0. 0. 0. 0. 1. 0. 1. 0. 1. 1. 1.
 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
 0. 2. 1. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 2. 0. 1. 0. 1. 0. 0. 0. 0.
 2. 2. 0. 1. 1. 1. 0. 0. 0. 0. 1. 2. 0. 0. 3. 0. 1. 0. 0. 0. 2. 1. 0. 1.
 1. 0. 0. 2. 1. 2. 0. 1. 0. 0. 0. 1. 1. 0. 0. 0. 2. 0. 1. 0. 0. 1. 0. 0.
 1. 1. 3. 0. 3. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0.
 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 2. 0. 1. 0. 0. 1. 0. 0.
 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1.]",17953.87814515332,152.35087719298247,0.12186552509700546,
148,148,300,simple,0.01,barabasi-albert,3,5,high-degree-media,4,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0.
 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 3. 0. 0. 0. 0. 2. 1. 1.
 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 2. 1. 0. 2. 0. 1. 0.
 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 1. 2.
 2. 1. 1. 0. 1. 1. 2. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.
 0. 1. 1. 1. 2. 1. 0. 0. 1. 1. 0. 1. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 1.
 1. 1. 1. 0. 2. 3. 0. 1. 0. 0. 0. 3. 1. 0. 2. 3. 0. 0. 2. 1. 0. 2. 0. 1.
 1. 0. 0. 0. 2. 1. 1. 1. 0. 1. 0. 2. 3. 1. 2. 0. 0. 0. 2. 1. 1. 0. 1. 1.
 0. 1. 1. 0. 1. 0. 0. 1. 0. 1. 1. 0.]",17888.730138367257,156.41228070175438,,
149,149,300,simple,0.01,barabasi-albert,3,5,high-degree-media,4,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 1. 0. 1. 0. 1. 1. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 2. 2. 2.
 1. 0. 0. 0. 1. 0. 2. 0. 0. 2. 2. 3. 0. 1. 1. 4. 1. 1. 1. 1. 1. 2. 1. 2.
 2. 3. 3. 0. 2. 2. 0. 3. 2. 0. 0. 0. 0. 0. 3. 0. 2. 2. 1. 2. 1. 0. 1. 1.
 4. 0. 2. 3. 3. 1. 1. 2. 1. 0. 1. 4. 1. 1. 0. 0. 0. 2. 3. 3. 3. 1. 0. 2.
 3. 0. 1. 0. 2. 2. 3. 2. 3. 3. 2. 1. 1. 0. 1. 1. 3. 0. 2. 2. 2. 1. 0. 0.
 1. 0. 3. 3. 3. 1. 0. 5. 0. 2. 1. 2. 0. 2. 0. 1. 0. 1. 1. 1. 0. 0. 0. 1.
 0. 1. 0. 2. 1. 1. 2. 1. 1. 3. 2. 1.]",17907.01623555034,156.41228070175438,,
150,150,300,simple,0.01,barabasi-albert,3,5,high-degree-citizens,0,"[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 1. 1. 0. 0. 0.
 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 2. 2. 1. 1. 0. 0. 0. 0. 0. 1. 2.
 1. 2. 1. 1. 2. 3. 1. 0. 1. 0. 2. 1. 1. 0. 0. 1. 1. 0. 0. 1. 2. 1. 1. 1.
 1. 1. 4. 1. 0. 0. 3. 1. 1. 0. 1. 2. 2. 0. 2. 0. 2. 2. 0. 1. 2. 2. 1. 0.
 1. 1. 1. 3. 0. 1. 3. 0. 0. 1. 0. 5. 0. 1. 0. 1. 1. 0. 0. 1. 1. 0. 0. 0.
 0. 0. 1. 0. 0. 0. 0. 1. 1. 1. 0. 2. 4. 2. 2. 0. 0. 1. 0. 0. 0. 2. 1. 1.
 3. 0. 1. 1. 1. 3. 0. 2. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0. 0. 1. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",18081.994486586904,150.08771929824562,0.058927968666727004,
151,151,300,simple,0.01,barabasi-albert,3,5,high-degree-citizens,0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 2. 0.
 0. 0. 0. 1. 1. 0. 0. 1. 3. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 2. 0. 1.
 2. 2. 3. 1. 1. 1. 1. 1. 0. 1. 1. 0. 1. 1. 1. 1. 2. 2. 0. 0. 1. 1. 0. 0.
 0. 2. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 1. 0. 3. 0. 0. 2. 1. 0. 0. 0.
 3. 3. 0. 1. 1. 1. 0. 0. 0. 0. 1. 1. 1. 1. 0. 1. 2. 0. 0. 1. 0. 0. 1. 0.
 0. 0. 0. 0. 3. 1. 1. 0. 1. 0. 1. 0. 2. 0. 1. 0. 1. 3. 2. 1. 0. 0. 0. 1.
 1. 1. 0. 0. 2. 2. 1. 1. 1. 0. 0. 1. 2. 2. 1. 1. 2. 2. 0. 2. 1. 0. 1. 1.
 2. 1. 0. 1. 0. 0. 1. 1. 2. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]",17986.940142484546,151.28947368421052,0.06519175927909932,
152,152,300,simple,0.01,barabasi-albert,3,5,high-degree-citizens,0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 0. 2. 1. 0. 1. 0. 0. 0. 0. 0. 1.
 0. 2. 0. 0. 1. 0. 1. 3. 0. 0. 1. 1. 1. 0. 0. 0. 2. 0. 1. 4. 2. 0. 0. 2.
 0. 0. 3. 2. 1. 4. 0. 0. 0. 1. 3. 0. 1. 0. 1. 1. 1. 0. 0. 1. 1. 0. 1. 0.
 1. 0. 1. 0. 1. 0. 2. 1. 1. 1. 0. 0. 1. 0. 2. 2. 1. 0. 2. 3. 1. 6. 1. 1.
 1. 1. 0. 0. 1. 0. 2. 1. 0. 0. 2. 1. 0. 2. 0. 0. 0. 0. 1. 1. 0. 1. 1. 0.
 1. 0. 2. 1. 4. 3. 0. 0. 0. 1. 1. 1. 2. 0. 0. 1. 0. 2. 1. 0. 1. 2. 0. 1.
 2. 2. 1. 1. 1. 2. 2. 0. 1. 1. 0. 0. 2. 1. 1. 2. 0. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]",18080.549031088125,153.1578947368421,-0.021562057063731828,
153,153,300,simple,0.01,barabasi-albert,3,5,high-degree-citizens,0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 2. 0. 1. 1. 0. 1. 1. 1. 0. 1.
 1. 1. 2. 3. 1. 3. 2. 4. 2. 1. 1. 1. 1. 3. 2. 3. 3. 0. 4. 0. 2. 0. 4. 2.
 0. 0. 1. 0. 1. 1. 2. 3. 3. 2. 1. 1. 1. 0. 3. 1. 2. 2. 1. 3. 1. 3. 2. 3.
 1. 3. 1. 0. 1. 0. 1. 1. 2. 3. 3. 0. 2. 3. 4. 2. 1. 1. 1. 4. 1. 0. 8. 1.
 1. 1. 4. 3. 1. 2. 1. 1. 0. 4. 1. 2. 1. 6. 3. 1. 1. 0. 1. 2. 1. 2. 2. 1.
 3. 2. 2. 1. 2. 1. 1. 3. 0. 0. 0. 1. 0. 0. 0. 0. 3. 1. 2. 1. 3. 3. 0. 3.
 4. 2. 3. 1. 2. 3. 1. 3. 1. 2. 1. 1. 3. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]",18200.33052703061,145.05263157894737,0.18534966131311997,
154,154,300,simple,0.01,barabasi-albert,3,5,high-degree-citizens,0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 0.
 1. 1. 0. 1. 2. 0. 1. 0. 1. 2. 0. 2. 0. 1. 2. 1. 2. 0. 1. 1. 1. 2. 0. 1.
 0. 0. 0. 1. 2. 1. 0. 0. 1. 4. 0. 0. 0. 1. 1. 0. 1. 1. 1. 1. 0. 0. 0. 0.
 1. 1. 3. 1. 1. 0. 0. 1. 0. 1. 0. 2. 0. 0. 0. 2. 2. 0. 2. 3. 2. 1. 1. 3.
 0. 0. 0. 2. 1. 1. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 1. 0. 0. 0. 1. 0. 3.
 2. 0. 0. 1. 0. 1. 0. 2. 2. 0. 1. 1. 1. 5. 1. 1. 1. 0. 3. 4. 0. 0. 0. 2.
 0. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]",17895.153867087658,150.10526315789474,0.24675296548357697,
155,155,300,simple,0.01,barabasi-albert,3,5,high-degree-citizens,1,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 1. 0.
 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 2. 1. 0. 2. 0.
 0. 0. 2. 1. 0. 1. 0. 1. 0. 0. 0. 2. 1. 4. 1. 1. 1. 2. 0. 2. 1. 1. 1. 1.
 0. 3. 1. 1. 2. 3. 0. 0. 3. 2. 0. 2. 1. 1. 0. 2. 2. 0. 2. 1. 1. 2. 0. 1.
 2. 1. 1. 1. 2. 0. 0. 0. 1. 0. 0. 3. 0. 1. 0. 0. 2. 1. 2. 1. 0. 2. 2. 0.
 2. 1. 1. 0. 2. 0. 0. 1. 1. 0. 2. 2. 3. 3. 2. 0. 0. 0. 2. 1. 0. 0. 1. 0.
 0. 2. 2. 3. 1. 1. 0. 1. 4. 2. 0. 0. 0. 1. 0. 0. 0. 2. 2. 0. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]",18059.626716171137,148.18421052631578,0.1780325026164605,
156,156,300,simple,0.01,barabasi-albert,3,5,high-degree-citizens,1,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 2. 0. 0. 0. 0.
 1. 1. 4. 0. 0. 2. 0. 2. 0. 0. 0. 0. 0. 0. 0. 1. 2. 0. 0. 1. 3. 0. 0. 0.
 1. 1. 1. 1. 0. 1. 3. 1. 1. 0. 0. 0. 1. 0. 1. 1. 2. 1. 2. 1. 3. 2. 2. 0.
 2. 0. 0. 1. 3. 0. 2. 3. 0. 2. 1. 0. 0. 0. 1. 0. 0. 0. 2. 1. 3. 0. 4. 1.
 2. 0. 1. 0. 1. 3. 0. 2. 1. 2. 1. 1. 1. 1. 1. 1. 0. 3. 0. 3. 1. 1. 2. 1.
 0. 1. 1. 0. 1. 1. 1. 2. 2. 4. 0. 0. 0. 1. 2. 2. 4. 0. 0. 0. 1. 3. 1. 0.
 1. 1. 1. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.]",17971.99806099588,146.1140350877193,0.3211817003136002,
157,157,300,simple,0.01,barabasi-albert,3,5,high-degree-citizens,1,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1. 0.
 1. 0. 1. 0. 0. 0. 1. 1. 1. 0. 1. 0. 2. 1. 0. 0. 0. 1. 1. 0. 1. 0. 0. 3.
 0. 0. 0. 3. 1. 0. 2. 1. 1. 1. 0. 1. 1. 0. 1. 1. 1. 1. 0. 1. 0. 1. 0. 0.
 1. 0. 0. 2. 0. 1. 0. 0. 1. 1. 2. 1. 2. 0. 0. 0. 0. 0. 0. 0. 1. 2. 0. 2.
 0. 0. 2. 0. 0. 0. 1. 3. 2. 1. 0. 1. 0. 1. 0. 1. 0. 2. 0. 0. 0. 0. 0. 2.
 1. 2. 1. 0. 1. 2. 2. 0. 2. 1. 3. 0. 1. 0. 0. 0. 0. 2. 1. 2. 0. 2. 0. 0.
 1. 1. 1. 0. 0. 0. 0. 0. 2. 5. 2. 1. 0. 2. 1. 1. 1. 0. 2. 1. 0. 0. 2. 0.
 0. 3. 0. 1. 0. 0. 2. 1. 0. 2. 0. 1. 1. 1. 2. 1. 2. 0. 1. 3. 3. 3. 3. 3.
 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3.
 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3.
 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3.
 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3.
 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3.]",18091.298071855603,152.83333333333334,-0.014040656917530467,
158,158,300,simple,0.01,barabasi-albert,3,5,high-degree-citizens,1,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 0. 0.
 1. 0. 2. 0. 0. 2. 0. 1. 1. 2. 0. 4. 2. 0. 2. 1. 0. 1. 2. 4. 1. 0. 1. 1.
 2. 1. 0. 3. 4. 1. 5. 0. 0. 3. 0. 0. 1. 1. 2. 1. 3. 1. 2. 6. 2. 0. 1. 1.
 2. 2. 4. 1. 1. 2. 0. 4. 1. 1. 2. 0. 2. 2. 1. 2. 1. 1. 2. 1. 0. 3. 3. 3.
 2. 2. 1. 1. 1. 1. 1. 3. 0. 2. 1. 1. 2. 1. 1. 0. 2. 1. 2. 1. 2. 0. 2. 0.
 1. 0. 0. 1. 0. 3. 2. 2. 2. 1. 0. 2. 3. 0. 1. 1. 1. 1. 1. 1. 1. 2. 3. 1.
 2. 1. 2. 3. 0. 1. 1. 2. 2. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]",18187.4455604973,146.98245614035088,0.09094308781519829,
159,159,300,simple,0.01,barabasi-albert,3,5,high-degree-citizens,1,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 2. 1. 0. 3. 2.
 1. 6. 1. 1. 1. 0. 1. 1. 0. 0. 2. 0. 0. 1. 1. 1. 1. 0. 2. 3. 2. 0. 2. 2.
 2. 2. 3. 1. 1. 3. 0. 2. 1. 1. 0. 0. 1. 1. 2. 0. 1. 0. 1. 1. 1. 1. 1. 0.
 2. 2. 2. 5. 1. 1. 2. 1. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 4. 0. 1.
 1. 1. 0. 0. 0. 1. 2. 1. 1. 1. 0. 1. 0. 1. 2. 0. 0. 2. 0. 1. 3. 2. 0. 1.
 1. 0. 0. 0. 3. 7. 0. 0. 2. 1. 1. 1. 0. 0. 2. 0. 3. 0. 2. 2. 0. 1. 3. 2.
 1. 1. 0. 1. 0. 0. 0. 2. 0. 1. 0. 1. 2. 0. 0. 0. 0. 1. 1. 0. 3. 3. 1. 1.
 1. 0. 0. 1. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",18175.2992758491,151.87719298245614,-0.037430520034030676,
