,run,n,spread-type,simple-spread-chance,graph-type,ba-m,organizing-capacity,organizing-strategy,repetition,data,dtw,rsme,total_error,corr_coef
1069,1069,300,simple,0.05,barabasi-albert,10,5,high-degree-citizens,3,"[ 0.  0.  1.  1.  3.  1.  2.  5.  2.  5.  5.  7.  2.  1.  4.  5.  4.  3.
  4.  4.  3.  4.  5.  7.  2.  2. 10.  3.  2.  5.  4.  2.  6.  3.  6.  3.
  6.  2.  5.  5.  2.  5.  7.  4.  8.  2.  3.  3.  7.  3.  2.  2.  3.  1.
  1.  3.  5.  1.  4.  4.  0.  0.  2.  1.  2.  1.  2.  1.  2.  3.  1.  0.
  2.  2.  1.  2.  2.  0.  1.  3.  3.  3.  2.  0.  1.  0.  2.  0.  1.  2.
  0.  0.  0.  0.  1.  4.  1.  0.  1.  0.  1.  1.  1.  1.  1.  3.  0.  1.
  1.  2.  1.  0.  0.  1.  0.  3.  2.  0.  2.  0.  0.  0.  1.  1.  4.  0.
  0.  1.  0.  1.  1.  0.  0.  0.  3.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  2.  2.  0.  1.  0.  1.  0.  1.  0.  0.  0.  2.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.  1.  0.  0.  0.  1.  0.  0.  1.
  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",19022.805595243364,160.33333333333334,-0.28667254880232684,
1070,1070,300,simple,0.05,barabasi-albert,10,5,high-degree-citizens,4,"[0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 1. 0. 5. 2. 2. 2. 3. 2. 0. 1. 2.
 2. 3. 4. 2. 4. 2. 3. 1. 2. 4. 6. 4. 7. 5. 1. 4. 5. 0. 3. 0. 2. 3. 4. 2.
 0. 5. 2. 5. 6. 6. 1. 5. 3. 3. 3. 1. 2. 2. 7. 2. 4. 5. 1. 3. 2. 1. 5. 0.
 1. 3. 1. 1. 2. 6. 2. 2. 9. 1. 3. 2. 2. 0. 4. 4. 2. 1. 1. 3. 1. 2. 3. 3.
 0. 2. 2. 4. 1. 4. 1. 2. 1. 1. 0. 1. 1. 1. 1. 0. 0. 1. 0. 1. 0. 0. 1. 1.
 0. 0. 0. 1. 0. 1. 1. 1. 0. 2. 0. 3. 0. 2. 0. 0. 1. 0. 1. 0. 1. 0. 1. 1.
 1. 0. 0. 1. 1. 2. 0. 0. 2. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 2. 0. 2. 0. 0. 1. 1. 0. 1. 0. 0. 2. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",18742.779294217762,150.359649122807,-0.08306169229422808,
1071,1071,300,simple,0.05,barabasi-albert,10,5,high-degree-citizens,4,"[0. 4. 0. 4. 2. 3. 0. 4. 7. 2. 6. 2. 4. 5. 2. 1. 4. 7. 5. 5. 7. 1. 4. 2.
 9. 2. 2. 3. 1. 4. 2. 1. 3. 1. 2. 4. 2. 4. 2. 3. 2. 2. 1. 1. 2. 3. 0. 1.
 3. 1. 0. 0. 2. 0. 3. 4. 1. 0. 0. 4. 5. 4. 1. 1. 3. 2. 1. 2. 0. 2. 0. 2.
 3. 2. 3. 1. 1. 0. 1. 0. 0. 3. 0. 4. 4. 2. 4. 0. 2. 2. 0. 3. 1. 0. 1. 2.
 1. 1. 1. 0. 1. 1. 0. 1. 2. 1. 0. 2. 0. 1. 3. 1. 1. 1. 1. 2. 0. 0. 0. 1.
 1. 1. 1. 2. 1. 0. 2. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",18751.508038732365,154.25438596491227,-0.17280163258209788,
1072,1072,300,simple,0.05,barabasi-albert,10,5,high-degree-citizens,4,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.  1.  0.  1.  1.  0.  0.
  0.  4.  7.  7.  9.  8.  6.  5.  6.  7.  9.  6.  3.  5. 10.  4.  2.  4.
  7.  5.  5.  4.  8.  2.  2. 11.  3.  2.  0.  2.  6.  5.  5.  0.  3.  3.
  1.  2.  3.  2.  1.  2.  2.  0.  0.  0.  1.  1.  0.  3.  1.  0.  2.  5.
  3.  4.  3.  1.  1.  1.  0.  2.  1.  0.  3.  2.  3.  3.  1.  2.  0.  0.
  0.  0.  0.  2.  1.  0.  0.  2.  2.  2.  1.  1.  1.  0.  0.  2.  1.  1.
  2.  1.  1.  2.  1.  0.  0.  2.  1.  0.  2.  0.  1.  0.  1.  0.  1.  1.
  0.  1.  0.  0.  2.  0.  0.  3.  0.  0.  0.  0.  0.  1.  1.  2.  1.  0.
  0.  0.  0.  1.  0.  2.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  1.  2.
  0.  0.  0.  0.  1.  0.  0.  2.  0.  0.  0.  1.  1.  0.  0.  1.  1.  1.
  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.]",18946.814075957773,162.19298245614036,-0.21671986798754045,
1073,1073,300,simple,0.05,barabasi-albert,10,5,high-degree-citizens,4,"[0. 0. 0. 0. 0. 0. 1. 2. 3. 2. 1. 2. 0. 1. 6. 4. 2. 5. 1. 3. 6. 3. 3. 6.
 8. 4. 4. 2. 7. 5. 7. 3. 4. 2. 2. 3. 8. 3. 5. 3. 4. 3. 1. 1. 4. 4. 2. 0.
 0. 4. 4. 5. 3. 5. 5. 2. 0. 4. 4. 1. 4. 1. 0. 2. 2. 2. 4. 3. 2. 1. 2. 1.
 3. 2. 3. 0. 0. 2. 2. 0. 1. 2. 0. 1. 1. 0. 1. 2. 0. 0. 1. 1. 1. 0. 1. 0.
 0. 0. 1. 1. 2. 1. 1. 1. 2. 1. 1. 0. 0. 1. 0. 2. 2. 1. 1. 0. 1. 1. 4. 0.
 0. 0. 1. 1. 0. 1. 0. 0. 0. 2. 0. 1. 1. 1. 0. 2. 0. 0. 1. 2. 0. 0. 0. 0.
 1. 1. 0. 0. 0. 0. 2. 1. 0. 2. 1. 3. 0. 0. 0. 1. 0. 3. 1. 1. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",18896.830454379022,157.0438596491228,-0.21937554398952203,
1074,1074,300,simple,0.05,barabasi-albert,10,5,high-degree-citizens,4,"[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 3. 0. 2. 1. 1. 4. 4. 4. 3.
 6. 6. 6. 5. 4. 3. 2. 4. 6. 3. 3. 6. 2. 5. 5. 1. 6. 4. 6. 5. 2. 3. 6. 1.
 4. 4. 1. 4. 3. 4. 0. 6. 4. 2. 0. 1. 3. 3. 1. 5. 5. 2. 1. 0. 6. 1. 0. 4.
 3. 4. 0. 2. 3. 3. 2. 1. 1. 5. 4. 0. 7. 3. 1. 1. 2. 2. 3. 1. 4. 2. 0. 0.
 1. 2. 1. 3. 4. 3. 1. 2. 1. 1. 4. 1. 1. 2. 0. 2. 0. 1. 0. 1. 1. 0. 1. 2.
 0. 0. 1. 1. 0. 1. 0. 1. 1. 0. 0. 0. 0. 1. 2. 0. 0. 0. 1. 1. 0. 0. 0. 1.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 1. 2. 1. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 1. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0.
 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 1. 0. 0. 1. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",18841.807250370133,148.48245614035088,-0.045695396059913504,
1075,1075,300,simple,0.05,barabasi-albert,10,5,high-degree-cit-and-media,0,"[0. 0. 0. 0. 0. 0. 2. 3. 1. 1. 3. 2. 2. 2. 4. 6. 2. 5. 8. 4. 6. 4. 4. 2.
 4. 3. 3. 4. 1. 5. 6. 4. 5. 0. 2. 2. 2. 4. 3. 2. 4. 3. 4. 6. 1. 3. 2. 0.
 3. 3. 1. 0. 3. 2. 4. 3. 2. 4. 2. 4. 2. 5. 4. 0. 0. 2. 0. 2. 0. 1. 6. 2.
 0. 3. 1. 0. 0. 3. 3. 0. 3. 2. 1. 0. 3. 1. 1. 1. 0. 3. 2. 4. 0. 1. 0. 1.
 4. 0. 1. 2. 2. 0. 1. 0. 1. 4. 1. 0. 2. 0. 0. 1. 2. 2. 2. 1. 0. 1. 1. 2.
 2. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 2. 0. 1. 3. 1. 0. 1. 1. 0. 0. 1.
 2. 1. 0. 0. 1. 3. 3. 2. 0. 0. 1. 0. 1. 0. 1. 2. 1. 2. 1. 3. 2. 0. 0. 0.
 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",18799.03183196202,149.89473684210526,-0.07875165412361287,
1076,1076,300,simple,0.05,barabasi-albert,10,5,high-degree-cit-and-media,0,"[ 0.  1.  1.  4.  7.  4.  6.  9.  6.  4.  3.  8. 10.  8.  7.  5.  7.  5.
  3.  1.  4.  2.  4.  8.  3.  2.  4.  2.  5.  3.  4.  6.  5.  2.  4.  4.
  3.  3.  3.  3.  1.  8.  2.  5.  0.  6.  4.  2.  1.  3.  2.  0.  3.  3.
  5.  1.  1.  0.  3.  3.  1.  3.  1.  0.  3.  1.  2.  1.  3.  0.  2.  3.
  3.  2.  1.  2.  1.  3.  2.  1.  1.  2.  1.  1.  0.  1.  0.  2.  0.  2.
  0.  1.  0.  0.  0.  1.  0.  1.  0.  1.  3.  3.  0.  1.  1.  0.  2.  0.
  1.  0.  3.  0.  0.  1.  1.  0.  3.  0.  1.  1.  3.  2.  0.  2.  0.  0.
  1.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  1.  1.  1.  0.  0.  0.  0.  0.  1.  1.  0.  0.  2.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",19157.58814675957,162.07894736842104,-0.27710933351726463,
1077,1077,300,simple,0.05,barabasi-albert,10,5,high-degree-cit-and-media,0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 0. 1. 1. 1. 3. 2. 3. 0. 3. 1.
 0. 2. 2. 3. 2. 7. 3. 3. 4. 5. 5. 2. 4. 6. 3. 1. 2. 3. 2. 4. 4. 4. 4. 8.
 4. 5. 2. 2. 3. 3. 0. 2. 4. 3. 4. 5. 4. 7. 3. 8. 3. 3. 1. 2. 3. 5. 6. 4.
 0. 2. 4. 3. 3. 1. 0. 3. 2. 4. 2. 1. 7. 2. 0. 2. 1. 4. 2. 1. 1. 1. 2. 0.
 2. 1. 2. 1. 1. 0. 1. 0. 3. 0. 2. 0. 3. 3. 2. 0. 0. 1. 1. 0. 0. 0. 1. 0.
 1. 0. 3. 0. 1. 1. 0. 2. 0. 1. 0. 2. 0. 1. 1. 0. 0. 0. 0. 2. 0. 0. 1. 1.
 3. 0. 1. 0. 1. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 2. 0. 1. 0. 0. 2.
 0. 0. 0. 0. 0. 0. 0. 1. 0. 2. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.
 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 1. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",18835.6228288175,152.14912280701753,-0.12402919993965192,
1078,1078,300,simple,0.05,barabasi-albert,10,5,high-degree-cit-and-media,0,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  2.  1.  0.  0.  1.
  3.  1.  3.  8.  2.  5.  6.  7.  2.  3.  6.  4.  3.  6.  9.  3. 10.  6.
  7.  4.  2.  9.  8.  4.  3.  1.  5.  1.  2.  7.  3.  3.  5.  5.  4.  2.
  6.  1.  1.  3.  3.  4.  0.  3.  0.  0.  6.  3.  4.  2.  1.  2.  1.  2.
  0.  0.  2.  0.  1.  0.  0.  1.  0.  1.  1.  1.  3.  0.  3.  0.  0.  2.
  2.  1.  0.  1.  1.  0.  2.  1.  1.  0.  1.  1.  0.  2.  0.  1.  1.  1.
  3.  0.  0.  1.  0.  1.  0.  0.  0.  1.  0.  0.  2.  0.  1.  0.  0.  0.
  0.  2.  1.  0.  0.  0.  3.  0.  1.  0.  0.  0.  3.  0.  1.  2.  0.  0.
  1.  0.  1.  0.  1.  2.  0.  0.  0.  1.  0.  3.  0.  0.  0.  0.  1.  0.
  0.  1.  0.  0.  1.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.  2.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  1.  1.  0.  0.  0.  0.
  2.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",18897.691825982263,156.47368421052633,-0.13268023605795704,
1079,1079,300,simple,0.05,barabasi-albert,10,5,high-degree-cit-and-media,0,"[ 0.  3.  1.  3.  5.  4.  5.  2.  3.  6.  7.  4.  3.  6.  5.  2.  5.  2.
  5.  2.  1.  8.  5.  8. 11.  6.  4.  4.  2.  1.  6.  3.  5.  5.  6.  5.
  1.  3.  4.  4.  1.  2.  3.  1.  3.  3.  4.  2.  2.  4.  3.  3.  4.  3.
  1.  2.  4.  1.  0.  0.  3.  1.  2.  2.  2.  3.  1.  4.  3.  0.  0.  0.
  4.  0.  3.  0.  1.  2.  1.  0.  0.  0.  1.  1.  1.  1.  2.  0.  2.  0.
  2.  2.  0.  1.  0.  1.  0.  0.  1.  1.  0.  0.  2.  0.  1.  1.  0.  0.
  1.  2.  2.  2.  0.  0.  1.  2.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  1.  3.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  1.  1.  0.  0.
  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  1.
  0.  3.  1.  0.  0.  1.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  2.
  0.  0.  0.  0.  0.  0.  0.  2.  1.  0.  0.  0.  0.  2.  0.  0.  0.  1.
  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.]",19045.375341705847,156.5,-0.18948740167644434,
1080,1080,300,simple,0.05,barabasi-albert,10,5,high-degree-cit-and-media,1,"[0. 0. 0. 1. 0. 0. 0. 1. 0. 3. 1. 2. 2. 3. 4. 3. 0. 1. 4. 2. 2. 4. 5. 7.
 9. 5. 9. 7. 4. 5. 4. 4. 6. 2. 6. 2. 9. 7. 4. 5. 2. 4. 3. 5. 3. 2. 2. 2.
 6. 2. 0. 1. 1. 1. 5. 0. 6. 2. 0. 1. 0. 2. 3. 1. 3. 4. 1. 2. 0. 5. 4. 2.
 2. 4. 2. 1. 2. 0. 1. 0. 0. 2. 4. 1. 0. 2. 1. 2. 2. 1. 2. 0. 2. 2. 1. 3.
 0. 0. 0. 0. 0. 0. 0. 4. 0. 4. 0. 0. 0. 2. 2. 1. 0. 0. 1. 0. 2. 0. 1. 0.
 1. 0. 0. 1. 2. 0. 0. 0. 2. 0. 0. 1. 0. 1. 0. 0. 1. 3. 0. 0. 0. 1. 1. 1.
 0. 0. 0. 0. 0. 0. 2. 0. 0. 2. 2. 0. 1. 1. 0. 1. 1. 0. 0. 1. 1. 0. 0. 0.
 0. 2. 0. 1. 0. 3. 1. 0. 0. 0. 2. 0. 1. 1. 2. 0. 1. 0. 0. 1. 0. 0. 0. 1.
 0. 0. 1. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",18950.700177585546,155.32456140350877,-0.14580772523336402,
1081,1081,300,simple,0.05,barabasi-albert,10,5,high-degree-cit-and-media,1,"[ 0.  0.  0.  0.  0.  0.  0.  2.  1.  1.  1.  1.  0.  2.  4.  3.  3.  3.
  3.  2.  5.  0.  4.  2.  2.  3.  2.  2.  0.  1.  7.  6.  2.  1.  3.  2.
  3.  1.  4.  1.  5.  7.  5.  6.  0.  1.  4.  3.  3.  3.  0.  4.  2.  3.
  0.  5.  6.  3.  6.  3.  6.  2.  3.  5.  2.  6.  5. 12.  4.  5.  3.  4.
  1.  0.  2.  3.  1.  8.  4.  1.  5.  6.  3.  2.  1.  4.  1.  4.  2.  2.
  2.  2.  2.  1.  1.  0.  3.  2.  0.  0.  1.  2.  1.  2.  0.  3.  0.  0.
  0.  0.  1.  1.  1.  1.  0.  0.  0.  1.  0.  2.  2.  1.  0.  1.  2.  0.
  1.  0.  1.  1.  0.  1.  1.  1.  0.  0.  1.  0.  0.  0.  0.  2.  0.  0.
  0.  0.  0.  1.  1.  1.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  1.
  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  1.  0.  0.  0.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",18938.930014522615,152.47368421052633,-0.11125958057103408,
1082,1082,300,simple,0.05,barabasi-albert,10,5,high-degree-cit-and-media,1,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  1.  5.  4.  6.  5.  4.  6.  4.  3.  7.  5.  1.  7.  3.  3. 10.  4.
  6.  6. 11.  4. 10.  8.  4.  7.  3.  1.  2.  4.  9.  7.  3.  6.  8.  2.
  4.  4.  4.  3.  4.  2.  4.  3.  4.  3.  1.  4.  2.  3.  1.  0.  2.  2.
  4.  3.  0.  4.  2.  1.  1.  2.  2.  1.  5.  2.  2.  1.  3.  1.  1.  3.
  2.  1.  1.  0.  1.  2.  1.  1.  0.  0.  2.  2.]",18001.71203380911,156.41228070175438,,
