,run,n,spread-type,simple-spread-chance,graph-type,ba-m,citizen-media-influence,citizen-citizen-influence,flint-community-size,repetition,data,short list,threshold,rmse,total_error,corr_coef
92,92,300,simple,0.01,barabasi-albert,3,0.01,0.25,0.005,3,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 3. 0. 0. 1. 1. 0. 0.
 1. 0. 0. 1. 2. 1. 3. 1. 2. 2. 2. 3. 0. 4. 0. 5. 1. 1. 8. 2. 3. 0. 3. 0.
 1. 1. 0. 2. 4. 3. 2. 1. 2. 1. 4. 2. 4. 2. 1. 0. 1. 1. 2. 3. 5. 2. 4. 2.
 1. 2. 1. 1. 5. 1. 2. 1. 1. 1. 1. 2. 2. 0. 1. 1. 0. 3. 2. 2. 2. 1. 4. 3.
 1. 1. 1. 2. 5. 2. 2. 1. 3. 0. 3. 1. 3. 1. 1. 1. 0. 0. 1. 3. 1. 1. 1. 2.
 1. 1. 1. 3. 0. 3. 0. 4. 2. 0. 4. 2. 1. 0. 1. 2. 1. 3. 1. 1. 4. 3. 2. 3.
 1. 0. 0. 0. 0. 2. 0. 2. 1. 1. 0. 0. 2. 0. 3. 1. 0. 0. 0. 0. 0. 3. 1. 1.
 1. 0. 2. 1. 0. 2. 0. 1. 2. 0. 0. 2. 1. 0. 2. 0. 1. 1. 0. 1. 1. 2. 1. 1.
 2. 1. 1. 1. 1. 2. 2. 1. 0. 1. 0. 0. 2. 0. 0. 1. 1. 0. 1. 1. 1. 1. 1. 0.
 0. 0. 0. 0. 2. 2. 1. 2. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 3. 3. 0. 0. 0.
 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 1. 0. 0. 3.
 0. 0. 1. 0. 0. 0. 1. 2. 0. 0. 0. 1. 1. 2. 0. 0. 0. 0. 0. 0. 2. 0. 1. 0.
 1. 0. 0. 2. 1. 0. 0. 1. 2. 0. 0. 0.]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.5, 12.5, 0.0, 12.5, 0.0, 37.5, 0.0, 0.0, 12.5, 12.5, 0.0, 0.0, 12.5, 0.0, 0.0, 12.5, 25.0, 12.5, 37.5, 12.5, 25.0, 25.0, 25.0, 37.5, 0.0, 50.0, 0.0, 62.5, 12.5, 12.5, 100.0, 25.0, 37.5, 0.0, 37.5, 0.0, 12.5, 12.5, 0.0, 25.0, 50.0, 37.5, 25.0, 12.5, 25.0, 12.5, 50.0, 25.0, 50.0, 25.0, 12.5, 0.0, 12.5, 12.5, 25.0, 37.5, 62.5, 25.0, 50.0, 25.0, 12.5, 25.0, 12.5, 12.5, 62.5, 12.5, 25.0, 12.5, 12.5, 12.5, 12.5, 25.0, 25.0, 0.0, 12.5, 12.5, 0.0, 37.5, 25.0, 25.0, 25.0, 12.5, 50.0, 37.5, 12.5, 12.5, 12.5, 25.0, 62.5, 25.0, 25.0, 12.5, 37.5, 0.0, 37.5, 12.5, 37.5, 12.5, 12.5, 12.5, 0.0, 0.0]",1,649.2302631578947,2036.5,0.08100807528597807
274,274,300,simple,0.01,barabasi-albert,3,0.05,0.5,0.005,4,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 2. 0. 0. 0. 0. 1. 0. 0. 1. 0.
 0. 0. 0. 1. 1. 0. 0. 2. 1. 1. 2. 5. 2. 0. 3. 0. 0. 1. 0. 4. 2. 0. 2. 0.
 4. 2. 0. 3. 2. 3. 2. 0. 2. 2. 1. 3. 1. 0. 1. 2. 3. 2. 2. 2. 0. 1. 3. 1.
 2. 2. 5. 4. 5. 4. 4. 2. 1. 1. 3. 3. 1. 4. 3. 3. 3. 2. 1. 2. 3. 0. 1. 2.
 2. 1. 2. 3. 1. 2. 1. 3. 2. 1. 2. 3. 3. 0. 2. 1. 1. 0. 1. 0. 0. 2. 2. 0.
 1. 4. 1. 2. 3. 1. 2. 2. 2. 3. 3. 0. 1. 2. 2. 0. 3. 2. 0. 1. 1. 1. 1. 2.
 1. 1. 3. 0. 1. 4. 0. 0. 3. 0. 0. 0. 1. 2. 0. 0. 1. 4. 3. 1. 3. 0. 4. 0.
 2. 1. 0. 1. 0. 2. 2. 0. 0. 2. 3. 1. 0. 2. 1. 0. 1. 2. 1. 0. 0. 1. 0. 4.
 1. 1. 4. 1. 2. 1. 2. 2. 1. 1. 0. 1. 1. 0. 1. 7. 0. 1. 2. 1. 0. 1. 0. 3.
 1. 0. 0. 0. 1. 0. 1. 3. 0. 1. 1. 0. 1. 2. 0. 1. 1. 0. 0. 0. 2. 0. 2. 0.
 0. 1. 0. 1. 0. 1. 0. 2. 0. 0. 0. 0. 1. 0. 1. 0. 0. 2. 0. 0. 0. 1. 2. 0.
 0. 1. 0. 1. 0. 0. 0. 1. 1. 1. 0. 0. 0. 2. 0. 1. 1. 2. 2. 0. 1. 0. 1. 1.
 1. 3. 2. 1. 0. 0. 0. 2. 0. 2. 0. 2.]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 20.0, 0.0, 0.0, 20.0, 40.0, 0.0, 0.0, 0.0, 0.0, 20.0, 0.0, 0.0, 20.0, 0.0, 0.0, 0.0, 0.0, 20.0, 20.0, 0.0, 0.0, 40.0, 20.0, 20.0, 40.0, 100.0, 40.0, 0.0, 60.0, 0.0, 0.0, 20.0, 0.0, 80.0, 40.0, 0.0, 40.0, 0.0, 80.0, 40.0, 0.0, 60.0, 40.0, 60.0, 40.0, 0.0, 40.0, 40.0, 20.0, 60.0, 20.0, 0.0, 20.0, 40.0, 60.0, 40.0, 40.0, 40.0, 0.0, 20.0, 60.0, 20.0, 40.0, 40.0, 100.0, 80.0, 100.0, 80.0, 80.0, 40.0, 20.0, 20.0, 60.0, 60.0, 20.0, 80.0, 60.0, 60.0, 60.0, 40.0, 20.0, 40.0, 60.0, 0.0, 20.0, 40.0, 40.0, 20.0, 40.0, 60.0, 20.0, 40.0, 20.0, 60.0, 40.0, 20.0, 40.0, 60.0, 60.0, 0.0, 40.0, 20.0, 20.0, 0.0]",1,1455.0087719298247,3141.0,0.05462425332479305
360,360,300,simple,0.01,barabasi-albert,3,0.1,0.1,0.005,2,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 1. 1. 1. 3. 0.
 0. 0. 2. 0. 1. 1. 2. 0. 2. 3. 0. 4. 0. 2. 2. 3. 0. 0. 1. 1. 1. 4. 3. 3.
 2. 1. 1. 2. 4. 1. 1. 7. 1. 1. 2. 1. 1. 4. 0. 1. 3. 1. 2. 1. 1. 1. 3. 5.
 2. 0. 3. 5. 3. 2. 0. 4. 0. 1. 2. 1. 1. 2. 3. 2. 1. 3. 1. 2. 2. 3. 1. 1.
 1. 1. 2. 0. 1. 0. 3. 1. 1. 1. 0. 3. 1. 1. 3. 2. 1. 1. 2. 2. 0. 1. 1. 1.
 3. 2. 1. 1. 1. 2. 2. 2. 2. 1. 0. 2. 1. 0. 0. 2. 1. 1. 1. 2. 1. 4. 1. 2.
 0. 1. 1. 2. 2. 0. 1. 2. 2. 2. 1. 2. 1. 0. 1. 1. 0. 0. 1. 0. 1. 1. 3. 1.
 2. 2. 0. 4. 0. 1. 2. 0. 1. 1. 1. 4. 1. 1. 1. 2. 2. 1. 2. 0. 1. 0. 0. 1.
 0. 1. 4. 0. 2. 0. 1. 0. 1. 0. 1. 0. 0. 3. 1. 1. 0. 1. 3. 0. 0. 0. 0. 1.
 3. 0. 0. 1. 0. 1. 1. 0. 1. 1. 2. 2. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0.
 1. 2. 1. 0. 1. 1. 0. 2. 1. 1. 0. 0. 1. 3. 1. 0. 0. 0. 0. 3. 2. 0. 0. 0.
 2. 3. 0. 0. 0. 0. 2. 1. 0. 1. 0. 1. 0. 1. 2. 1. 1. 0. 0. 2. 0. 1. 0. 0.
 0. 0. 1. 0. 0. 1. 1. 1. 1. 0. 0. 1.]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.285714285714285, 0.0, 0.0, 14.285714285714285, 0.0, 0.0, 14.285714285714285, 0.0, 0.0, 14.285714285714285, 14.285714285714285, 14.285714285714285, 14.285714285714285, 42.857142857142854, 0.0, 0.0, 0.0, 28.57142857142857, 0.0, 14.285714285714285, 14.285714285714285, 28.57142857142857, 0.0, 28.57142857142857, 42.857142857142854, 0.0, 57.14285714285714, 0.0, 28.57142857142857, 28.57142857142857, 42.857142857142854, 0.0, 0.0, 14.285714285714285, 14.285714285714285, 14.285714285714285, 57.14285714285714, 42.857142857142854, 42.857142857142854, 28.57142857142857, 14.285714285714285, 14.285714285714285, 28.57142857142857, 57.14285714285714, 14.285714285714285, 14.285714285714285, 100.0, 14.285714285714285, 14.285714285714285, 28.57142857142857, 14.285714285714285, 14.285714285714285, 57.14285714285714, 0.0, 14.285714285714285, 42.857142857142854, 14.285714285714285, 28.57142857142857, 14.285714285714285, 14.285714285714285, 14.285714285714285, 42.857142857142854, 71.42857142857143, 28.57142857142857, 0.0, 42.857142857142854, 71.42857142857143, 42.857142857142854, 28.57142857142857, 0.0, 57.14285714285714, 0.0, 14.285714285714285, 28.57142857142857, 14.285714285714285, 14.285714285714285, 28.57142857142857, 42.857142857142854, 28.57142857142857, 14.285714285714285, 42.857142857142854, 14.285714285714285, 28.57142857142857, 28.57142857142857, 42.857142857142854, 14.285714285714285, 14.285714285714285, 14.285714285714285, 14.285714285714285, 28.57142857142857, 0.0, 14.285714285714285, 0.0, 42.857142857142854, 14.285714285714285, 14.285714285714285, 14.285714285714285, 0.0, 42.857142857142854, 14.285714285714285, 14.285714285714285, 42.857142857142854, 28.57142857142857, 14.285714285714285, 14.285714285714285]",1,739.4054779806659,2145.2857142857138,0.041989425054491734
371,371,300,simple,0.01,barabasi-albert,3,0.1,0.1,0.005,4,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 2. 1. 1. 1. 0. 0. 0. 1. 0.
 1. 0. 2. 0. 0. 0. 0. 2. 1. 4. 1. 2. 1. 0. 1. 1. 0. 1. 1. 2. 3. 1. 1. 0.
 1. 3. 0. 3. 4. 1. 1. 2. 1. 2. 0. 4. 3. 1. 1. 1. 2. 1. 3. 1. 1. 1. 2. 0.
 1. 2. 1. 2. 1. 1. 2. 9. 4. 1. 2. 2. 2. 2. 2. 0. 2. 2. 3. 1. 1. 2. 0. 2.
 2. 1. 3. 2. 2. 1. 3. 4. 2. 0. 2. 3. 0. 1. 0. 4. 1. 1. 2. 0. 0. 0. 2. 2.
 3. 2. 2. 3. 3. 4. 4. 2. 0. 0. 2. 1. 0. 1. 0. 0. 1. 2. 0. 2. 1. 1. 1. 2.
 1. 1. 1. 0. 2. 1. 0. 3. 3. 1. 1. 2. 0. 1. 0. 0. 0. 2. 2. 1. 1. 1. 1. 1.
 4. 3. 1. 0. 0. 0. 0. 3. 1. 1. 1. 0. 0. 2. 1. 0. 1. 1. 0. 0. 0. 0. 3. 0.
 2. 0. 1. 0. 0. 1. 1. 1. 0. 2. 0. 1. 1. 0. 3. 1. 0. 0. 0. 1. 0. 0. 3. 0.
 1. 0. 2. 1. 2. 0. 0. 0. 1. 2. 1. 2. 0. 1. 2. 1. 0. 0. 3. 1. 1. 1. 1. 1.
 2. 1. 0. 1. 0. 1. 0. 0. 2. 1. 2. 1. 0. 1. 1. 1. 0. 0. 1. 1. 0. 0. 0. 1.
 0. 0. 0. 1. 4. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 2. 0. 1. 0. 1. 0. 0. 1.
 0. 1. 2. 1. 0. 0. 0. 2. 5. 0. 1. 0.]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.11111111111111, 22.22222222222222, 11.11111111111111, 11.11111111111111, 11.11111111111111, 0.0, 0.0, 0.0, 11.11111111111111, 0.0, 11.11111111111111, 0.0, 22.22222222222222, 0.0, 0.0, 0.0, 0.0, 22.22222222222222, 11.11111111111111, 44.44444444444444, 11.11111111111111, 22.22222222222222, 11.11111111111111, 0.0, 11.11111111111111, 11.11111111111111, 0.0, 11.11111111111111, 11.11111111111111, 22.22222222222222, 33.33333333333333, 11.11111111111111, 11.11111111111111, 0.0, 11.11111111111111, 33.33333333333333, 0.0, 33.33333333333333, 44.44444444444444, 11.11111111111111, 11.11111111111111, 22.22222222222222, 11.11111111111111, 22.22222222222222, 0.0, 44.44444444444444, 33.33333333333333, 11.11111111111111, 11.11111111111111, 11.11111111111111, 22.22222222222222, 11.11111111111111, 33.33333333333333, 11.11111111111111, 11.11111111111111, 11.11111111111111, 22.22222222222222, 0.0, 11.11111111111111, 22.22222222222222, 11.11111111111111, 22.22222222222222, 11.11111111111111, 11.11111111111111, 22.22222222222222, 100.0, 44.44444444444444, 11.11111111111111, 22.22222222222222, 22.22222222222222, 22.22222222222222, 22.22222222222222, 22.22222222222222, 0.0, 22.22222222222222, 22.22222222222222, 33.33333333333333, 11.11111111111111, 11.11111111111111, 22.22222222222222, 0.0, 22.22222222222222, 22.22222222222222, 11.11111111111111, 33.33333333333333, 22.22222222222222, 22.22222222222222, 11.11111111111111, 33.33333333333333, 44.44444444444444, 22.22222222222222, 0.0, 22.22222222222222, 33.33333333333333, 0.0, 11.11111111111111, 0.0, 44.44444444444444, 11.11111111111111, 11.11111111111111]",1,419.41856183669046,1587.444444444443,0.14394871101875134
445,445,300,simple,0.01,barabasi-albert,3,0.1,0.75,0.005,4,"[0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0. 1. 2. 0. 1. 0. 0. 1. 0. 2.
 1. 2. 1. 1. 2. 2. 4. 1. 1. 0. 2. 0. 1. 2. 1. 2. 2. 0. 0. 0. 0. 1. 3. 1.
 2. 3. 1. 4. 2. 0. 2. 3. 2. 1. 6. 2. 1. 3. 3. 1. 1. 1. 1. 0. 1. 1. 1. 5.
 1. 3. 2. 2. 3. 4. 2. 2. 4. 1. 0. 0. 5. 4. 2. 7. 2. 4. 1. 2. 1. 1. 2. 4.
 2. 1. 3. 3. 0. 0. 3. 0. 3. 0. 4. 1. 1. 2. 4. 2. 4. 2. 1. 2. 2. 0. 4. 0.
 4. 0. 0. 1. 1. 1. 1. 0. 1. 4. 5. 2. 3. 2. 0. 0. 1. 1. 2. 1. 1. 2. 4. 2.
 2. 1. 4. 1. 1. 2. 1. 1. 1. 1. 1. 1. 3. 3. 1. 0. 0. 1. 0. 2. 2. 3. 1. 1.
 1. 2. 2. 2. 2. 1. 3. 1. 1. 1. 2. 0. 0. 0. 1. 0. 0. 1. 1. 3. 1. 0. 1. 1.
 1. 1. 0. 0. 0. 0. 1. 0. 0. 2. 1. 1. 1. 1. 1. 2. 2. 0. 2. 2. 0. 0. 1. 2.
 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 4. 0. 2. 1. 0. 1. 1. 0. 1. 1. 0. 0. 3.
 0. 0. 1. 0. 0. 1. 2. 0. 1. 0. 1. 1. 1. 1. 0. 1. 0. 0. 2. 0. 0. 0. 2. 0.
 3. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 1. 0. 0. 1. 1. 0. 0. 1. 2. 0.
 2. 2. 0. 0. 0. 2. 0. 2. 1. 1. 1. 2.]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.285714285714285, 0.0, 0.0, 14.285714285714285, 0.0, 14.285714285714285, 0.0, 14.285714285714285, 0.0, 14.285714285714285, 28.57142857142857, 0.0, 14.285714285714285, 0.0, 0.0, 14.285714285714285, 0.0, 28.57142857142857, 14.285714285714285, 28.57142857142857, 14.285714285714285, 14.285714285714285, 28.57142857142857, 28.57142857142857, 57.14285714285714, 14.285714285714285, 14.285714285714285, 0.0, 28.57142857142857, 0.0, 14.285714285714285, 28.57142857142857, 14.285714285714285, 28.57142857142857, 28.57142857142857, 0.0, 0.0, 0.0, 0.0, 14.285714285714285, 42.857142857142854, 14.285714285714285, 28.57142857142857, 42.857142857142854, 14.285714285714285, 57.14285714285714, 28.57142857142857, 0.0, 28.57142857142857, 42.857142857142854, 28.57142857142857, 14.285714285714285, 85.71428571428571, 28.57142857142857, 14.285714285714285, 42.857142857142854, 42.857142857142854, 14.285714285714285, 14.285714285714285, 14.285714285714285, 14.285714285714285, 0.0, 14.285714285714285, 14.285714285714285, 14.285714285714285, 71.42857142857143, 14.285714285714285, 42.857142857142854, 28.57142857142857, 28.57142857142857, 42.857142857142854, 57.14285714285714, 28.57142857142857, 28.57142857142857, 57.14285714285714, 14.285714285714285, 0.0, 0.0, 71.42857142857143, 57.14285714285714, 28.57142857142857, 100.0, 28.57142857142857, 57.14285714285714, 14.285714285714285, 28.57142857142857, 14.285714285714285, 14.285714285714285, 28.57142857142857, 57.14285714285714, 28.57142857142857, 14.285714285714285, 42.857142857142854, 42.857142857142854, 0.0, 0.0, 42.857142857142854, 0.0, 42.857142857142854, 0.0, 57.14285714285714, 14.285714285714285, 14.285714285714285, 28.57142857142857, 57.14285714285714, 28.57142857142857, 57.14285714285714, 28.57142857142857]",1,904.2819548872179,2521.571428571428,0.035930555572077326
448,448,300,simple,0.01,barabasi-albert,3,0.25,0.01,0.005,0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 1. 0. 0. 0. 0. 3. 1. 0. 2. 3. 1. 1. 0. 2. 0. 2. 0. 2. 4. 2. 0. 2. 2. 1.
 3. 2. 0. 1. 2. 3. 3. 1. 2. 4. 2. 3. 4. 0. 3. 1. 4. 2. 3. 2. 2. 2. 4. 1.
 2. 2. 1. 2. 0. 1. 3. 1. 2. 2. 2. 3. 3. 2. 3. 1. 2. 1. 0. 0. 1. 2. 1. 2.
 2. 4. 0. 2. 2. 2. 1. 2. 4. 1. 0. 3. 3. 1. 1. 2. 2. 4. 2. 0. 2. 0. 1. 1.
 2. 2. 4. 1. 1. 3. 1. 1. 0. 2. 0. 2. 1. 6. 0. 0. 0. 1. 0. 1. 1. 4. 0. 2.
 2. 1. 1. 1. 1. 2. 2. 1. 1. 2. 0. 1. 1. 3. 0. 1. 1. 1. 3. 1. 2. 1. 5. 2.
 2. 3. 1. 0. 0. 2. 1. 0. 2. 1. 0. 3. 0. 1. 0. 2. 1. 1. 0. 0. 1. 1. 0. 3.
 2. 2. 1. 0. 3. 1. 2. 3. 1. 1. 0. 0. 2. 2. 0. 2. 1. 0. 0. 1. 0. 0. 0. 1.
 3. 0. 2. 1. 2. 0. 1. 1. 2. 1. 1. 1. 0. 2. 2. 2. 1. 2. 2. 2. 2. 1. 0. 3.
 2. 1. 1. 1. 0. 0. 1. 1. 1. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 0. 0. 1.
 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 2. 1. 0. 0. 1. 0. 1. 0. 2. 0. 2. 0. 0.
 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0.]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 25.0, 25.0, 0.0, 0.0, 0.0, 0.0, 75.0, 25.0, 0.0, 50.0, 75.0, 25.0, 25.0, 0.0, 50.0, 0.0, 50.0, 0.0, 50.0, 100.0, 50.0, 0.0, 50.0, 50.0, 25.0, 75.0, 50.0, 0.0, 25.0, 50.0, 75.0, 75.0, 25.0, 50.0, 100.0, 50.0, 75.0, 100.0, 0.0, 75.0, 25.0, 100.0, 50.0, 75.0, 50.0, 50.0, 50.0, 100.0, 25.0, 50.0, 50.0, 25.0, 50.0, 0.0, 25.0, 75.0, 25.0, 50.0, 50.0, 50.0, 75.0, 75.0, 50.0, 75.0, 25.0, 50.0, 25.0, 0.0, 0.0, 25.0, 50.0, 25.0, 50.0, 50.0, 100.0, 0.0, 50.0, 50.0, 50.0, 25.0, 50.0, 100.0, 25.0, 0.0, 75.0, 75.0, 25.0, 25.0, 50.0, 50.0, 100.0]",1,2132.9473684210525,3918.0,-0.07085180995248899
496,496,300,simple,0.01,barabasi-albert,3,0.25,0.05,0.005,4,"[0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 2. 2. 0.
 3. 1. 0. 1. 2. 0. 2. 1. 1. 2. 1. 2. 3. 1. 4. 6. 0. 2. 3. 0. 1. 2. 1. 0.
 2. 2. 1. 1. 1. 3. 2. 3. 3. 4. 1. 4. 2. 3. 2. 3. 1. 3. 2. 3. 4. 0. 1. 1.
 1. 2. 7. 1. 1. 2. 0. 3. 2. 0. 1. 0. 0. 2. 1. 1. 4. 0. 0. 0. 2. 2. 1. 3.
 0. 1. 0. 0. 1. 3. 1. 1. 2. 1. 2. 0. 2. 2. 3. 1. 3. 1. 2. 1. 0. 3. 1. 0.
 1. 1. 1. 3. 2. 0. 1. 0. 0. 0. 1. 2. 0. 1. 2. 2. 1. 2. 2. 2. 1. 2. 1. 1.
 0. 0. 1. 2. 0. 2. 0. 0. 1. 1. 0. 1. 0. 0. 2. 0. 0. 2. 0. 1. 1. 0. 4. 1.
 0. 2. 2. 0. 3. 0. 0. 0. 0. 0. 1. 0. 2. 1. 1. 0. 2. 1. 1. 1. 1. 0. 1. 1.
 0. 0. 1. 1. 0. 3. 0. 0. 0. 0. 1. 0. 2. 0. 0. 2. 0. 1. 1. 0. 1. 1. 0. 1.
 1. 0. 0. 1. 1. 0. 0. 1. 0. 2. 1. 6. 2. 1. 1. 2. 0. 1. 1. 0. 0. 1. 0. 0.
 2. 0. 0. 0. 1. 1. 1. 0. 0. 1. 2. 1. 1. 0. 1. 0. 1. 3. 0. 1. 0. 0. 2. 0.
 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 2. 1. 1. 0.
 0. 0. 0. 0. 1. 0. 1. 1. 1. 0. 2. 0.]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.285714285714285, 0.0, 0.0, 14.285714285714285, 14.285714285714285, 14.285714285714285, 0.0, 0.0, 0.0, 0.0, 14.285714285714285, 0.0, 0.0, 0.0, 0.0, 28.57142857142857, 28.57142857142857, 0.0, 42.857142857142854, 14.285714285714285, 0.0, 14.285714285714285, 28.57142857142857, 0.0, 28.57142857142857, 14.285714285714285, 14.285714285714285, 28.57142857142857, 14.285714285714285, 28.57142857142857, 42.857142857142854, 14.285714285714285, 57.14285714285714, 85.71428571428571, 0.0, 28.57142857142857, 42.857142857142854, 0.0, 14.285714285714285, 28.57142857142857, 14.285714285714285, 0.0, 28.57142857142857, 28.57142857142857, 14.285714285714285, 14.285714285714285, 14.285714285714285, 42.857142857142854, 28.57142857142857, 42.857142857142854, 42.857142857142854, 57.14285714285714, 14.285714285714285, 57.14285714285714, 28.57142857142857, 42.857142857142854, 28.57142857142857, 42.857142857142854, 14.285714285714285, 42.857142857142854, 28.57142857142857, 42.857142857142854, 57.14285714285714, 0.0, 14.285714285714285, 14.285714285714285, 14.285714285714285, 28.57142857142857, 100.0, 14.285714285714285, 14.285714285714285, 28.57142857142857, 0.0, 42.857142857142854, 28.57142857142857, 0.0, 14.285714285714285, 0.0, 0.0, 28.57142857142857, 14.285714285714285, 14.285714285714285, 57.14285714285714, 0.0, 0.0, 0.0, 28.57142857142857, 28.57142857142857, 14.285714285714285, 42.857142857142854, 0.0, 14.285714285714285, 0.0, 0.0, 14.285714285714285, 42.857142857142854, 14.285714285714285, 14.285714285714285, 28.57142857142857, 14.285714285714285, 28.57142857142857, 0.0, 28.57142857142857, 28.57142857142857, 42.857142857142854, 14.285714285714285, 42.857142857142854, 14.285714285714285]",1,812.4094163981382,2304.999999999999,-0.11139309085971422
505,505,300,simple,0.01,barabasi-albert,3,0.25,0.1,0.005,1,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 1. 3. 3. 0. 2. 2. 3. 1. 0. 2. 1. 2. 1. 2. 0. 1. 2. 1. 3. 1.
 1. 0. 4. 0. 1. 1. 2. 2. 2. 1. 0. 2. 2. 0. 1. 2. 1. 3. 0. 3. 3. 2. 4. 3.
 1. 1. 4. 1. 2. 0. 1. 4. 6. 3. 3. 4. 4. 6. 2. 1. 2. 5. 2. 3. 0. 0. 3. 1.
 1. 3. 3. 4. 2. 1. 1. 1. 3. 1. 1. 0. 2. 2. 0. 1. 2. 0. 5. 2. 2. 2. 3. 2.
 1. 2. 0. 2. 3. 4. 0. 5. 1. 4. 1. 2. 0. 4. 1. 4. 0. 0. 1. 0. 2. 2. 0. 2.
 3. 1. 0. 1. 0. 3. 0. 2. 2. 0. 0. 0. 1. 1. 0. 2. 3. 1. 3. 2. 2. 3. 1. 0.
 1. 1. 1. 3. 2. 1. 1. 0. 1. 1. 1. 0. 0. 0. 2. 0. 2. 1. 1. 0. 1. 0. 0. 2.
 2. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 2. 1. 1. 3. 0. 1. 3. 0. 1. 0. 0. 2.
 0. 2. 0. 0. 1. 1. 1. 1. 1. 0. 0. 1. 0. 1. 0. 0. 0. 0. 1. 0. 1. 1. 1. 1.
 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 1. 2. 1. 1. 0. 1. 0. 1. 0. 1. 0. 0. 3.
 0. 0. 0. 2. 0. 1. 2. 0. 0. 1. 0. 2. 0. 1. 2. 1. 0. 1. 0. 0. 0. 0. 0. 0.
 1. 1. 0. 0. 0. 2. 0. 2. 2. 0. 0. 1.]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.666666666666664, 50.0, 50.0, 0.0, 33.33333333333333, 33.33333333333333, 50.0, 16.666666666666664, 0.0, 33.33333333333333, 16.666666666666664, 33.33333333333333, 16.666666666666664, 33.33333333333333, 0.0, 16.666666666666664, 33.33333333333333, 16.666666666666664, 50.0, 16.666666666666664, 16.666666666666664, 0.0, 66.66666666666666, 0.0, 16.666666666666664, 16.666666666666664, 33.33333333333333, 33.33333333333333, 33.33333333333333, 16.666666666666664, 0.0, 33.33333333333333, 33.33333333333333, 0.0, 16.666666666666664, 33.33333333333333, 16.666666666666664, 50.0, 0.0, 50.0, 50.0, 33.33333333333333, 66.66666666666666, 50.0, 16.666666666666664, 16.666666666666664, 66.66666666666666, 16.666666666666664, 33.33333333333333, 0.0, 16.666666666666664, 66.66666666666666, 100.0, 50.0, 50.0, 66.66666666666666, 66.66666666666666, 100.0, 33.33333333333333, 16.666666666666664, 33.33333333333333, 83.33333333333334, 33.33333333333333, 50.0, 0.0, 0.0, 50.0, 16.666666666666664, 16.666666666666664, 50.0, 50.0, 66.66666666666666, 33.33333333333333, 16.666666666666664, 16.666666666666664, 16.666666666666664, 50.0, 16.666666666666664, 16.666666666666664, 0.0, 33.33333333333333, 33.33333333333333, 0.0, 16.666666666666664, 33.33333333333333, 0.0]",1,1000.0769980506822,2499.6666666666665,0.12964476472169983
