,n,spread-type,simple-spread-chance,graph-type,ba-m,citizen-citizen-influence,citizen-media-influence,repetition,data,num_media
1904,300,simple,0.05,barabasi-albert,20,1,1,3,"[ 0.  1.  1.  0.  1.  0.  2.  2.  1.  4.  6.  5.  9. 15.  9. 11. 12. 11.
  9.  7. 13.  9.  8.  8.  7.  9. 12. 10.  6.  5.  5.  6.  9.  5.  8.  6.
  4.  9.  4.  3.  8.  4.  3.  1.  4.  3.  0.  2.  1.  0.  1.  1.  1.  0.
  1.  3.  1.  1.  2.  1.  2.  1.  2.  0.  0.  2.  0.  1.  0.  2.  0.  0.
  2.  1.  0.  2.  0.  3.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  1.  0.
  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",21
1905,300,simple,0.05,barabasi-albert,20,1,1,3,"[ 0.  3.  2.  2.  5. 10. 12. 12. 12.  9. 13. 13.  9. 10.  6.  7.  9. 11.
  9.  4. 10.  5.  5.  7.  6.  2.  7.  1. 13.  6.  6.  3.  3.  7.  2.  3.
  4.  1.  3.  3.  2.  3.  4.  1.  2.  3.  2.  3.  1.  2.  1.  3.  3.  2.
  2.  2.  1.  1.  1.  2.  1.  0.  0.  4.  3.  0.  0.  1.  1.  0.  0.  0.
  1.  0.  0.  0.  0.  2.  0.  0.  0.  1.  0.  1.  0.  1.  0.  1.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",21
1906,300,simple,0.05,barabasi-albert,20,1,1,3,"[ 0.  4.  4. 11.  9. 14. 10.  6.  7. 21.  8. 11. 13.  9.  9.  8. 13.  9.
  6. 10.  5.  3.  8.  6.  3.  4.  4.  8.  3.  4.  4.  7.  3.  6.  3.  4.
 10.  2.  6.  3.  4.  2.  2.  2.  0.  0.  0.  1.  2.  0.  3.  0.  1.  2.
  1.  0.  1.  0.  2.  3.  3.  0.  0.  1.  1.  0.  0.  0.  0.  1.  0.  1.
  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",21
1907,300,simple,0.05,barabasi-albert,20,1,1,3,"[ 0.  0.  5.  5.  5.  9. 15.  7. 12. 14. 10.  8.  9. 13.  8.  9. 11.  6.
  8. 11.  9.  4.  4.  6.  5.  6.  2.  4. 11.  3.  4.  7.  5.  2.  2.  2.
  5.  6.  5.  2.  7.  1.  2.  3.  2.  1.  0.  4.  2.  2.  2.  2.  3.  1.
  0.  0.  2.  1.  3.  2.  1.  1.  1.  0.  1.  2.  2.  1.  1.  0.  1.  0.
  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  1.  0.  0.  1.  0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",21
1908,300,simple,0.05,barabasi-albert,20,1,1,3,"[ 0.  3.  1.  2.  1.  7.  6.  5.  9.  6. 10.  9.  8. 10. 10. 13. 14. 13.
  9.  6.  4. 12. 12.  5.  6.  7.  6.  3.  8.  5.  4.  2.  3.  3.  5.  5.
  2.  5.  5.  4.  5.  4.  4.  5.  4.  5.  4.  1.  0.  1.  3.  4.  0.  2.
  3.  1.  2.  1.  1.  0.  0.  1.  0.  2.  1.  2.  0.  0.  0.  2.  0.  1.
  2.  1.  0.  0.  0.  0.  2.  0.  0.  0.  0.  1.  1.  1.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",21
1909,300,simple,0.05,barabasi-albert,20,1,1,3,"[ 0.  3.  2.  4.  2.  6.  6. 10. 15.  6.  7. 11.  9.  9. 13.  6. 10. 14.
  9.  8. 13.  9.  7.  4.  7.  7.  8.  6.  5.  4.  7.  2.  3.  1.  3.  4.
  3.  2.  6.  3.  6.  2.  2.  2.  2.  3.  5.  2.  0.  2.  3.  2.  4.  2.
  4.  0.  0.  1.  2.  0.  1.  1.  1.  2.  0.  0.  0.  2.  0.  0.  0.  0.
  0.  2.  0.  1.  0.  0.  0.  1.  2.  0.  0.  0.  0.  0.  0.  0.  0.  1.
  1.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  1.  0.  0.
  0.  0.  0.  0.  0.  0.]",21
1910,300,simple,0.05,barabasi-albert,20,1,1,3,"[ 0.  2.  1.  1.  1.  2.  4.  5. 12. 10. 12. 10. 17.  7.  9. 14.  5.  8.
  6. 11.  6.  8.  4.  7.  9.  6.  9.  4.  3.  7.  4.  5.  4.  2.  5.  4.
  6.  2.  7.  2.  1.  7.  4.  2.  5.  4.  0.  2.  2.  6.  2.  2.  2.  3.
  3.  2.  2.  2.  2.  2.  0.  0.  0.  1.  1.  2.  0.  0.  0.  0.  0.  0.
  0.  1.  2.  2.  0.  0.  0.  0.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.
  1.  0.  0.  0.  0.  1.  0.  2.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  0.  0.  0.  0.  0.]",21
1911,300,simple,0.05,barabasi-albert,20,1,1,3,"[ 0.  1.  0.  2.  3.  0.  5.  7.  7. 17. 11. 13. 11. 14.  9.  8. 16.  6.
  4.  8. 10.  5.  6.  4.  6.  5.  6.  4.  6.  4.  4.  3.  5.  8.  4.  6.
  2.  6.  2.  2.  0.  2.  8.  5.  1.  6.  4.  2.  5.  3.  2.  3.  2.  3.
  1.  3.  1.  3.  0.  1.  3.  0.  1.  0.  0.  2.  1.  0.  0.  1.  2.  0.
  0.  0.  0.  2.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  1.  0.  0.  1.
  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  1.
  0.  0.  0.  0.  1.  0.]",21
1912,300,simple,0.05,barabasi-albert,20,1,1,3,"[ 0.  2.  1.  1.  3.  9. 10. 17. 17. 14. 14.  7. 15. 10. 10.  8.  9. 10.
  9.  9.  7.  8.  1.  4.  9.  2.  5.  5.  7.  5.  5.  6.  1.  3.  1.  6.
  5.  2.  4.  2.  3.  4.  4.  1.  4.  2.  4.  2.  1.  2.  0.  1.  2.  0.
  3.  1.  0.  1.  0.  1.  0.  0.  1.  0.  1.  1.  1.  1.  2.  1.  0.  1.
  0.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.  1.  1.  0.  1.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  1.]",21
1913,300,simple,0.05,barabasi-albert,20,1,1,3,"[ 0.  1.  0.  5.  4.  4.  9.  5. 11. 12. 14. 12. 12. 17. 12. 11.  9. 12.
  9. 12.  9.  7.  6.  4. 12.  8.  7.  4.  2.  3.  6.  3.  4.  5.  4.  3.
  3.  1.  3.  5.  1.  1.  2.  1.  1.  2.  2.  1.  3.  2.  3.  0.  4.  0.
  0.  1.  0.  1.  3.  1.  3.  0.  0.  0.  0.  1.  0.  0.  0.  2.  2.  0.
  1.  0.  1.  1.  0.  1.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  1.  0.  0.  0.  0.  0.]",21
1914,300,simple,0.05,barabasi-albert,20,1,1,3,"[ 0.  3.  3.  5.  5.  1.  4.  5.  5.  7. 11. 15. 12. 13. 11.  9. 12.  6.
  7.  5. 11.  8.  9.  8.  4.  7.  4.  9.  7.  6.  5.  3.  3.  8. 11.  5.
  3.  0.  4.  3.  3.  2.  5.  6.  3.  1.  1.  4.  1.  0.  2.  1.  3.  4.
  1.  1.  1.  0.  1.  1.  2.  1.  0.  2.  2.  0.  0.  3.  0.  1.  1.  0.
  0.  0.  1.  1.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  1.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",21
1915,300,simple,0.05,barabasi-albert,20,1,1,3,"[ 0.  3.  4.  7. 13. 10. 12. 17. 12. 10.  9. 11.  5. 10.  5.  5.  7.  9.
  6.  8.  9.  7.  6. 10.  7.  8.  2.  8.  5.  3.  2.  3.  5.  2.  6.  5.
  2.  3.  2.  2.  2.  3.  3.  2.  2.  2.  2.  2.  3.  1.  0.  1.  3.  2.
  2.  3.  2.  1.  0.  1.  0.  1.  0.  1.  1.  0.  1.  0.  0.  1.  0.  1.
  0.  1.  2.  0.  1.  1.  1.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  1.
  0.  0.  0.  2.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",21
1916,300,simple,0.05,barabasi-albert,20,1,1,3,"[ 0.  4.  3.  3.  7. 11. 15. 12. 11. 11. 14.  8. 12. 10.  7. 11.  7.  9.
 11. 12.  4.  3. 10.  6.  4.  3. 11.  3.  6.  6.  3.  7.  3.  5.  3.  3.
  5.  5.  2.  1.  2.  2.  1.  3.  4.  0.  1.  1.  0.  1.  1.  2.  2.  3.
  1.  1.  3.  1.  0.  0.  2.  0.  0.  1.  0.  0.  0.  0.  1.  3.  0.  0.
  1.  0.  0.  1.  1.  0.  0.  0.  0.  0.  1.  0.  2.  0.  0.  0.  0.  0.
  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",21
1917,300,simple,0.05,barabasi-albert,20,1,1,3,"[ 0.  1.  0.  0.  3.  7.  3. 11. 11. 14. 15. 18. 13. 12. 16.  9. 11. 10.
  8.  8.  7. 12.  6.  2.  3.  4.  6.  5.  3.  5. 10.  4.  1.  4.  6.  3.
  3.  4.  3.  4.  3.  2.  1.  0.  2.  3.  2.  2.  0.  2.  2.  2.  1.  2.
  2.  1.  0.  2.  1.  1.  0.  0.  3.  2.  0.  1.  1.  0.  0.  1.  0.  3.
  1.  0.  0.  0.  0.  1.  1.  1.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.
  0.  1.  0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  1.  0.]",21
1918,300,simple,0.05,barabasi-albert,20,1,1,3,"[ 0.  2.  3.  2.  3.  1.  4.  2.  2.  3.  4.  6.  9.  6.  6. 10.  8. 11.
 12. 15.  5.  9.  7. 10. 15. 12. 13.  4.  6.  6.  7.  3.  4.  0.  5. 10.
  7.  7.  6.  3.  3.  1.  5.  5.  2.  3.  7.  1.  2.  1.  0.  1.  0.  2.
  1.  3.  3.  0.  1.  1.  0.  2.  2.  1.  1.  0.  2.  1.  0.  0.  0.  0.
  1.  1.  0.  0.  0.  0.  3.  0.  1.  0.  0.  0.  1.  0.  0.  0.  1.  1.
  0.  1.  1.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  1.  0.  0.  0.  0.  0.]",21
1919,300,simple,0.05,barabasi-albert,20,1,1,3,"[ 0.  1.  3.  2.  3.  4.  9.  8.  9. 12.  7. 18.  9. 11. 16. 10.  5.  8.
 10.  7.  8.  8.  4.  8.  5.  5.  3.  8.  8.  5.  2.  2.  6.  4.  5.  2.
  1.  5.  4.  6.  3.  2.  1.  2.  2.  6.  3.  5.  3.  1.  4.  0.  1.  3.
  2.  0.  3.  0.  1.  2.  0.  1.  0.  0.  2.  0.  0.  2.  0.  1.  0.  1.
  0.  1.  0.  1.  2.  0.  0.  1.  0.  0.  1.  0.  1.  1.  0.  1.  0.  0.
  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  1.  0.]",21
1920,300,simple,0.05,barabasi-albert,20,1,1,4,"[ 0.  4.  8. 17. 13. 24.  9. 11. 10. 13.  8.  6. 14.  7.  6.  8.  9.  7.
  9.  6.  4. 10.  4.  2.  9.  9.  7.  1.  1.  5.  1.  4.  5.  5.  7.  2.
  2.  2.  6.  1.  3.  3.  3.  4.  2.  5.  2.  1.  0.  1.  2.  1.  2.  0.
  1.  1.  2.  2.  1.  1.  0.  0.  2.  1.  1.  0.  0.  0.  0.  0.  1.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.  0.  0.  0.  0.  0.  1.  0.
  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  0.  0.  0.  0.  1.  0.]",34
1921,300,simple,0.05,barabasi-albert,20,1,1,4,"[ 0.  8.  5. 14. 16. 14. 12. 14. 16. 12.  9. 13. 12. 11.  8.  5.  7.  8.
  9.  8.  7.  6.  6. 10.  5.  6.  7.  5.  0.  3.  4.  5.  1.  3.  1.  2.
  1.  1.  1.  2.  2.  1.  5.  2.  3.  3.  3.  2.  3.  0.  1.  0.  2.  0.
  2.  0.  1.  0.  0.  3.  0.  1.  1.  1.  0.  0.  2.  2.  0.  1.  0.  1.
  0.  0.  0.  0.  0.  1.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",34
1922,300,simple,0.05,barabasi-albert,20,1,1,4,"[ 0.  7.  8. 20. 17. 15.  9.  9. 13. 12.  6. 14.  8.  7.  4. 11. 11.  9.
  4.  9. 11.  5.  8.  7.  5.  4.  4.  4.  5.  3.  3.  2.  2.  2.  4.  5.
  2.  4.  2.  4.  3.  2.  0.  2.  4.  2.  3.  2.  2.  2.  0.  0.  0.  1.
  2.  0.  1.  2.  1.  2.  1.  0.  1.  1.  1.  0.  0.  1.  0.  0.  0.  0.
  1.  0.  1.  1.  0.  1.  0.  0.  0.  1.  0.  0.  2.  1.  0.  1.  0.  0.
  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",34
1923,300,simple,0.05,barabasi-albert,20,1,1,4,"[ 0. 10.  7. 11. 18.  8. 13. 15.  9. 13.  7. 16. 17.  8. 11. 10.  7.  9.
  7. 11.  5.  3.  4.  9. 10.  5.  6.  7.  1.  2.  4.  3.  3.  2.  4.  1.
  2.  1.  3.  0.  3.  6.  4.  0.  1.  2.  2.  0.  1.  0.  0.  2.  0.  2.
  1.  0.  1.  0.  2.  1.  3.  0.  1.  0.  0.  0.  0.  0.  0.  1.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  3.  2.  0.  0.  2.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",34
1924,300,simple,0.05,barabasi-albert,20,1,1,4,"[ 0.  6. 12. 18.  8. 19. 11. 12. 12.  4. 10. 11.  2.  8.  4. 12.  8.  9.
  9.  4.  9.  7.  4.  9.  9.  3.  7.  4.  3.  6.  4.  6.  4.  3.  2.  4.
  3.  1.  3.  1.  4.  5.  0.  4.  1.  1.  1.  0.  1.  4.  1.  2.  2.  0.
  1.  0.  1.  2.  4.  0.  2.  1.  1.  1.  1.  2.  1.  0.  0.  0.  1.  1.
  0.  1.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  2.  0.  1.  0.  0.  0.
  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",34
1925,300,simple,0.05,barabasi-albert,20,1,1,4,"[ 0.  1.  7. 11.  5. 11. 17. 12. 15. 16. 10. 10. 14. 11.  5. 10.  7.  5.
  6.  3.  6.  7.  8.  4.  6.  4. 10.  4.  6.  6.  0.  2.  4.  2.  2.  7.
  1.  4.  3.  2.  3.  1.  3.  2.  3.  2.  2.  4.  1.  2.  1.  2.  5.  2.
  0.  0.  1.  0.  0.  1.  0.  2.  1.  0.  3.  1.  1.  1.  0.  1.  0.  0.
  0.  1.  1.  1.  0.  0.  0.  0.  3.  0.  2.  0.  0.  0.  0.  0.  0.  1.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",34
1926,300,simple,0.05,barabasi-albert,20,1,1,4,"[ 0.  9.  8. 11. 18. 16. 12. 12.  7. 10. 12. 12. 10. 12.  8. 11. 11.  9.
  8.  9.  3.  5.  2.  6.  4.  8.  3.  2.  6.  0.  7.  4.  2.  1.  3.  3.
  1.  2.  1.  3.  1.  1.  2.  4.  1.  5.  1.  1.  2.  0.  3.  1.  2.  3.
  2.  0.  0.  0.  2.  2.  2.  1.  2.  0.  0.  0.  0.  1.  2.  0.  2.  2.
  2.  0.  0.  3.  0.  1.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.
  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  1.  0.]",34
1927,300,simple,0.05,barabasi-albert,20,1,1,4,"[ 0. 10.  9.  7. 17. 14. 19. 15.  8.  9.  9.  8. 15. 12.  8. 10.  8.  6.
  6.  7.  7.  6.  9.  6.  8.  8.  1.  5.  2.  6.  2.  3.  4.  4.  1.  4.
  2.  3.  0.  1.  0.  3.  3.  1.  3.  3.  2.  2.  2.  1.  0.  2.  0.  4.
  0.  2.  0.  2.  0.  0.  0.  0.  0.  3.  0.  0.  1.  1.  1.  1.  2.  1.
  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.  0.  0.  1.  0.  0.  0.
  1.  0.  0.  0.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",34
1928,300,simple,0.05,barabasi-albert,20,1,1,4,"[ 0.  4.  9. 18. 10. 15. 11.  8. 13. 12. 11. 17. 13. 10.  8.  7.  9. 11.
 12. 10.  7.  5.  5.  5.  5.  7.  4.  4.  3.  6.  5.  2.  1.  6.  5.  3.
  1.  3.  0.  0.  3.  4.  0.  1.  5.  3.  1.  2.  2.  2.  1.  0.  2.  0.
  1.  0.  0.  1.  0.  0.  0.  0.  1.  0.  1.  3.  0.  1.  0.  0.  0.  0.
  0.  0.  2.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",34
1929,300,simple,0.05,barabasi-albert,20,1,1,4,"[ 0. 11.  8. 15. 12. 15. 13. 14. 12.  9. 12. 16. 12. 13.  6.  8.  7.  6.
 10.  9.  6. 10.  5.  1.  6.  2.  4.  6.  4.  3.  5.  1.  0.  4.  4.  2.
  2.  3.  2.  2.  1.  1.  0.  2.  2.  6.  2.  2.  1.  4.  3.  2.  1.  1.
  2.  3.  0.  0.  0.  0.  1.  0.  1.  1.  1.  0.  0.  0.  0.  0.  1.  1.
  0.  0.  0.  0.  0.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",34
1930,300,simple,0.05,barabasi-albert,20,1,1,4,"[ 0.  5.  9. 12. 19. 16. 15. 10. 10. 13. 13.  7.  7.  9.  8.  3. 11.  9.
  8.  6.  8.  1.  7.  4.  6.  8.  6. 12.  5.  4.  4.  7.  2.  4.  1.  5.
  5.  5.  1.  4.  2.  0.  2.  2.  1.  1.  3.  3.  1.  2.  3.  2.  0.  0.
  1.  0.  2.  2.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.  0.
  0.  0.  1.  0.  0.  1.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",34
1931,300,simple,0.05,barabasi-albert,20,1,1,4,"[ 0.  4. 11. 14. 17. 10. 11.  9.  7. 12. 11.  7. 10.  3. 11.  5. 10. 11.
 12. 12.  0.  9.  9.  6.  6.  3.  6.  5.  8.  6.  6.  6.  1.  2.  3.  4.
  5.  3.  2.  1.  3.  3.  2.  1.  1.  2.  3.  2.  1.  1.  1.  1.  2.  1.
  0.  1.  1.  1.  1.  1.  4.  2.  0.  0.  0.  1.  1.  1.  1.  1.  0.  0.
  0.  0.  0.  1.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.]",34
1932,300,simple,0.05,barabasi-albert,20,1,1,4,"[ 0. 10.  7. 15. 14. 14. 11. 14.  7. 10. 18.  6. 12. 11.  7.  7.  7.  6.
  4.  7.  7.  6.  5.  6.  7.  5.  8.  6.  4.  7.  3.  0.  4.  7.  1.  3.
  2.  4.  3.  2.  4.  4.  1.  1.  4.  3.  3.  2.  1.  4.  0.  1.  2.  1.
  0.  1.  0.  2.  1.  0.  1.  1.  0.  1.  1.  0.  1.  0.  0.  0.  1.  1.
  0.  0.  0.  0.  0.  2.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",34
1933,300,simple,0.05,barabasi-albert,20,1,1,4,"[ 0.  6.  7. 12.  8. 14.  8. 16. 14. 11.  7. 15.  9.  8.  8. 10. 13.  8.
  4.  6. 11. 12.  8.  9. 12.  4.  6.  6.  5.  4.  1.  5.  4.  2.  1.  4.
  2.  0.  1.  3.  4.  1.  2.  1.  1.  0.  0.  3.  1.  4.  1.  2.  1.  0.
  0.  0.  0.  2.  0.  0.  1.  0.  1.  1.  2.  1.  0.  2.  0.  0.  0.  0.
  0.  0.  1.  0.  0.  0.  0.  0.  1.  1.  1.  0.  1.  0.  1.  1.  0.  1.
  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",34
1934,300,simple,0.05,barabasi-albert,20,1,1,4,"[ 0.  8. 14. 17.  9. 17.  8. 10. 13. 10. 15. 11. 10. 11.  9.  8.  3.  7.
 12.  6.  7.  6.  3. 10.  6.  4.  4.  2.  6.  9.  5.  5.  2.  1.  2.  3.
  1.  3.  1.  1.  2.  0.  3.  3.  2.  1.  0.  2.  2.  1.  0.  0.  2.  2.
  1.  1.  3.  1.  0.  1.  1.  4.  3.  0.  1.  1.  0.  2.  0.  1.  3.  0.
  0.  0.  2.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",34
1935,300,simple,0.05,barabasi-albert,20,1,1,4,"[ 0.  6.  7.  9. 22. 18. 11. 11.  7.  9. 16. 16. 11.  7.  5.  9. 11.  7.
  7.  3.  7.  6.  5.  8.  2.  6.  4.  7.  5.  4.  3.  2.  3.  7.  5.  3.
  0.  6.  2.  2.  0.  1.  2.  2.  3.  0.  2.  1.  2.  2.  0.  3.  3.  3.
  5.  0.  3.  0.  0.  1.  0.  2.  2.  0.  2.  0.  1.  1.  0.  0.  1.  0.
  0.  0.  0.  2.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
  0.  0.  0.  0.  0.  0.]",34
1936,300,simple,0.05,barabasi-albert,20,1,1,4,"[ 0.  4.  8.  8.  9. 14. 14. 12. 14. 10. 12.  5.  9. 10. 11.  9. 10.  7.
 12.  6.  9.  9.  3.  8.  6.  8.  5.  8.  8.  2.  2.  3.  5.  3.  2.  2.
  3.  2.  1.  0.  5.  5.  3.  1.  0.  0.  1.  1.  1.  3.  2.  1.  1.  3.
  0.  2.  0.  1.  1.  0.  1.  0.  0.  1.  1.  3.  0.  1.  4.  2.  0.  0.
  1.  0.  0.  2.  0.  0.  0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  1.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
  0.  0.  0.  0.  0.  0.]",34
1937,300,simple,0.05,barabasi-albert,20,1,1,4,"[ 0.  4.  6.  7.  9. 13. 15. 18. 10.  9. 10. 10. 12. 12.  8. 11.  5.  6.
  2.  8.  5.  3.  5.  6.  3.  6.  7.  6.  9.  2.  4.  3.  3.  8.  5.  2.
  7.  4.  2.  2.  3.  0.  3.  1.  1.  2.  4.  1.  4.  1.  2.  1.  2.  0.
  2.  2.  1.  1.  2.  2.  0.  0.  1.  0.  4.  2.  0.  3.  0.  0.  0.  1.
  1.  0.  0.  2.  1.  0.  0.  0.  1.  0.  0.  2.  0.  0.  0.  0.  2.  0.
  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",34
1938,300,simple,0.05,barabasi-albert,20,1,1,4,"[ 0.  1.  0.  5.  3.  3. 12. 11. 13. 10. 14. 12.  6.  7.  9.  8.  7. 17.
  5. 16. 10. 11.  3.  6.  9.  4.  6.  4.  5.  2.  9.  3.  2.  4.  2.  1.
  4.  5.  0.  6.  1.  1.  4.  0.  4.  5.  3.  3.  1.  2.  2.  2.  4.  1.
  0.  1.  3.  0.  1.  1.  1.  2.  1.  1.  0.  1.  0.  1.  2.  1.  0.  1.
  0.  1.  0.  0.  0.  1.  0.  0.  2.  1.  1.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",34
1939,300,simple,0.05,barabasi-albert,20,1,1,4,"[ 0.  8.  7. 11. 15. 14. 13.  7.  9. 14. 12.  7. 11.  7.  9.  7.  9. 10.
 10.  5. 10.  7.  8.  5.  5.  5. 10.  3.  3.  3.  3.  4.  3.  2.  6.  2.
  1.  3.  4.  2.  3.  5.  2.  2.  4.  4.  1.  1.  1.  2.  2.  0.  0.  1.
  0.  2.  0.  1.  4.  2.  1.  0.  3.  1.  0.  0.  0.  0.  0.  1.  0.  1.
  0.  0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  1.  0.  1.  0.
  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]",34
