,n,spread-type,simple-spread-chance,graph-type,ba-m,organizing-capacity,organizing-strategy,repetition,data
326,300,simple,0.01,barabasi-albert,10,1,high-degree-media,0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 1. 1. 0. 0. 0. 0. 2. 2. 2. 1. 2. 3. 3. 0.
 1. 1. 1. 1. 1. 1. 2. 4. 2. 0. 2. 0. 0. 1. 2. 0. 2. 2. 1. 0. 0. 1. 0. 0.
 0. 0. 2. 2. 0. 2. 0. 1. 1. 1. 1. 0. 2. 0. 2. 0. 0. 2. 0. 1. 5. 3. 2. 3.
 0. 1. 0. 0. 1. 1. 0. 2. 3. 2. 3. 2. 1. 3. 1. 0. 1. 3. 0. 2. 0. 2. 1. 1.
 2. 1. 3. 1. 3. 1. 0. 0. 0. 1. 1. 0. 0. 1. 2. 0. 0. 0. 2. 1. 2. 2. 0. 1.
 1. 0. 2. 5. 0. 2. 1. 0. 0. 0. 0. 1. 2. 1. 1. 0. 0. 0. 0. 0. 0. 2. 2. 1.
 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 1. 0. 1. 1. 1. 1. 1. 1. 0. 1. 0. 0.
 1. 0. 0. 0. 1. 0. 2. 1. 2. 0. 1. 1. 1. 0. 0. 0. 1. 0. 1. 1. 1. 0. 2. 0.
 0. 0. 1. 2. 1. 0. 1. 0. 0. 1. 0. 1. 1. 1. 2. 1. 1. 1. 0. 0. 1. 0. 0. 0.
 0. 2. 1. 0. 0. 1. 1. 0. 2. 0. 1. 1.]"
327,300,simple,0.01,barabasi-albert,10,1,high-degree-media,0,"[0. 0. 2. 3. 2. 2. 0. 1. 2. 2. 2. 0. 2. 0. 2. 0. 2. 3. 1. 2. 2. 3. 0. 0.
 1. 2. 0. 1. 1. 2. 1. 2. 1. 2. 1. 0. 2. 2. 1. 0. 3. 2. 1. 0. 0. 1. 5. 2.
 3. 1. 2. 1. 0. 0. 0. 1. 2. 0. 0. 4. 1. 2. 0. 1. 1. 2. 1. 1. 0. 0. 1. 2.
 3. 2. 1. 2. 2. 0. 0. 2. 1. 0. 1. 1. 1. 1. 1. 2. 4. 1. 1. 0. 1. 2. 0. 1.
 2. 1. 0. 2. 2. 0. 2. 2. 0. 0. 0. 0. 0. 0. 1. 2. 0. 3. 2. 1. 0. 1. 0. 3.
 0. 1. 0. 0. 0. 3. 0. 0. 0. 0. 1. 1. 0. 2. 0. 0. 0. 0. 1. 1. 0. 2. 0. 0.
 1. 0. 0. 1. 0. 1. 0. 0. 0. 0. 1. 1. 0. 1. 0. 1. 1. 1. 0. 0. 0. 0. 2. 0.
 1. 1. 1. 1. 0. 4. 0. 0. 0. 1. 0. 1. 4. 0. 0. 2. 1. 0. 0. 0. 1. 1. 1. 0.
 0. 0. 1. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 1. 0. 1. 0. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 2. 0. 3. 0. 0. 0. 0. 1. 1. 2.
 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 2. 0. 1. 1. 0. 0. 0. 0. 0. 1. 2. 0.
 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 2. 2. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 1.]"
328,300,simple,0.01,barabasi-albert,10,1,high-degree-media,0,"[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1.
 0. 1. 1. 1. 0. 1. 0. 0. 1. 0. 0. 0. 1. 2. 0. 0. 1. 1. 0. 0. 2. 0. 1. 0.
 2. 1. 2. 0. 1. 2. 1. 1. 1. 1. 1. 1. 0. 1. 0. 0. 2. 2. 1. 0. 1. 0. 2. 1.
 2. 1. 4. 0. 0. 1. 2. 1. 2. 1. 2. 1. 0. 4. 0. 1. 2. 2. 0. 4. 1. 0. 1. 2.
 0. 0. 1. 2. 1. 1. 1. 0. 1. 1. 0. 3. 2. 0. 0. 1. 1. 1. 1. 1. 2. 2. 1. 0.
 0. 1. 1. 1. 2. 0. 2. 0. 1. 0. 0. 2. 0. 0. 1. 1. 1. 0. 1. 1. 0. 0. 1. 0.
 0. 1. 0. 3. 3. 1. 2. 1. 0. 0. 1. 1. 0. 1. 1. 1. 0. 0. 0. 1. 1. 2. 1. 1.
 0. 0. 0. 0. 0. 0. 3. 0. 2. 1. 1. 1. 1. 1. 4. 0. 0. 0. 0. 0. 1. 2. 2. 1.
 0. 0. 0. 0. 1. 0. 1. 2. 2. 3. 1. 0. 1. 0. 1. 1. 0. 0. 1. 0. 0. 1. 0. 0.
 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 3. 2. 0. 2. 0. 1. 0. 2. 0. 0. 1. 1.
 0. 0. 0. 0. 0. 1. 0. 0. 2. 0. 0. 2. 1. 0. 2. 1. 0. 1. 0. 0. 0. 0. 0. 1.
 0. 2. 2. 0. 0. 0. 1. 0. 0. 1. 0. 1.]"
329,300,simple,0.01,barabasi-albert,10,1,high-degree-media,0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0.
 0. 1. 1. 0. 0. 0. 2. 0. 0. 1. 1. 1. 1. 0. 1. 1. 0. 1. 0. 1. 1. 1. 1. 0.
 0. 1. 1. 0. 0. 0. 0. 0. 1. 1. 1. 2. 1. 1. 1. 0. 0. 1. 1. 0. 0. 1. 0. 1.
 1. 2. 3. 1. 0. 0. 2. 1. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 1. 3. 0. 2. 0. 0.
 1. 0. 1. 1. 1. 1. 0. 0. 1. 3. 1. 0. 2. 1. 0. 0. 2. 2. 1. 0. 2. 0. 1. 0.
 1. 0. 0. 0. 0. 3. 1. 2. 2. 2. 1. 1. 1. 1. 1. 0. 0. 2. 0. 0. 0. 1. 2. 0.
 0. 1. 0. 1. 3. 0. 4. 1. 1. 0. 0. 0. 0. 0. 0. 0. 2. 1. 2. 1. 0. 1. 1. 0.
 1. 2. 2. 1. 0. 0. 2. 1. 0. 0. 0. 1. 2. 1. 1. 1. 1. 1. 0. 1. 1. 0. 0. 0.
 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 1. 0. 2. 2. 2. 0. 0. 0. 1. 1. 1.
 1. 0. 0. 1. 2. 2. 2. 0. 0. 0. 1. 0. 0. 1. 1. 1. 2. 1. 0. 0. 1. 0. 0. 0.
 0. 1. 1. 0. 1. 0. 0. 1. 0. 1. 3. 0. 0. 0. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 1. 2. 0. 2. 0. 0. 1. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 0. 0. 0.
 2. 0. 0. 0. 0. 1. 0. 3. 1. 2. 0. 0.]"
330,300,simple,0.01,barabasi-albert,10,1,high-degree-media,1,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0.
 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0.
 0. 0. 3. 0. 0. 0. 0. 0. 0. 2. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 2. 0. 0. 0.
 1. 0. 2. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 1. 2. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 0. 0. 0. 0. 2. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
 0. 0. 1. 0. 0. 0. 2. 1. 0. 2. 0. 1.]"
331,300,simple,0.01,barabasi-albert,10,1,high-degree-media,1,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 1. 0. 0. 0. 1.
 1. 1. 0. 0. 2. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1.
 0. 0. 1. 1. 1. 5. 2. 0. 0. 3. 0. 1. 1. 2. 0. 1. 1. 2. 2. 1. 1. 1. 1. 0.
 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 2. 1. 0. 1. 2. 3. 0. 0. 0. 2.
 1. 0. 1. 0. 0. 0. 2. 0. 0. 1. 0. 0. 1. 0. 1. 1. 2. 1. 1. 0. 0. 0. 2. 2.
 1. 0. 0. 1. 1. 1. 2. 0. 0. 1. 1. 0. 0. 1. 2. 2. 1. 2. 0. 1. 1. 0. 2. 0.
 0. 1. 1. 0. 1. 1. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 1. 2. 0. 0. 1.
 1. 2. 3. 1. 0. 2. 0. 1. 1. 0. 0. 2. 0. 0. 1. 1. 2. 1. 1. 1. 0. 1. 1. 0.
 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1. 2. 0. 0.
 0. 0. 0. 0. 1. 1. 0. 1. 1. 0. 0. 0. 2. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0.
 0. 1. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0.]"
332,300,simple,0.01,barabasi-albert,10,1,high-degree-media,1,"[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1.
 0. 1. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 3. 0. 0. 0. 1.
 0. 0. 1. 2. 0. 1. 1. 0. 1. 0. 2. 0. 0. 1. 1. 0. 2. 0. 0. 0. 0. 1. 0. 0.
 0. 1. 0. 2. 1. 1. 0. 2. 2. 1. 0. 1. 3. 2. 1. 1. 1. 0. 0. 1. 1. 2. 1. 0.
 1. 1. 1. 1. 1. 1. 1. 0. 1. 0. 0. 1. 0. 0. 1. 1. 4. 0. 2. 2. 0. 1. 0. 2.
 2. 0. 0. 1. 0. 0. 0. 1. 2. 1. 1. 3. 0. 1. 1. 1. 1. 0. 0. 0. 1. 2. 3. 1.
 0. 0. 1. 1. 1. 0. 0. 1. 0. 4. 1. 1. 1. 2. 1. 1. 1. 0. 0. 1. 0. 0. 0. 1.
 0. 2. 1. 3. 1. 2. 0. 2. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 0. 1. 1.
 2. 0. 0. 1. 0. 2. 0. 0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0.
 1. 3. 1. 0. 0. 0. 0. 0. 0. 1. 2. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 1. 1. 0.
 0. 3. 4. 0. 0. 0. 1. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 1. 0. 1.
 1. 3. 1. 0. 1. 1. 0. 0. 0. 0. 1. 2.]"
333,300,simple,0.01,barabasi-albert,10,1,high-degree-media,1,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1.
 0. 3. 3. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 1. 0. 0. 2. 0. 1. 1. 1. 1.
 0. 1. 0. 3. 2. 0. 1. 1. 0. 0. 4. 1. 0. 0. 4. 1. 1. 1. 1. 1. 1. 0. 0. 0.
 0. 1. 0. 1. 2. 3. 1. 3. 1. 2. 2. 2. 2. 2. 1. 2. 0. 2. 2. 2. 1. 2. 0. 0.
 3. 1. 2. 1. 0. 0. 2. 0. 0. 3. 2. 0. 0. 0. 3. 1. 1. 0. 0. 1. 0. 0. 0. 1.
 4. 1. 2. 4. 2. 1. 1. 0. 1. 1. 0. 2. 3. 1. 1. 0. 1. 1. 2. 3. 3. 1. 1. 1.
 0. 0. 0. 2. 1. 1. 0. 1. 0. 0. 0. 1.]"
334,300,simple,0.01,barabasi-albert,10,1,high-degree-media,1,"[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.
 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 2. 0. 0. 0. 1. 0. 1. 0. 2. 3. 1. 3. 0.
 1. 0. 3. 0. 0. 1. 1. 1. 2. 1. 0. 4. 4. 2. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1.
 1. 0. 0. 1. 0. 1. 0. 0. 0. 1. 2. 2. 0. 2. 1. 1. 0. 2. 0. 1. 2. 0. 3. 1.
 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 2.
 3. 3. 1. 1. 0. 1. 0. 0. 0. 1. 3. 2. 0. 0. 1. 1. 0. 1. 1. 0. 4. 1. 1. 2.
 2. 0. 0. 0. 1. 1. 1. 0. 0. 1. 1. 1. 0. 0. 0. 2. 0. 1. 1. 2. 0. 1. 0. 1.
 2. 0. 0. 1. 1. 1. 0. 2. 0. 0. 1. 1. 2. 0. 1. 0. 1. 1. 1. 1. 0. 0. 3. 1.
 4. 1. 1. 0. 0. 1. 0. 2. 1. 1. 0. 0. 1. 1. 0. 2. 0. 0. 1. 0. 0. 0. 0. 0.
 1. 1. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 2. 2. 2. 2. 0. 2. 1. 1. 0. 0.
 1. 1. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 1. 1. 1. 0. 1. 1. 0.
 1. 0. 1. 0. 0. 0. 1. 0. 0. 2. 0. 0.]"
335,300,simple,0.01,barabasi-albert,10,1,high-degree-media,2,"[0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 2. 1. 0. 1. 0. 1. 0. 1.
 2. 0. 0. 0. 1. 2. 1. 1. 5. 2. 0. 2. 0. 2. 1. 0. 4. 1. 1. 1. 2. 1. 0. 4.
 0. 1. 3. 0. 1. 0. 0. 1. 1. 1. 1. 0. 1. 0. 1. 0. 2. 0. 2. 1. 1. 0. 1. 0.
 0. 0. 2. 0. 0. 2. 0. 1. 3. 4. 1. 1. 1. 0. 2. 0. 1. 2. 1. 0. 0. 0. 1. 1.
 1. 3. 0. 0. 1. 0. 0. 0. 1. 1. 0. 1. 1. 1. 2. 1. 1. 3. 1. 1. 0. 2. 2. 1.
 2. 0. 1. 0. 0. 1. 0. 1. 2. 2. 0. 2. 3. 1. 3. 0. 1. 1. 0. 2. 0. 1. 0. 1.
 0. 1. 3. 3. 0. 3. 0. 2. 3. 0. 0. 0. 1. 1. 0. 0. 0. 0. 3. 1. 3. 1. 0. 3.
 0. 0. 1. 0. 0. 1. 2. 1. 1. 1. 0. 0. 1. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0.
 1. 0. 3. 2. 1. 0. 1. 2. 1. 1. 1. 2. 0. 1. 0. 0. 2. 1. 1. 0. 0. 1. 1. 0.
 1. 1. 0. 0. 0. 1. 1. 0. 1. 1. 2. 0. 2. 1. 2. 2. 0. 0. 0. 2. 0. 1. 0. 1.
 0. 2. 0. 2. 1. 1. 0. 0. 0. 2. 0. 2. 0. 0. 0. 0. 1. 3. 0. 1. 1. 0. 0. 2.
 0. 1. 0. 0. 0. 0. 1. 0. 2. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1.
 0. 0. 2. 0. 1. 0. 2. 0. 0. 0. 1. 1.]"
336,300,simple,0.01,barabasi-albert,10,1,high-degree-media,2,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 1. 2. 1. 1. 0. 1. 0. 1. 0. 1. 2. 1. 3. 0. 0. 3. 2. 0. 1. 1. 0. 3. 1.
 4. 3. 3. 1. 3. 1. 1. 3. 3. 1. 1. 1. 1. 1. 2. 0. 1. 2. 1. 1. 1. 1. 3. 1.
 6. 1. 2. 1. 1. 0. 2. 2. 2. 3. 0. 0. 4. 1. 2. 0. 0. 3. 2. 3. 1. 1. 2. 2.
 0. 2. 1. 2. 1. 2. 3. 2. 2. 4. 0. 1. 0. 1. 1. 1. 1. 0. 0. 1. 1. 1. 0. 1.
 3. 2. 0. 1. 1. 0. 1. 0. 0. 2. 0. 0. 3. 0. 0. 2. 2. 2. 1. 1. 0. 1. 1. 0.
 0. 0. 0. 0. 3. 2. 2. 2. 1. 1. 0. 1. 0. 0. 0. 1. 0. 2. 0. 3. 0. 1. 0. 2.
 0. 0. 1. 1. 1. 0. 0. 0. 1. 0. 0. 1. 1. 1. 0. 0. 2. 0. 2. 2. 2. 0. 0. 1.
 2. 1. 0. 0. 1. 0. 0. 0. 0. 2. 0. 1. 2. 0. 2. 0. 0. 0. 2. 1. 1. 0. 2. 0.
 0. 0. 1. 1. 1. 0. 0. 1. 0. 1. 3. 0. 0. 0. 0. 1. 2. 0. 0. 0. 0. 0. 3. 0.
 1. 0. 0. 0. 1. 1. 0. 0. 0. 1. 1. 0.]"
337,300,simple,0.01,barabasi-albert,10,1,high-degree-media,2,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
 0. 0. 0. 0. 2. 0. 0. 0. 0. 1. 1. 0. 2. 2. 2. 2. 0. 3. 0. 2. 1. 2. 2. 0.
 1. 1. 0. 0. 0. 0. 1. 2. 1. 0. 0. 3. 3. 2. 0. 1. 2. 1. 0. 2. 1. 3. 2. 0.
 0. 0. 1. 2. 1. 2. 2. 0. 1. 2. 3. 1. 0. 0. 1. 1. 2. 1. 0. 2. 3. 0. 2. 2.
 1. 2. 2. 3. 3. 1. 2. 1. 0. 1. 0. 1. 1. 1. 1. 1. 0. 4. 1. 1. 0. 2. 1. 0.
 0. 1. 1. 0. 1. 1. 1. 1. 1. 2. 3. 2. 0. 2. 2. 0. 0. 0. 0. 0. 1. 0. 1. 0.
 1. 0. 2. 1. 1. 0. 1. 0. 0. 1. 1. 0. 1. 2. 2. 2. 2. 0. 1. 1. 1. 1. 1. 0.
 0. 0. 1. 0. 0. 2. 2. 0. 1. 0. 1. 0. 0. 0. 1. 1. 0. 2. 0. 1. 1. 0. 0. 0.
 0. 0. 1. 5. 0. 1. 0. 0. 1. 0. 3. 1. 4. 1. 0. 0. 2. 0. 1. 1. 1. 1. 0. 0.
 1. 0. 0. 1. 0. 2. 1. 1. 0. 1. 1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 3. 0.
 0. 2. 0. 2. 2. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 0. 3. 1. 0. 0. 0. 1. 0.
 1. 1. 1. 0. 0. 0. 1. 0. 1. 2. 0. 1. 0. 1. 1. 0. 0. 1. 0. 1. 0. 0. 0. 0.
 0. 0. 1. 0. 0. 0. 1. 1. 0. 1. 0. 0.]"
338,300,simple,0.01,barabasi-albert,10,1,high-degree-media,2,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 2. 0. 1. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 1. 0. 2. 0. 0. 2. 0.
 2. 1. 2. 0. 1. 0. 1. 0. 1. 1. 1. 2. 3. 1. 1. 0. 0. 1. 3. 0. 2. 2. 2. 1.
 2. 1. 3. 0. 0. 4. 1. 1. 1. 0. 2. 2. 2. 2. 0. 1. 1. 1. 1. 1. 0. 1. 5. 4.
 0. 2. 0. 1. 0. 1. 3. 1. 0. 0. 1. 1. 1. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 2.
 0. 0. 0. 0. 2. 0. 0. 0. 1. 1. 0. 2. 2. 0. 0. 1. 4. 1. 0. 2. 0. 2. 3. 1.
 1. 4. 2. 1. 0. 2. 1. 2. 0. 1. 1. 1. 3. 2. 1. 1. 2. 2. 2. 2. 1. 0. 0. 0.
 0. 0. 0. 0. 2. 1. 1. 0. 0. 0. 1. 0. 3. 0. 0. 1. 1. 0. 1. 0. 2. 0. 0. 3.
 1. 2. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 3. 1. 2. 0. 0. 0. 0. 0. 1. 2. 1. 0.
 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 3. 1. 0. 0. 1. 1. 1.
 1. 0. 2. 0. 1. 0. 0. 2. 1. 0. 2. 1.]"
339,300,simple,0.01,barabasi-albert,10,1,high-degree-media,2,"[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 1. 0. 1. 4. 1. 1. 2.
 1. 3. 3. 0. 0. 1. 0. 2. 3. 2. 0. 3. 0. 3. 3. 0. 1. 2. 1. 3. 1. 1. 1. 1.
 4. 1. 2. 2. 1. 2. 0. 0. 1. 0. 0. 2. 1. 2. 1. 1. 2. 0. 2. 1. 2. 1. 0. 0.
 1. 0. 2. 1. 4. 1. 1. 1. 1. 3. 0. 0. 1. 4. 2. 0. 0. 1. 2. 1. 4. 3. 2. 1.
 3. 2. 2. 2. 3. 1. 1. 1. 1. 0. 0. 1. 2. 1. 3. 0. 0. 1. 1. 2. 1. 0. 0. 0.
 1. 0. 2. 1. 2. 1. 0. 2. 3. 2. 0. 1. 2. 0. 2. 0. 1. 2. 0. 2. 2. 0. 0. 0.
 0. 1. 0. 0. 1. 0. 1. 2. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 1.
 0. 2. 1. 0. 1. 0. 1. 0. 1. 2. 1. 1. 0. 0. 0. 0. 1. 1. 1. 2. 1. 0. 2. 1.
 1. 0. 3. 0. 2. 1. 1. 0. 1. 0. 1. 1. 0. 0. 0. 2. 0. 1. 0. 0. 0. 1. 1. 0.
 1. 0. 1. 1. 1. 0. 1. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 2. 1.
 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 2. 1. 0. 0. 0. 0.
 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 2. 0. 0. 1.
 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1.]"
