,n,spread-type,simple-spread-chance,graph-type,ba-m,cit-media-influence,cit-cit-influence,organizing-capacity,organizing-strategy,data
321,500,simple,0.1,barabasi-albert,10,0.25,0.25,1,neighbors-of-neighbors,"[ 0.  1.  3.  4.  4.  5.  1.  1.  2.  5.  9.  1.  5.  6.  7.  8.  0.  1.
  1.  1.  1.  2.  3.  4.  6.  6.  0.  0.  1.  1.  1.  0.  1.  2.  2.  3.
  3.  4.  4.  4.  5.  3.  5.  5.  5.  5.  1.  2.  3.  3.  5.  0.  1.  3.
  3.  4.  0.  0.  1.  1.  3.  0.  2.  2.  2.  2.  1.  2.  2.  2.  3.  0.
  2.  2.  4.  4.  0.  1.  2.  2.  2.  0.  2.  3.  6.  6.  1.  1.  3.  5.
  5.  2.  3.  3.  3.  5.  2.  2.  3.  5.  5.  2.  3.  3.  3.  3.  0.  1.
  1.  2.  2.  1.  2.  4.  4.  4.  3.  4.  8.  9.  9.  2.  2.  2.  6.  6.
  2.  3.  3.  3.  3.  1.  2.  4.  5.  6.  4.  5.  5. 10. 11.  1.  1.  2.
  5.  5.  1.  2.  2.  2.  2.  6.  6.  6.  7.  7.  2.  4.  5.  6.  8.  2.
  2.  3.  3.  3.  0.  1.  2.  3.  5.  1.  3. 14. 16. 17.  1.  2. 10. 10.
 12.  0.  1.  2.  3.  3.  0.  2.  2.  2.  2.  1.  3.  3.  4.  4.  1.  1.
  2.  2.  2.  0.  0.  0.  0.  0.  0.  1.  3.  3.  3.  3.  3.  4. 14. 14.
  0.  0.  2.  3.  4.  1.  2.  8. 10. 12.  1.  4. 11. 11. 12.  0.  7.  9.
  9. 11.  0.  0.  0.  1.  1.  2.  2.  3.  3.  4.  2.  3.  4.  4.  5.  1.
  2.  5.  9. 10.  1.  2.  2.  2.  3.  0.  0.  1.  1.  1.  0.  1.  1.  1.
  1.  1.  1.  1.  1.  1.  0.  1.  2.  5.  5.  1.  1.  1.  1.  2.  2.  2.
  3.  6.  7.  0.  0.  9.  9. 11.  2.  2.  2.  2.]"
322,500,simple,0.1,barabasi-albert,10,0.25,0.25,1,neighbors-of-neighbors,"[ 0.  2.  2.  2.  2.  2.  1.  2.  2.  2.  2.  1.  1.  2.  4.  4.  1.  1.
  1.  2.  3.  0.  0.  1.  1.  2.  0.  0.  0.  0.  0.  1.  1.  1.  3.  3.
  0.  0.  0.  1.  1.  0.  2.  2.  2.  2.  1.  1.  1.  1.  2.  0.  0.  0.
  0.  1.  0.  1.  2.  2.  3.  1.  1.  1.  2.  2.  0.  1.  1.  3.  3.  0.
  2.  2.  2.  2.  0.  0.  0.  2.  3.  0.  0.  1.  1.  1.  0.  0.  2.  2.
  2.  0.  3.  4.  4.  5.  1.  1.  2.  2.  3.  0.  1.  1.  2.  2.  0.  1.
  1.  2.  2.  0.  1.  1.  1.  2.  0.  1.  3.  3.  4.  1.  2.  2.  2.  2.
  0.  1.  3.  3.  3.  1.  1.  1.  3.  4.  2.  2.  3.  5.  7.  0.  0.  0.
  2.  3.  1.  3.  3.  5.  5.  0.  7.  9.  9.  9.  1.  3.  3.  3.  5.  0.
  1.  2.  2.  4.  3.  3.  4.  4.  4.  0.  0.  1.  2.  2.  0.  0.  0.  0.
  2.  0.  0.  2.  3.  4.  0.  1.  2.  2.  2.  0.  1.  2.  3.  4.  1.  1.
  7.  9. 10.  0.  0.  0.  0.  1.  0.  1.  2.  3.  4.  0.  1.  1.  6.  6.
  1.  1.  1.  2.  2.  0.  1.  1.  2.  2.  0.  2.  3.  3.  3.  1.  2.  2.
  2.  4.  1.  1.  3.  4.  5.  0.  0.  0.  0.  1.  3.  5.  8.  9.  9.  1.
  1.  1.  2.  2.  0.  0.  1.  2.  2.  0.  0.  0.  0.  0.  2.  4. 11. 12.
 12.  0.  0.  0.  1.  1.  1.  1.  1.  1.  2.  0.  0.  0.  1.  1.  0.  4.
  7.  7.  8.  0.  1.  2.  3.  4.  2.  5.  8.  9.]"
323,500,simple,0.1,barabasi-albert,10,0.25,0.25,1,neighbors-of-neighbors,"[ 0.  0.  0.  1.  1.  1.  0.  6.  6.  6.  6.  1.  1.  1.  1.  1.  0.  0.
  0.  1.  2.  1.  1.  1.  1.  1.  2.  3.  4.  4.  5.  0.  1.  1.  1. 12.
  0.  0.  0.  0.  1.  1.  1.  2.  3.  3.  1.  1.  1.  2.  2.  0.  1.  1.
  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  2.  0.  0.  0.  0.  3.  0.
  0.  0.  0.  0.  0.  1.  1.  1.  2.  1.  1.  4.  5.  6.  0.  0.  0.  1.
  1.  0.  0.  2.  2.  3.  2.  2.  3.  3.  3.  0.  1.  2.  3.  4.  0.  2.
  2.  2.  2.  1.  3.  4.  5.  5.  2.  2.  2.  5.  5.  0.  0.  0.  0.  7.
  0.  0.  5.  6.  7.  0.  0.  0.  1.  1.  0.  2.  2.  4.  4.  0.  2.  3.
  3.  5.  1.  3.  3.  5.  5.  0.  1.  1.  1.  2.  0.  1.  1.  1.  8.  1.
  1.  1.  1.  1.  2.  2.  3.  4.  4.  2.  4.  5.  5.  7.  0.  1.  1.  2.
  2.  1.  1.  1.  1.  1.  0.  3.  4.  8.  8.  2.  2.  2.  4.  6.  0.  1.
  2.  5.  5.  0.  0.  0.  0.  0.  2.  3.  4. 12. 13.  0.  0.  1.  2.  2.
  2.  3.  5.  6.  6.  1.  4.  7.  7.  7.  0.  0.  0.  0.  3.  1.  2.  2.
  2.  3.  0.  1.  1.  1.  2.  0.  0.  0.  0.  2.  2.  3.  8.  8. 11.  0.
  1.  1.  2.  3.  0.  0.  1.  1.  2.  1.  1.  4.  4.  5.  0.  0.  0.  8.
  8.  0.  2.  2.  3.  3.  1.  3.  3.  7.  7.  0.  1.  1.  2.  2.  2.  5.
  5.  9. 11.  0.  0.  0.  2.  4.  1.  1.  1.  2.]"
324,500,simple,0.1,barabasi-albert,10,0.25,0.25,1,neighbors-of-neighbors,"[ 0.  0.  0.  2.  2.  2.  0.  1.  2.  3.  4.  0.  0.  1.  1.  1.  1.  1.
  2.  2.  3.  0.  0.  0.  1.  1.  0.  2.  4.  4.  5.  1.  4.  4.  4.  5.
  1.  3.  4.  5.  6.  1.  3.  3.  3.  3.  1.  2.  3.  3.  4.  1.  1.  1.
  2.  4.  1.  2.  4.  5.  9.  2.  3.  4.  6.  7.  1.  1.  1.  3.  4.  0.
  1.  1.  1.  1.  0.  1.  1.  1.  2.  1.  2.  3.  7.  7.  0.  2.  2.  2.
  2.  2.  2.  3.  8. 10.  0.  1.  1.  2.  2.  0.  0.  1.  3.  3.  1.  1.
  1.  3.  3.  2.  3.  3.  3.  4.  0.  0.  0.  3.  3.  2.  2.  3.  4.  6.
  1.  4.  8. 10. 13.  0.  0.  0.  2.  3.  4.  4.  4.  5.  5.  1.  2.  3.
  4.  5.  0.  1.  2.  3.  3.  0.  0.  1.  2.  4.  0.  0.  6.  6.  7.  0.
  0.  0.  1.  2.  2.  4.  4.  8.  9.  2.  2.  3.  3.  4.  1.  4.  7. 11.
 16.  3.  7.  7.  7. 11.  1.  4.  6.  7.  7.  0.  5.  8.  8.  8.  0.  1.
  2.  3.  5.  2.  3.  6. 14. 17.  3.  3.  3.  4.  4.  0.  1.  2.  2.  2.
  0.  0.  4.  6.  6.  4.  4.  4.  5.  5.  0.  0.  0.  3.  3.  2.  4. 13.
 14. 19.  0.  4.  5.  7.  9.  2.  7.  7.  8.  9.  1.  2.  2.  3.  6.  1.
  3.  4.  6.  7.  1.  3.  3.  3.  4.  4.  4.  5.  5.  6.  0.  1.  1.  3.
  4.  2.  4.  8.  8.  9.  3.  5.  7.  7.  7.  1.  2.  3.  3.  4.  0.  1.
  1.  1.  2.  0.  0.  1.  2.  2.  1.  3.  3.  3.]"
325,500,simple,0.1,barabasi-albert,10,0.25,0.25,1,neighbors-of-neighbors,"[ 0.  0.  0.  1.  1.  1.  0.  0.  0.  1.  1.  0.  1.  1.  1.  1.  0.  0.
  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.  2.  2.  3.
  0.  0.  0.  0.  0.  0.  0.  3.  3.  4.  0.  0.  0.  1.  2.  0.  0.  0.
  0.  0.  0.  1.  1.  1.  1.  0.  1.  1.  1.  1.  0.  0.  0.  0.  0.  1.
  1.  1.  1.  1.  3.  3.  4.  4.  6.  3.  3.  4.  4.  4.  0.  1.  1.  1.
  1.  0.  0.  1.  1.  1.  1.  2.  3.  3.  3.  0.  2.  2.  3.  3.  0.  0.
  0.  1.  2.  0.  0.  0.  0.  0.  1.  1.  2.  2.  4.  0.  2.  2.  2.  2.
  0.  1.  1.  1.  1.  1.  1.  1.  1.  5.  1.  3.  3.  3.  3.  0.  1.  2.
  2.  2.  1.  1.  2.  2.  4.  0.  1.  4.  4.  4.  1.  1.  2.  3.  3.  1.
  1.  2.  2.  3.  2.  2.  2.  2.  3.  3.  3.  4.  5.  6.  1.  1.  2.  3.
  4.  1.  1.  3.  3.  3.  2.  2.  2.  3.  3.  0.  4.  4.  4.  4.  0.  0.
  1.  4.  4.  0.  0.  0.  0.  1.  0.  0.  2.  4.  4.  0.  0.  0.  4.  5.
  0.  1.  1.  1.  2.  1.  1.  1.  1.  3.  0.  2.  3.  3.  3.  0.  0.  0.
  0.  0.  2.  2.  2.  3.  3.  0.  0.  0.  0.  1.  0.  3.  5.  6.  8.  1.
  1.  2.  4.  5.  1.  3.  7.  8. 11.  2.  2.  2.  2.  2.  0.  0.  0.  0.
  1.  6.  7.  7.  7.  8.  0.  1.  1.  1.  3.  0.  0.  0.  2.  3.  1.  1.
  1.  1.  2.  0.  0.  1.  1.  1.  1.  1.  7.  7.]"
326,500,simple,0.1,barabasi-albert,10,0.25,0.25,1,neighbors-of-neighbors,"[ 0.  0.  3.  5.  7.  9.  0.  1.  2.  3.  4.  0.  0.  1.  1.  2.  1.  1.
  2.  2.  2.  1.  2.  2.  2.  3.  1.  2.  2.  4.  4.  1.  1.  3.  3.  5.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  2.  5.  5.  2.  2.  2.
  2.  3.  0.  1.  1.  1.  1.  0.  1.  2.  2.  3.  4.  4.  5. 11. 12.  0.
  0.  1.  3.  4.  1.  3.  3.  3.  3.  0.  1.  1.  1.  2.  1.  1.  2.  2.
  3.  2.  4.  7.  7.  9.  0.  0.  0.  1.  2.  0.  0.  1.  4.  4.  0.  0.
  0.  3.  5.  0.  0.  0.  1.  2.  0.  0.  1.  1.  2.  1.  2.  4.  5.  6.
  0.  0.  1.  1.  1.  2.  4.  4.  4.  4.  0.  0.  0.  3.  3.  1. 11. 11.
 12. 14.  0.  1.  2.  4.  4.  2.  3.  4.  6.  6.  1.  1.  3.  3.  3.  0.
  0.  2.  2.  2.  0.  0.  4.  4.  4.  1.  1.  2.  4.  5.  1.  2.  3.  3.
  3.  1.  3.  5.  5.  6.  0.  0.  6.  7.  7.  1.  2.  3.  5.  5.  1.  3.
  3.  4.  4.  0.  0.  2.  3.  5.  0.  0.  2.  2.  2.  0.  0.  2.  3.  4.
  1.  2.  3.  3.  3.  1.  4.  5.  7. 10.  0.  1.  1.  1.  1.  7.  7.  7.
  9.  9.  0.  0.  1.  2.  3.  0.  0.  8. 10. 10.  1.  1.  1.  4.  5.  0.
  1.  1.  3.  3.  2.  3.  4.  4.  5.  2.  2.  4.  4.  5.  0.  0.  0.  0.
  0.  2.  2.  2.  3.  9.  0.  2.  3.  4.  4.  1.  1.  1.  1.  2.  1.  4.
  6. 10. 11.  0.  1.  2.  3.  4.  1.  2.  2.  2.]"
327,500,simple,0.1,barabasi-albert,10,0.25,0.25,1,neighbors-of-neighbors,"[ 0.  1.  1.  1.  1.  2.  1.  2.  3.  3.  3.  0.  0.  2.  3.  3.  0.  1.
  2.  3.  3.  0.  0.  0.  0.  0.  1.  2.  2.  4.  5.  0.  0.  0.  0.  0.
  0.  0.  2.  3.  3.  1.  1.  1.  1.  3.  0.  0.  0.  1.  2.  1.  1.  1.
  1.  1.  1.  1.  4.  4.  6.  2.  3.  4.  4.  8.  0.  0.  0.  3.  4.  0.
  0.  1.  2.  2.  0.  1.  2.  2.  2.  0.  0.  0.  0.  2.  0.  2.  2.  2.
  2.  0.  4.  4.  6.  9.  0.  1.  1.  1.  2.  0.  1.  1.  2.  2.  1.  2.
  3.  3.  3.  1.  1.  1.  1.  1.  0.  0.  0.  3.  4.  0.  2.  3.  5.  5.
  2.  3.  3.  3.  3.  2.  2.  3.  3.  4.  0.  0.  0.  1.  1.  0.  0.  0.
  1.  1.  0.  1.  1.  2.  4.  0.  2.  3.  3.  3.  1.  3.  3.  5.  5.  0.
  0.  1.  2.  2.  0. 11. 12. 12. 12.  0.  0.  0.  1.  1.  0.  0.  0.  0.
  1.  1.  2.  2.  2.  3.  2.  3.  4.  6.  6.  0.  2.  3.  3.  3.  1.  1.
  3.  3.  3.  8.  8. 14. 15. 15.  0.  0.  5.  5.  6.  0.  1.  2.  2.  2.
  0.  0.  0.  3.  5.  0.  1.  1.  1.  4.  1.  2.  4.  4.  4.  3.  4.  5.
  5.  6.  0.  0.  1.  1.  1.  2.  2.  2.  2.  2.  1.  1.  1.  1.  2.  0.
  3.  3.  4.  5.  0.  1.  1.  2.  4.  5.  5.  5.  6.  9.  1. 15. 18. 18.
 20.  0.  0.  2.  4.  4.  0.  1.  1.  1.  1.  2.  3.  4.  6.  6.  1.  2.
  2.  4.  6.  2.  2.  2.  3.  4.  0.  0.  1.  2.]"
328,500,simple,0.1,barabasi-albert,10,0.25,0.25,1,neighbors-of-neighbors,"[ 0.  0.  1.  1.  1.  1.  0.  0.  1.  1.  1.  0.  1.  2.  3.  3.  0.  1.
  2.  2.  2.  1.  1.  1.  2.  2.  2.  2.  2.  2.  3.  1.  1.  1.  1.  1.
  1.  1.  1.  2.  2.  0.  0.  0.  1.  3.  2.  4.  4.  6.  7.  0.  0.  1.
  1.  1.  0.  1.  1.  1.  2.  0.  1.  1.  2.  2.  0.  0.  1.  1.  3.  1.
  1.  1.  5.  5.  0.  0.  0.  0.  0.  3.  3.  5.  5.  5.  2.  6.  6. 17.
 19.  0.  2.  2.  5.  7.  0.  4.  4.  4.  4.  0.  2.  2.  3.  6.  1.  5.
  5.  5.  5.  1.  3.  4.  4.  5.  0.  1.  1.  1.  3.  1.  1.  3.  4. 10.
  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  0.  0.  1.  3.  4.  0.  0.  1.
  4.  4.  0.  0.  0.  0.  0.  0.  1.  2.  4.  4.  9.  9. 10. 12. 12.  0.
  0.  3.  3.  3.  1.  4.  4.  6.  7.  0.  1.  1.  5.  5.  0.  2.  2.  2.
  2.  3.  8. 11. 11. 11.  1.  3.  3.  3.  5.  1.  1.  1.  1.  4.  0.  2.
 10. 11. 12.  2.  2.  2.  2.  2.  0.  0.  1.  3. 10.  0.  0.  0.  1.  1.
  1.  1.  3.  5.  7.  0.  0.  0.  0.  2.  0.  0.  1.  1.  2.  2.  4.  5.
  5.  5.  0.  1.  2.  2.  3.  0.  1.  5.  6.  6.  0.  2.  3.  6.  6.  0.
  0.  1.  1.  1.  0.  0.  2.  2.  2.  2.  5.  6.  6.  7.  0.  1.  6.  6.
  6.  0.  1.  1.  2.  3.  0.  1.  1.  1.  2.  1.  8.  8.  8.  9.  1.  1.
  2.  7.  7.  2.  2. 12. 12. 12.  0.  2.  4.  5.]"
329,500,simple,0.1,barabasi-albert,10,0.25,0.25,1,high-degree-media,"[ 0.  0.  1.  3.  3.  3.  1.  1.  1.  1.  1.  1.  1.  2.  2.  2.  1.  2.
  3.  3.  4.  0.  0.  0.  1.  2.  0.  1.  1.  1.  1.  0.  0.  0.  8.  9.
  0.  1.  1.  1.  2.  0.  0.  0.  0.  0.  1.  3.  3.  4.  4.  1.  1.  2.
  9.  9.  0.  0.  0.  0.  0.  0.  0.  0.  0.  3.  0.  0.  0.  0.  1.  0.
  0.  0.  0.  0.  0.  0.  7.  9.  9.  0.  1.  2.  2.  2.  0.  0.  0.  0.
  4.  0.  1.  1.  1.  1.  2.  2. 10. 14. 17.  0.  0.  0.  0.  0.  0.  3.
  9. 16. 16.  0.  0.  5.  6.  6.  0.  0.  0.  5.  8.  4.  4.  4.  4.  4.
  0.  0.  4.  4.  4.  0.  4.  4.  4.  4.  7.  8.  8.  8. 12.  0.  0.  0.
  0.  3.  0.  3.  3.  3.  9.  0.  0.  0. 10. 10.  3.  3.  6.  7.  8.  0.
  7.  8.  8.  8.  0.  3.  3.  3.  4.  0.  1.  1.  3. 15.  0.  3.  3.  3.
  9.  0.  0.  0.  0.  0.  0.  5.  5.  5. 12.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
330,500,simple,0.1,barabasi-albert,10,0.25,0.25,1,high-degree-media,"[ 0.  2.  4.  5.  6.  6.  1.  3.  3.  5.  7.  1.  1.  1.  1.  3.  1.  1.
  3.  6.  6.  1.  2.  2.  3.  4.  2.  4.  4.  5. 11.  1.  3. 16. 16. 16.
  0.  0.  1.  1.  2.  0.  0.  0.  1.  1.  0.  0.  1.  2.  2.  1.  1.  1.
  2.  2.  1.  1.  1.  1.  1.  0.  1.  1.  1.  3.  5.  5.  5.  5.  6.  0.
  0.  0.  0.  8.  0.  1.  2.  2.  3.  1.  1.  1. 11. 11.  1.  1.  1.  1.
  3.  0.  1.  2.  4.  5.  0.  1.  2.  4.  4. 10. 10. 20. 22. 23.  6.  7.
  7. 13. 13.  4.  5.  7.  8. 12.  4.  4.  4.  8. 16.  5.  5.  6.  9. 11.
  0.  0.  2.  3. 11.  5.  5.  5.  6.  6.  0.  0.  2.  2.  2.  0.  4.  8.
  8.  8.  8.  9. 12. 15. 15.  0.  0.  2.  2.  2.  0.  1.  4.  4.  4.  0.
  0.  0.  0.  1.  0.  4.  4.  4.  6.  3.  3.  4.  6.  6.  0. 13. 13. 13.
 13.  1.  5.  5.  6.  9.  0.  3.  3.  9.  9.  0. 10. 10. 10. 10.  0.  0.
  0.  4.  5.  4.  5.  5.  5.  9.  0.  7. 10. 12. 13.  2.  2.  2.  2.  2.
  0.  0.  2.  2.  5.  0.  0.  3.  4.  4.  0.  0.  0.  1.  1.  1.  1.  1.
  4.  4.  1.  8.  8. 12. 12.  0.  2.  2.  2.  5.  1.  2.  2.  2.  2.  1.
  1.  4.  5.  5.  0.  1.  2.  7.  8.  0.  3.  3.  3.  3.  4.  4.  4.  5.
  5.  3.  3.  3.  3.  3.  0.  1.  3.  4.  4.  3.  6.  6.  6.  6.  6.  6.
  6.  6.  6.  6.  6.  6.  6.  6.  6.  6.  6.  6.]"
331,500,simple,0.1,barabasi-albert,10,0.25,0.25,1,high-degree-media,"[ 0.  1.  3.  4.  4.  4.  0.  0.  3.  3.  3.  3.  3.  3.  4.  4.  0.  9.
  9.  9.  9.  0.  1.  1.  1.  1.  0.  0.  0.  0.  0.  1.  1.  1.  2.  2.
  1.  1.  2.  3.  3.  0.  0.  0.  4.  5.  0.  1.  2.  2.  2.  0.  1.  1.
  1.  3.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  0.
  0.  2.  2.  2.  0.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  1.  3.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.
  0.  0.  0. 13. 14. 14. 14. 14.  0.  4.  4.  4.  4.  1.  1.  1.  5.  5.
  0.  0.  0.  0.  0.  5.  5.  5. 11. 11.  0.  1.  1.  4.  4.  0.  0.  0.
  1.  4.  0.  0.  0.  3.  3.  2.  7.  7.  7.  7.  0.  0.  0.  6.  6.  0.
  0.  0.  0.  1.  0.  0.  0.  0.  0.  2. 11. 11. 11. 11.  0.  7.  7.  7.
  7.  8.  8.  8.  8. 13.  8.  8.  8. 15. 15.  1.  6.  6.  6.  6.  0.  0.
  0.  0.  0.  4.  4.  6.  6.  6.  0.  0.  0.  0.  0.  0.  1.  1.  1.  5.
  0.  0.  0.  0.  1.  0.  4.  4.  4.  8.  0.  0.  0.  0.  5.  0.  0.  0.
  6.  6.  0.  0.  6.  6.  6.  0.  0.  0.  0.  0.  4.  4.  4.  4.  5.  0.
  0.  0.  0.  0.  0.  0.  1.  1.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  0.  0.  3.  3.  3.  4.  4. 12. 12. 12. 10. 11. 15. 15. 20.  0.  0.
  0.  4.  7.  0.  1.  1.  1.  1.  1.  1.  2.  3.]"
332,500,simple,0.1,barabasi-albert,10,0.25,0.25,1,high-degree-media,"[ 0.  0.  0.  0.  0.  1.  0.  1.  1.  1.  1.  0.  0.  0.  0.  1.  1.  2.
  2.  2.  3.  0.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  1.  2.  2.  3.  0.  0.  0.  0.  1.  0.  9.  9.  9. 13.  6.  6.  6.
  6.  6.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  0.
  0.  0.  0.  0.  0.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.  2.  2.  4.  0.  1.
  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  1.  1.  2.  2.  2.  0.  0.  0.  1.  1.  0.  0.  1.
  7.  7.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.
  0.  0.  9.  9.  0.  3.  3.  3.  4.  0.  5.  6.  6. 14.  0.  0.  6.  6.
  6.  0.  1.  8. 15. 15.  0.  9.  9.  9. 15.  0.  9. 16. 16. 16.  0.  0.
  2.  2.  2.  4. 10. 24. 24. 32.  0.  0.  0.  0. 12.  0.  0.  0.  0.  0.
  0.  0.  0.  3.  3.  2.  2.  2.  2.  7.  0.  1.  2.  5.  5.  0.  0.  1.
  1.  8.  6.  6.  9.  9.  9.  0.  0.  3.  3.  3.  0.  9.  9.  9. 12.  0.
  3.  3.  3. 13.  0.  0.  3.  3.  5.  0.  0.  0.  0.  0.  0.  0.  1.  2.
  3.  1.  1.  3.  3.  5.  3.  3.  3.  5.  5.  0.  5.  5.  6. 15.  0.  4.
  7.  9. 11.  0.  0.  0.  0.  4.  0.  0.  1.  1.]"
333,500,simple,0.1,barabasi-albert,10,0.25,0.25,1,high-degree-media,"[ 0.  1.  1.  2.  3.  3.  0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  1.
  1.  1.  1.  0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.
  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  2.  7.  0.  0.  1.  1.  1.  0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  1.
  1.  1.  1.  2.  0.  2.  2.  2.  2.  0.  0.  0.  0.  0.  3.  3.  3.  3.
  3.  0.  0.  0.  0.  0. 12. 12. 12. 12. 12.  0.  9. 10. 11. 11.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  2.  0.  1.  1.
  1.  1.  0.  1.  1.  1.  1.  0.  0. 12. 12. 12.  0.  0.  0.  5.  6.  0.
  0.  8.  8.  8.  0.  0.  1.  1.  2.  1.  1.  1.  1.  1.  0.  0.  0.  2.
  3.  0.  0.  3.  3.  3.  1.  1.  1.  1. 13.  0.  0.  0.  0.  0.  8.  9.
  9. 16. 16.  0.  0.  0.  0.  0.  0.  0.  0.  0.  4.  0.  1.  1.  1.  1.
  0.  0.  0.  0.  0.  0.  1. 14. 14. 14.  0.  6.  6.  6.  6.  2.  2.  2.
  2.  3.  0.  0.  6.  6.  8.  5.  5.  9. 13. 13.  0.  8.  8.  8.  8.  0.
  0.  5.  5.  5.  0.  1.  1.  2.  6.  5.  5.  5.  6.  6.  0.  0.  0.  6.
  6.  3. 12. 13. 13. 13.  0.  0.  0.  3.  4.  2.  2.  2.  2.  2.  4.  4.
  4.  4.  4.  1.  7. 14. 14. 16.  0.  8. 11. 25.]"
334,500,simple,0.1,barabasi-albert,10,0.25,0.25,1,high-degree-media,"[ 0.  0.  1.  2.  2.  2.  0.  1.  1.  1.  2.  0.  0.  0.  0.  2.  1.  1.
  1.  2.  2.  1.  1.  1.  1.  3.  0.  0.  0.  0.  0.  0.  1.  2.  2.  3.
  1.  1.  2.  2.  2.  0.  4.  5.  5.  6.  0.  0.  0.  0.  1.  1.  1.  1.
  1.  2.  6.  6.  6.  7.  7.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  1.  1.  2.  0.  0.  0.  0.  0.  0.  1.  4.  4.  4.  0.  0.  0.  0.
  1.  0.  0.  0.  1.  5.  1.  1.  1.  2.  2.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  5.  4.  4.  4. 11. 11.  0.  0.  0.  7.  8.  1.  1. 10. 10. 14.
  0.  0.  0.  0.  0.  0.  0.  4.  4.  7.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  1.  1.  1.  0.  1.  1.  1.  1.  0.  0.  1.  1.  5.  0.
  0.  0.  0.  0.  0.  5.  5.  5.  7.  0.  4.  4.  4.  4.  1.  2.  7.  7.
  7.  0.  0.  5.  5.  5.  0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.
  3.  4.  9.  0.  1.  1.  5.  5.  0.  5.  5.  6.  6.  5.  5.  5.  7. 10.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.  7.  1.  1.  6.
  7.  7.  1.  4. 10. 14. 15.  0.  0.  9.  9.  9.  4.  8. 16. 16. 20.  0.
  0.  0.  8. 14.  0.  0.  0.  5.  9.  0.  1.  2.  2.  2.  0.  1.  1.  6.
  6.  1.  1.  1.  1.  1.  0.  0.  2.  2.  3.  4.  4. 10. 10. 10.  3.  3.
  4. 12. 12. 12. 12. 12. 12. 12. 12. 12. 12. 12.]"
