,n,spread-type,simple-spread-chance,graph-type,ba-m,cit-media-influence,cit-cit-influence,organizing-capacity,organizing-strategy,data
598,500,simple,0.1,barabasi-albert,10,0.5,0.5,1,high-degree-cit-and-media,"[ 0.  2.  2.  2.  2.  2.  0.  1.  3.  5.  5.  2.  2.  3.  4.  4.  7.  8.
  8.  8.  9.  1.  2. 16. 16. 16.  0.  0.  1.  2.  2.  1.  1.  2.  2.  4.
  2.  6.  8.  8.  8.  3. 12. 16. 17. 21.  0.  2.  2.  5.  5. 10. 11. 11.
 11. 11.  0.  1.  1.  1.  1.  2.  8.  8. 13. 13.  0.  0.  3.  3.  3.  0.
  0.  3.  3.  4.  0.  0.  1.  3.  3.  8. 13. 18. 18. 18.  0.  0.  0.  0.
  9.  0.  2.  4.  4.  4.  0.  7. 10. 10. 10.  2.  2.  2.  5.  9.  0.  0.
 12. 12. 12.  1.  3.  3. 15. 15.  0.  6. 10. 10. 18.  0.  5.  5.  6.  9.
  8. 10. 10. 12. 14.  2.  3.  4.  6.  6.  3.  7.  7.  7. 14. 16. 16. 16.
 20. 20.  8. 16. 17. 17. 22.  2.  2. 12. 14. 14.  1.  4.  4.  7.  9.  0.
  3.  3.  6.  6.  2.  2.  6.  9. 17.  4.  4.  6.  6.  6.  1.  1.  3.  3.
  8.  1.  1.  2.  2.  2.  0.  0.  2.  5.  5.  3.  6.  7.  7.  8.  0.  6.
 10. 11. 17.  3.  6. 13. 21. 24.  4.  6.  9.  9.  9.  4. 11. 11. 12. 12.
  2.  2.  3.  4.  6.  0.  0.  4.  6.  6.  0.  4.  5.  5.  5.  1.  7.  9.
  9. 11.  1.  3.  4.  6.  7.  0.  0.  1.  1.  2.  2.  2.  6.  6.  6.  1.
  1.  1.  2.  4.  3.  4.  4.  5.  5.  0.  0.  1.  2.  2.  2.  3.  3.  3.
  3.  2.  2.  4.  8.  8.  2.  2.  3.  5.  6.  0.  0.  0.  0.  0.  0.  3.
  3.  4.  6.  0.  3.  3.  3.  3.  0.  1.  2.  3.]"
599,500,simple,0.1,barabasi-albert,10,0.5,0.5,5,neighbors-of-neighbors,"[ 0.  0.  0.  1.  2.  3.  1.  3.  6.  6.  8.  1.  1.  3.  5.  5.  2.  6.
  7.  8. 12.  5.  8. 11. 16. 18.  4.  6.  8. 14. 17.  2.  9. 11. 15. 21.
  9. 16. 21. 24. 32.  5. 12. 21. 27. 28.  7. 10. 17. 27. 34.  3.  9. 16.
 22. 32.  6. 13. 17. 22. 32. 14. 20. 31. 34. 39.  3. 12. 17. 22. 24. 10.
 13. 22. 25. 27.  7.  9. 10. 15. 21.  1.  3.  9. 19. 22.  5. 10. 13. 15.
 17.  3.  5. 11. 15. 16.  6. 10. 13. 17. 18.  1.  2.  8. 10. 10.  5.  5.
  6.  7.  8.  3.  6.  8.  8.  8.  2.  5.  6.  8. 10.  4.  5.  9. 11. 13.
  1.  2.  3.  4.  5.  2.  6.  8.  8. 11.  1.  2.  2.  2.  3.  0.  1.  1.
  1.  2.  1.  1.  1.  1.  1.  1.  2.  2.  4.  5.  1.  2.  2.  2.  3.  1.
  2.  2.  2.  2.  0.  0.  0.  0.  0.  0.  2.  2.  2.  2.  0.  0.  0.  0.
  0.  0.  0.  1.  1.  1.  1.  1.  2.  2.  2.  0.  0.  0.  0.  0.  2.  2.
  2.  2.  2.  0.  0.  1.  2.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
600,500,simple,0.1,barabasi-albert,10,0.5,0.5,5,neighbors-of-neighbors,"[ 0.  0.  2.  2.  3.  3.  3.  6.  7. 11. 14.  3.  4.  6.  9. 11.  0.  4.
  6.  7.  9.  2.  7. 12. 13. 15.  3.  5.  8. 15. 21.  6. 13. 16. 22. 26.
  4.  7. 11. 13. 17.  7. 14. 17. 28. 32.  3. 12. 18. 37. 42.  7. 11. 16.
 19. 25.  5.  9. 14. 21. 26.  6. 10. 18. 24. 30.  6. 21. 27. 32. 37.  5.
  9. 11. 14. 16.  3.  9. 14. 21. 24.  9. 15. 18. 24. 26.  5.  9. 13. 15.
 16.  1.  3.  7. 17. 25. 10. 17. 21. 23. 27.  5.  6.  8. 10. 12.  3.  7.
  8. 12. 15.  3.  4.  6.  8.  9.  2.  9. 10. 11. 12.  0.  1.  2.  4.  4.
  2.  6.  8.  9.  9.  3.  5.  6.  6.  6.  2.  2.  5.  5.  5.  1.  1.  2.
  2.  2.  1.  1.  2.  3.  3.  0.  0.  1.  1.  1.  1.  2.  2.  2.  2.  0.
  0.  0.  0.  2.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  1.  1.  1.
  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  2.  2.  3.  1.  1.
  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  2.  2.  2.  2.  2.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
601,500,simple,0.1,barabasi-albert,10,0.5,0.5,5,neighbors-of-neighbors,"[ 0.  0.  4.  7. 11. 13.  1.  3.  4.  4.  6.  2.  7. 10. 13. 15.  4.  7.
 12. 20. 27.  8. 14. 19. 22. 25.  6.  8. 15. 18. 21.  8. 10. 13. 18. 22.
  3. 12. 16. 22. 32.  4.  6.  8. 15. 20.  7. 16. 19. 23. 29.  5. 10. 16.
 27. 32.  6. 13. 20. 31. 35.  5. 11. 12. 16. 20.  1. 11. 17. 24. 31.  4.
  6. 13. 15. 17.  3.  8. 12. 16. 17.  6. 10. 17. 19. 22.  4.  8. 12. 14.
 16.  5.  7. 11. 17. 22.  6.  9. 13. 20. 24.  1.  4. 10. 11. 11.  1.  4.
  8.  8. 10.  3.  5.  8.  9. 12.  3.  4.  6.  6.  6.  1.  1.  1.  1.  2.
  2.  3.  4.  5.  5.  1.  2.  3.  4.  4.  1.  2.  4.  5.  5.  0.  0.  1.
  2.  2.  0.  2.  3.  4.  4.  0.  0.  1.  2.  2.  1.  1.  1.  1.  1.  0.
  0.  1.  1.  1.  0.  1.  1.  1.  2.  1.  1.  1.  2.  2.  0.  0.  1.  1.
  1.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  2.
  2.  2.  3.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
602,500,simple,0.1,barabasi-albert,10,0.5,0.5,5,neighbors-of-neighbors,"[ 0.  1.  3.  3.  4.  7.  0.  2.  2.  5.  5.  3.  5.  8. 15. 16.  3.  4.
 11. 11. 16. 10. 14. 23. 27. 29. 20. 22. 26. 29. 31.  4. 18. 29. 40. 44.
  4.  7. 14. 19. 26.  6. 13. 23. 29. 34.  4.  9. 22. 26. 29.  1.  9.  9.
 15. 24.  5.  7. 14. 21. 24.  3.  9. 13. 15. 19.  4.  7. 12. 16. 19.  5.
 10. 13. 16. 21.  6.  9. 16. 20. 23.  3.  5. 16. 17. 18.  7. 10. 14. 16.
 18.  0.  2.  5.  8. 10.  2.  6.  8. 11. 14.  3.  3.  7. 10. 13.  1.  4.
  8.  9. 12.  2.  3.  5.  7. 11.  2.  3.  7.  8. 11.  2.  6.  8.  8. 14.
  2.  3.  9.  9. 12.  1.  3.  4.  5.  7.  1.  1.  2.  2.  3.  0.  1.  2.
  4.  4.  3.  3.  4.  6.  6.  0.  0.  0.  1.  1.  1.  1.  1.  2.  4.  0.
  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  0.  0.  0.  1.
  1.  0.  1.  1.  1.  1.  0.  1.  1.  1.  1.  1.  1.  1.  1.  1.  0.  0.
  0.  0.  0.  1.  1.  1.  3.  3.  0.  0.  0.  0.  0.  1.  1.  1.  2.  3.
  0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
603,500,simple,0.1,barabasi-albert,10,0.5,0.5,5,neighbors-of-neighbors,"[ 0.  0.  0.  1.  2.  3.  2.  3.  6.  9. 11.  1.  3.  3.  7. 11.  3.  7.
 10. 12. 12.  3.  7.  8. 11. 15.  7. 15. 20. 22. 27.  8. 11. 17. 21. 30.
  2.  5.  8. 11. 14.  7. 12. 19. 21. 24. 15. 19. 25. 33. 48.  4. 13. 17.
 18. 25.  4. 11. 19. 22. 26.  4. 13. 18. 21. 28.  3.  8. 15. 20. 24.  3.
  8. 16. 21. 27.  2. 12. 15. 18. 21.  6.  9. 14. 20. 22.  6.  7. 14. 16.
 18.  2.  6. 10. 14. 18.  3.  5. 11. 16. 19.  4.  4. 10. 12. 20.  1.  3.
  3.  5.  7.  3.  3.  4.  8. 11.  1.  7. 10. 12. 13.  2.  2.  3.  5.  8.
  0.  2.  4.  6.  8.  0.  1.  4.  5.  7.  1.  3.  4.  7.  7.  0.  0.  0.
  0.  1.  0.  1.  1.  2.  2.  0.  0.  0.  1.  1.  0.  0.  0.  2.  3.  1.
  2.  2.  2.  3.  0.  0.  0.  0.  1.  0.  1.  1.  2.  2.  0.  0.  0.  0.
  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  0.  0.
  0.  0.  0.  0.  0.  1.  1.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.  2.
  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
604,500,simple,0.1,barabasi-albert,10,0.5,0.5,5,neighbors-of-neighbors,"[ 0.  0.  1.  1.  1.  1.  0.  1.  1.  2.  3.  0.  1.  3.  3.  9.  4.  6.
  7. 10. 13.  7. 10. 11. 13. 17.  3.  6.  7. 13. 14.  0.  3.  6.  8. 12.
  6.  7. 15. 19. 22.  3.  8.  8.  9. 15.  1.  8. 13. 17. 22.  4.  6.  6.
 10. 11.  8. 15. 20. 23. 33.  2.  8. 16. 17. 36. 11. 16. 18. 20. 24.  3.
  6.  8. 14. 18.  3. 12. 15. 18. 21.  4.  9. 13. 16. 18.  3.  4.  7. 14.
 20.  3.  7. 10. 12. 14. 11. 14. 22. 26. 31.  6. 13. 16. 22. 27.  3.  5.
  9. 13. 15.  3.  9. 11. 12. 13.  2.  7.  9. 15. 19.  5.  9. 11. 18. 19.
  1.  7.  8. 10. 14.  1.  3.  4.  7.  8.  1.  4.  5.  5.  8.  1.  3.  6.
  8.  9.  2.  3.  4.  4.  7.  1.  1.  3.  4.  4.  2.  2.  4.  5.  6.  2.
  3.  5.  6.  6.  0.  1.  1.  2.  3.  2.  2.  3.  3.  4.  0.  0.  0.  3.
  3.  1.  1.  3.  3.  3.  1.  1.  2.  3.  3.  1.  2.  2.  2.  2.  0.  0.
  0.  2.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  2.  2.  3.  3.  3.  0.  0.  0.
  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
605,500,simple,0.1,barabasi-albert,10,0.5,0.5,5,neighbors-of-neighbors,"[ 0.  2.  6.  8. 10. 13.  2.  4.  6.  8.  8.  4.  5. 11. 15. 15.  3. 10.
 15. 17. 22.  2.  5. 12. 17. 19.  8. 21. 31. 36. 39.  1.  5.  9. 12. 15.
  9. 12. 18. 22. 28.  6. 11. 14. 14. 23.  3.  9. 15. 20. 25.  2.  5. 12.
 17. 19.  8. 12. 16. 17. 22.  5. 12. 17. 26. 39.  3.  5. 11. 19. 22.  6.
 10. 13. 16. 20.  7. 10. 15. 19. 22.  4.  5.  9. 12. 16.  8.  9.  9. 12.
 15.  1.  5.  9. 14. 22.  3.  6. 12. 20. 21.  2.  3.  5.  7.  7.  2.  5.
  8.  9. 13.  0.  0.  3.  3.  4.  0.  0.  2.  6.  7.  2.  5.  5.  8.  9.
  0.  5.  7.  9. 12.  1.  5.  6.  6.  6.  1.  2.  3.  3.  3.  2.  2.  3.
  3.  4.  0.  0.  0.  1.  1.  0.  4.  4.  4.  4.  0.  0.  0.  0.  0.  0.
  1.  2.  2.  2.  0.  1.  3.  3.  3.  1.  2.  4.  5.  5.  0.  0.  0.  0.
  2.  0.  0.  0.  1.  1.  1.  1.  2.  2.  2.  0.  0.  2.  4.  4.  2.  3.
  4.  5.  5.  0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.
  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
606,500,simple,0.1,barabasi-albert,10,0.5,0.5,5,neighbors-of-neighbors,"[ 0.  0.  1.  2.  2.  6.  3.  5.  7.  8. 12.  1.  2.  4.  4.  6.  6.  8.
 13. 18. 24.  2.  7.  7. 10. 15.  8.  9. 11. 12. 18.  6. 10. 15. 19. 24.
  2.  8. 12. 17. 24.  5.  8. 17. 21. 34. 13. 20. 24. 27. 36.  2. 11. 18.
 21. 26.  5. 10. 13. 14. 19.  3.  5. 12. 19. 27.  4. 10. 23. 28. 30.  3.
  8. 13. 18. 20.  6. 12. 18. 22. 27.  5. 11. 13. 15. 22.  9. 13. 17. 20.
 27. 10. 13. 15. 18. 21.  3.  6.  6.  8. 10.  3.  5.  7. 11. 14.  3.  6.
  7.  9. 12.  0.  2.  4.  9. 10.  0.  0.  1.  3.  3.  5.  7.  8.  9. 11.
  2.  2.  3.  3.  4.  1.  2.  4.  5.  6.  1.  3.  4.  4.  7.  0.  2.  3.
  4.  5.  0.  0.  1.  2.  2.  1.  1.  2.  4.  4.  0.  0.  2.  3.  5.  0.
  0.  0.  0.  1.  0.  0.  3.  3.  5.  4.  4.  4.  4.  5.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  1.  1.  1.  2.  0.  0.  1.  1.  1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.]"
607,500,simple,0.1,barabasi-albert,10,0.5,0.5,5,neighbors-of-neighbors,"[ 0.  6.  7. 13. 16. 21.  4. 10. 14. 15. 20. 10. 22. 29. 34. 41.  9. 17.
 26. 32. 39.  6. 16. 28. 36. 39.  4.  9. 14. 16. 23.  2.  8. 12. 21. 29.
  6. 18. 28. 34. 44.  7. 14. 26. 32. 37.  6. 18. 22. 30. 36.  2.  8. 15.
 20. 26.  3. 11. 18. 27. 28.  7. 11. 19. 21. 25.  9. 14. 15. 19. 21.  4.
  5. 10. 11. 15.  3.  5.  8. 10. 13.  2.  4.  4.  4.  8.  3.  6.  7.  8.
 10.  3.  4.  4.  5.  6.  2.  4.  6.  6.  7.  1.  1.  2.  2.  2.  0.  1.
  3.  5.  7.  3.  3.  6. 11. 11.  2.  3.  4.  5.  7.  2.  3.  7.  7.  7.
  0.  1.  2.  2.  3.  1.  2.  4.  4.  4.  0.  1.  1.  1.  1.  0.  0.  1.
  2.  2.  1.  4.  4.  4.  4.  1.  1.  1.  3.  4.  0.  0.  0.  0.  0.  2.
  4.  4.  4.  4.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.
  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  1.  1.  1.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  1.  1.
  1.  1.  2.  2.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
608,500,simple,0.1,barabasi-albert,10,0.5,0.5,5,neighbors-of-neighbors,"[ 0.  1.  1.  2.  5.  6.  0.  0.  2.  6. 10.  6. 12. 15. 17. 21.  5.  9.
 12. 14. 21.  5.  7. 11. 15. 21. 12. 15. 17. 21. 25.  6. 10. 13. 19. 25.
  4.  9. 22. 28. 41.  9. 14. 19. 36. 42.  5. 13. 20. 25. 28.  7. 18. 23.
 30. 32.  0. 10. 16. 17. 19.  5. 13. 19. 22. 29. 12. 22. 27. 30. 34.  3.
  7. 13. 17. 23.  0.  3.  7. 14. 19.  2.  6.  7. 11. 16.  6.  9. 13. 14.
 18.  5. 10. 12. 13. 18.  3.  7. 13. 14. 16.  2.  3.  6.  8.  9.  3.  4.
  5.  6. 11.  2.  2.  2.  4.  4.  2.  3.  4.  7. 11.  0.  3.  3.  5.  6.
  2.  3.  4.  4.  4.  1.  3.  4.  5.  5.  2.  3.  3.  3.  3.  1.  1.  1.
  1.  1.  0.  2.  2.  2.  3.  0.  2.  3.  4.  4.  1.  1.  1.  1.  2.  0.
  1.  1.  1.  1.  0.  1.  1.  2.  2.  0.  1.  1.  1.  2.  0.  0.  1.  2.
  2.  1.  1.  1.  1.  1.  0.  1.  1.  1.  1.  0.  0.  1.  1.  1.  0.  0.
  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.
  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.]"
609,500,simple,0.1,barabasi-albert,10,0.5,0.5,5,high-degree-media,"[ 0.  1.  2.  2.  2.  2.  0.  0.  0.  0.  0.  1.  1.  2.  2.  6.  1.  2.
  2.  3.  5.  7.  8. 17. 19. 21.  1. 12. 12. 12. 14.  1.  2.  4.  5. 15.
  0.  3. 11. 16. 19.  0.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.
  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.
  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.
  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.
  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.
  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.
  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.
  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.
  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.
  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.
  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.
  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.
  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.
  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.
  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.  4.]"
610,500,simple,0.1,barabasi-albert,10,0.5,0.5,5,high-degree-media,"[ 0.  1.  3.  3.  3.  3.  1.  3.  4.  5.  6.  1.  3.  3.  4.  5. 10. 11.
 11. 18. 19.  4.  7.  7. 16. 18.  1.  2. 12. 15. 17.  5. 10. 17. 18. 26.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
611,500,simple,0.1,barabasi-albert,10,0.5,0.5,5,high-degree-media,"[ 0.  0.  1.  3.  4.  5.  0.  1.  2.  2.  5.  1.  1. 11. 11. 12.  1.  3.
  3.  4.  4.  7.  7.  8.  8.  8.  0.  1.  5. 11. 17.  1. 11. 11. 23. 23.
 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23.
 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23.
 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23.
 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23.
 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23.
 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23.
 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23.
 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23.
 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23.
 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23.
 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23.
 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23.
 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23.
 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23.
 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23.]"
