,ba-m,simple-spread-chance,citizen-citizen-influence,citizen-media-influence,peak-time
0,3,0.05,0.25,0.5,38.0
1,3,0.05,0.25,0.75,38.0
2,3,0.05,0.5,0.5,31.0
3,3,0.05,0.5,0.75,36.0
4,3,0.05,0.75,0.25,27.0
5,3,0.05,0.75,0.5,31.0
6,3,0.05,0.75,0.75,27.0
